game_id,pitcher_id,game_date,side,feature,old_value,new_value,absolute_difference,history_game_ids,history_dates,history_definition,temporal_evidence,reason
"822957","663556","2026-07-08","home","last3AppearancesIp3","3.7","5","1.2999999999999998","822963|823940|823859","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822957","663556","2026-07-08","home","last3AppearancesBf1","20","25","5","822963|823940|823859","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822957","663556","2026-07-08","home","last3AppearancesBf2","25","19","6","822963|823940|823859","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822957","663556","2026-07-08","home","last3AppearancesBf3","19","25","6","822963|823940|823859","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822957","663556","2026-07-08","home","last5AppearancesKsAvg","4.8","3.8","1","822963|823940|823859","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822957","663556","2026-07-08","home","last5AppearancesPitchCountAvg","76","78.6","2.5999999999999943","822963|823940|823859","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","last3StartsKs1","5","7","2","822965|822966|823857","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","last3StartsKs2","7","5","2","822965|822966|823857","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","last3StartsKs3","5","4","1","822965|822966|823857","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","last3StartsIp1","6","5","1","822965|822966|823857","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","last3StartsBf1","22","24","2","822965|822966|823857","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","last3StartsBf2","24","18","6","822965|822966|823857","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","last3StartsBf3","18","17","1","822965|822966|823857","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","last5StartsIpAvg","5.2","4.2","1","822965|822966|823857","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","last5StartsBfAvg","20.2","17.8","2.3999999999999986","822965|822966|823857","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","last5StartsPitchCountAvg","71","65.8","5.200000000000003","822965|822966|823857","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","pitchesLastStart","71","88","17","822965|822966|823857","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","pitchesLast3Starts","228","219","9","822965|822966|823857","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","daysSinceLastStart","6","12","6","822965|822966|823857","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822958","643377","2026-07-06","home","last5AppearancesPitchCountAvg","71","72.4","1.4000000000000057","824096|822965|822966","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822961","668984","2026-06-25","home","last3AppearancesKs1","1","0","1","823940|822970|822972","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822961","668984","2026-06-25","home","last3AppearancesIp1","1.7","0.3333333333333333","1.3666666666666667","823940|822970|822972","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822961","668984","2026-06-25","home","last3AppearancesBf1","7","4","3","823940|822970|822972","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822961","668984","2026-06-25","home","last5AppearancesKsStd","0","1.1661903789690602","1.1661903789690602","823940|822970|822972","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822961","668984","2026-06-25","home","last5AppearancesBfAvg","7","4","3","823940|822970|822972","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822961","668984","2026-06-25","home","last5AppearancesPitchCountAvg","28","15.2","12.8","823940|822970|822972","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822963","663556","2026-06-23","home","last3StartsKs2","7","6","1","823940|823859|822976","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822963","663556","2026-06-23","home","last3StartsKs3","6","3","3","823940|823859|822976","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822963","663556","2026-06-23","home","last3StartsIp2","4","5","1","823940|823859|822976","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822963","663556","2026-06-23","home","last3StartsBf2","21","25","4","823940|823859|822976","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822963","663556","2026-06-23","home","last3StartsBf3","25","19","6","823940|823859|822976","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822963","663556","2026-06-23","home","last5StartsPitchCountAvg","78","81.6","3.5999999999999943","823940|823859|822976","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822963","663556","2026-06-23","home","pitchesLast3Starts","238","234","4","823940|823859|822976","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822963","663556","2026-06-23","home","last3AppearancesKs2","7","6","1","823940|823859|822976","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822963","663556","2026-06-23","home","last3AppearancesKs3","6","3","3","823940|823859|822976","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822963","663556","2026-06-23","home","last3AppearancesIp2","4","5","1","823940|823859|822976","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822963","663556","2026-06-23","home","last3AppearancesBf2","21","25","4","823940|823859|822976","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822963","663556","2026-06-23","home","last3AppearancesBf3","25","19","6","823940|823859|822976","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822963","663556","2026-06-23","home","last5AppearancesPitchCountAvg","78","81.6","3.5999999999999943","823940|823859|822976","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822965","643377","2026-06-24","home","last3StartsKs2","5","4","1","822966|823857|822974","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822965","643377","2026-06-24","home","last3StartsKs3","4","5","1","822966|823857|822974","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822965","643377","2026-06-24","home","last3StartsIp3","5","4","1","822966|823857|822974","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822965","643377","2026-06-24","home","last3StartsBf2","20","17","3","822966|823857|822974","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822965","643377","2026-06-24","home","last3StartsBf3","17","19","2","822966|823857|822974","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822965","643377","2026-06-24","home","pitchesLast3Starts","194","203","9","822966|823857|822974","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"822965","643377","2026-06-24","home","last3AppearancesKs2","5","4","1","822966|823857|822974","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822965","643377","2026-06-24","home","last3AppearancesKs3","4","5","1","822966|823857|822974","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822965","643377","2026-06-24","home","last3AppearancesIp3","5","4","1","822966|823857|822974","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822965","643377","2026-06-24","home","last3AppearancesBf2","20","17","3","822966|823857|822974","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"822965","643377","2026-06-24","home","last3AppearancesBf3","17","19","2","822966|823857|822974","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823030","669461","2026-07-11","home","last3StartsKs2","9","3","6","824656|823041|824098","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823030","669461","2026-07-11","home","last3StartsKs3","3","2","1","824656|823041|824098","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823030","669461","2026-07-11","home","last3StartsIp3","5.3","1.6666666666666667","3.633333333333333","824656|823041|824098","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823030","669461","2026-07-11","home","last3StartsBf2","21","26","5","824656|823041|824098","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823030","669461","2026-07-11","home","last3StartsBf3","26","13","13","824656|823041|824098","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823030","669461","2026-07-11","home","last5StartsKsAvg","4.2","3.2","1","824656|823041|824098","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823030","669461","2026-07-11","home","last5StartsKsStd","2.48","0.7483314773547882","1.7316685226452118","824656|823041|824098","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823030","669461","2026-07-11","home","pitchesLast3Starts","274","224","50","824656|823041|824098","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823030","669461","2026-07-11","home","last5AppearancesPitchCountAvg","78","81.2","3.200000000000003","824656|824907|823041","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823035","690928","2026-07-07","home","last3AppearancesKs1","5","6","1","823049|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823035","690928","2026-07-07","home","last3AppearancesBf1","20","19","1","823049|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823035","690928","2026-07-07","home","last3AppearancesBf2","19","15","4","823049|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823035","690928","2026-07-07","home","last5AppearancesBfAvg","19.5","17","2.5","823049|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823035","690928","2026-07-07","home","last5AppearancesPitchCountAvg","84","69.5","14.5","823049|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823037","681517","2026-06-28","home","last3StartsKs3","5","1","4","823043|823044|823049","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823037","681517","2026-06-28","home","last3StartsIp3","5","4","1","823043|823044|823049","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823037","681517","2026-06-28","home","last3StartsBf3","22","19","3","823043|823044|823049","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823037","681517","2026-06-28","home","last5StartsPitchCountAvg","80","82","2","823043|823044|823049","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823037","681517","2026-06-28","home","pitchesLast3Starts","243","245","2","823043|823044|823049","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823037","681517","2026-06-28","home","last3AppearancesKs3","5","1","4","823043|823044|823049","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823037","681517","2026-06-28","home","last3AppearancesIp3","5","4","1","823043|823044|823049","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823037","681517","2026-06-28","home","last3AppearancesBf3","22","19","3","823043|823044|823049","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823037","681517","2026-06-28","home","last5AppearancesPitchCountAvg","80","82","2","823043|823044|823049","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823039","700241","2026-06-26","home","last3StartsKs2","2","5","3","824097|823047|823050","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823039","700241","2026-06-26","home","last3StartsKs3","5","1","4","824097|823047|823050","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823039","700241","2026-06-26","home","last3StartsBf2","25","23","2","824097|823047|823050","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823039","700241","2026-06-26","home","pitchesLast3Starts","267","265","2","824097|823047|823050","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823039","700241","2026-06-26","home","last3AppearancesKs2","2","5","3","824097|823047|823050","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823039","700241","2026-06-26","home","last3AppearancesKs3","5","1","4","824097|823047|823050","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823039","700241","2026-06-26","home","last3AppearancesBf2","25","23","2","824097|823047|823050","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823041","669461","2026-06-24","home","last3StartsIp3","4.3","5.333333333333333","1.0333333333333332","824098|823048|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823041","669461","2026-06-24","home","last3StartsBf2","18","21","3","824098|823048|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823041","669461","2026-06-24","home","last3StartsBf3","21","20","1","824098|823048|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823041","669461","2026-06-24","home","last5StartsKsAvg","4.8","5.8","1","824098|823048|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823041","669461","2026-06-24","home","last5StartsBfAvg","18.8","19.8","1","824098|823048|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823041","669461","2026-06-24","home","last5StartsPitchCountAvg","78","79","1","824098|823048|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823041","669461","2026-06-24","home","pitchesLast3Starts","202","217","15","824098|823048|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823041","669461","2026-06-24","home","last3AppearancesIp3","4.3","5.333333333333333","1.0333333333333332","824098|823048|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823041","669461","2026-06-24","home","last3AppearancesBf2","18","21","3","824098|823048|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823041","669461","2026-06-24","home","last3AppearancesBf3","21","20","1","824098|823048|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823041","669461","2026-06-24","home","last5AppearancesKsAvg","4.8","5.8","1","824098|823048|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823041","669461","2026-06-24","home","last5AppearancesBfAvg","18.8","19.8","1","824098|823048|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823041","669461","2026-06-24","home","last5AppearancesPitchCountAvg","78","79","1","824098|823048|823053","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823043","681517","2026-06-23","home","last3StartsKs2","5","1","4","823044|823049|823054","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823043","681517","2026-06-23","home","last3StartsKs3","1","4","3","823044|823049|823054","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823043","681517","2026-06-23","home","last3StartsIp2","5","4","1","823044|823049|823054","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823043","681517","2026-06-23","home","last3StartsBf2","22","19","3","823044|823049|823054","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823043","681517","2026-06-23","home","last3StartsBf3","19","21","2","823044|823049|823054","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823043","681517","2026-06-23","home","last5StartsPitchCountAvg","80","83","3","823044|823049|823054","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823043","681517","2026-06-23","home","pitchesLast3Starts","237","238","1","823044|823049|823054","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823043","681517","2026-06-23","home","last3AppearancesKs2","5","1","4","823044|823049|823054","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823043","681517","2026-06-23","home","last3AppearancesKs3","1","4","3","823044|823049|823054","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823043","681517","2026-06-23","home","last3AppearancesIp2","5","4","1","823044|823049|823054","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823043","681517","2026-06-23","home","last3AppearancesBf2","22","19","3","823044|823049|823054","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823043","681517","2026-06-23","home","last3AppearancesBf3","19","21","2","823044|823049|823054","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823043","681517","2026-06-23","home","last5AppearancesPitchCountAvg","80","83","3","823044|823049|823054","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823110","676106","2026-07-22","home","last5StartsPitchCountAvg","69","75.4","6.400000000000006","822951|823117|824422","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823110","676106","2026-07-22","home","last5AppearancesPitchCountAvg","69","75.4","6.400000000000006","822951|823117|824422","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823114","622491","2026-07-21","home","last5StartsPitchCountAvg","93","98.2","5.200000000000003","822955|823120|824423","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823114","622491","2026-07-21","home","last5AppearancesBfAvg","24.2","22.6","1.5999999999999979","822955|823120|824423","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823114","622491","2026-07-21","home","last5AppearancesPitchCountAvg","93","89.2","3.799999999999997","822955|823120|824423","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823115","682243","2026-07-17","home","last5StartsBfAvg","23.2","22","1.1999999999999993","823846|823119|823366","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823115","682243","2026-07-17","home","last5AppearancesBfAvg","23.2","22","1.1999999999999993","823846|823119|823366","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823117","676106","2026-07-05","home","last3StartsKs3","2","3","1","824422|823126|824829","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823117","676106","2026-07-05","home","last3StartsIp3","4","5","1","824422|823126|824829","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823117","676106","2026-07-05","home","last5StartsPitchCountAvg","83","88.8","5.799999999999997","824422|823126|824829","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823117","676106","2026-07-05","home","pitchesLast3Starts","233","266","33","824422|823126|824829","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823117","676106","2026-07-05","home","last3AppearancesKs3","2","3","1","824422|823126|824829","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823117","676106","2026-07-05","home","last3AppearancesIp3","4","5","1","824422|823126|824829","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823117","676106","2026-07-05","home","last5AppearancesPitchCountAvg","83","88.8","5.799999999999997","824422|823126|824829","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823119","682243","2026-07-02","home","last3StartsKs3","7","9","2","823366|823124|824269","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823119","682243","2026-07-02","home","last3StartsIp3","8","6","2","823366|823124|824269","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823119","682243","2026-07-02","home","last3StartsBf3","26","20","6","823366|823124|824269","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823119","682243","2026-07-02","home","last5StartsBfAvg","20.2","18.8","1.3999999999999986","823366|823124|824269","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823119","682243","2026-07-02","home","last5StartsPitchCountAvg","82","78.6","3.4000000000000057","823366|823124|824269","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823119","682243","2026-07-02","home","pitchesLast3Starts","247","250","3","823366|823124|824269","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823119","682243","2026-07-02","home","last3AppearancesKs3","7","9","2","823366|823124|824269","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823119","682243","2026-07-02","home","last3AppearancesIp3","8","6","2","823366|823124|824269","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823119","682243","2026-07-02","home","last3AppearancesBf3","26","20","6","823366|823124|824269","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823119","682243","2026-07-02","home","last5AppearancesBfAvg","20.2","18.8","1.3999999999999986","823366|823124|824269","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823119","682243","2026-07-02","home","last5AppearancesPitchCountAvg","82","78.6","3.4000000000000057","823366|823124|824269","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823120","622491","2026-07-03","home","last3StartsKs2","4","5","1","824423|824268|824196","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823120","622491","2026-07-03","home","last3StartsKs3","5","6","1","824423|824268|824196","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823120","622491","2026-07-03","home","last3StartsBf2","27","21","6","824423|824268|824196","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823120","622491","2026-07-03","home","last3StartsBf3","21","24","3","824423|824268|824196","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823120","622491","2026-07-03","home","last5StartsPitchCountAvg","90","96.8","6.799999999999997","824423|824268|824196","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823120","622491","2026-07-03","home","pitchesLast3Starts","238","299","61","824423|824268|824196","AVAILABLE_IN_LINEAGE_SOURCE","LAST_STARTS","DATE_ONLY","UNEXPLAINED"
"823120","622491","2026-07-03","home","last3AppearancesIp2","5.7","4","1.7000000000000002","824423|823124|824268","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823120","622491","2026-07-03","home","last3AppearancesBf2","27","19","8","824423|823124|824268","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
"823120","622491","2026-07-03","home","last5AppearancesKsAvg","5","4","1","824423|823124|824268","AVAILABLE_IN_LINEAGE_SOURCE","LAST_APPEARANCES","DATE_ONLY","UNEXPLAINED"
