game_id,pitcher_id,pitcher_name,game_date,snapshot_captured_at,team,opponent,side,match_status,pregame_identity_source,pitcher_k_pct,pitcher_so_rate,pitcher_swstr_pct,pitcher_csw_pct,pitcher_bb_pct,pitcher_fip,pitcher_xfip,pitcher_siera,pitcher_xera,pitcher_last5_ks_avg,pitcher_last5_ip_avg,pitcher_last5_bf_avg,pitcher_last5_pitch_count_avg,projected_pitches,projected_innings,pitches_last_start,pitches_last_3_starts,days_since_last_start,opponent_lineup_k_pct,opponent_offense_ops,opponent_offense_woba,opponent_offense_xwoba,park_factor_k,weather_temp,weather_wind_speed,projected_strikeouts,actual_k
"824005","700712","Walbert Ureña","2026-07-21","2026-07-21T22:26:49.904Z","Los Angeles Angels","St. Louis Cardinals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","22","22","12.5","28.9","13","4.04","4.06","4.62","3.31","4.6","5.2","22.4","89","89","5.1","90","268","13","19.9","0.705","0.312","0.331","105","30.1","13.6","4.96","5"
"824007","696270","Ryan Johnson","2026-07-19","2026-07-19T19:08:36.312Z","Los Angeles Angels","Detroit Tigers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","16.8","16.8","12.7","26","8.7","6.47","4.56","4.58","4.99","4","5","20.4","84","80","4.2","75","243","8","27.3","0.712","0.313","0.311","105","30","14.3","4.21","5"
"824009","672282","Reid Detmers","2026-07-17","2026-07-18T01:37:03.499Z","Los Angeles Angels","Detroit Tigers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","27.2","27.2","14","30.4","7.7","3.45","3.07","3.07","3.38","5.2","5.5","24.2","93","96","5.2","82","285","8","22.8","0.712","0.313","0.339","105","25.7","14.6","6.28","7"
"824010","696270","Ryan Johnson","2026-07-05","2026-07-06T00:32:52.215Z","Los Angeles Angels","Boston Red Sox","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","16.2","16.2","12.8","25.8","8.1","6.16","4.58","4.65","4.3","3.75","4.8","21.3","85","86","5","81","260","6","23.1","0.697","0.308","0.309","","25.6","12.4","4.26","6"
"824011","691951","Sam Aldegheri","2026-06-28","2026-06-28T19:14:12.583Z","Los Angeles Angels","Athletics","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","14.3","14.3","9.1","26.1","10.7","5.59","5.03","5.25","4.86","2","4.2","19.8","78","77","","91","242","6","22.6","0.74","0.323","0.296","","22.1","14","","4"
"824012","691951","Sam Aldegheri","2026-07-04","2026-07-05T01:32:05.087Z","Los Angeles Angels","Boston Red Sox","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","15","15","9.8","26.1","9.8","5.02","4.74","5","5.06","2.4","4.3","20","78","78","4.1","81","249","6","20.5","0.696","0.307","0.31","","26.2","12","3.42","2"
"824013","672282","Reid Detmers","2026-07-03","2026-07-03T23:51:05.375Z","Los Angeles Angels","Boston Red Sox","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","27.6","27.6","14.1","30.6","7.6","3.05","3.02","3.02","3.04","6","6.3","23.6","92","91","6.1","99","279","6","24","0.694","0.306","0.301","","","","6.4","5"
"824014","700712","Walbert Ureña","2026-06-26","2026-06-27T01:36:56.429Z","Los Angeles Angels","Athletics","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21.9","21.9","12.2","28.6","12","4.05","3.95","4.47","3.24","5.6","5.8","24.8","95","97","","90","285","6","22.6","0.744","0.325","0.315","","22.3","14.3","","5"
"824015","672282","Reid Detmers","2026-06-27","2026-06-28T01:27:43.327Z","Los Angeles Angels","Athletics","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","27.2","27.2","13.8","30.4","7.3","2.98","3.01","3.04","2.92","5.8","6.2","23.4","90","90","","90","269","6","24.4","0.743","0.324","0.311","","22.2","15.1","","8"
"824017","696270","Ryan Johnson","2026-06-23","2026-06-24T00:56:43.812Z","Los Angeles Angels","Baltimore Orioles","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","9.7","9.7","12.4","22.4","11.1","8.82","6","6.04","6.27","2","4.2","23","85","80","","89","158","5","23.9","0.726","0.319","0.317","","21.9","11.8","","8"
"824018","667755","José Soriano","2026-06-24","2026-06-24T20:06:43.608Z","Los Angeles Angels","Baltimore Orioles","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","25.5","25.5","15.3","30.9","12","4.08","3.51","3.96","4.19","4.8","5.1","23.8","96","92","","105","269","5","24.3","0.722","0.317","0.323","","27.1","13.6","","4"
"824083","607625","Seth Lugo","2026-07-22","2026-07-22T18:07:20.465Z","Kansas City Royals","San Francisco Giants","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.8","18.8","8.7","26.9","7.6","4.44","4.02","4.18","5.53","4.6","5.1","23.2","90","92","5.1","90","273","5","20","0.724","0.315","0.323","90","27.8","14","4.68","5"
"824085","679883","Luinder Avila","2026-07-21","2026-07-21T22:26:52.897Z","Kansas City Royals","San Francisco Giants","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","20.2","20.2","9.7","27.7","13.7","4.66","4.35","4.67","4.87","4.4","4.9","20.8","86","82","4.2","96","251","11","19.2","0.726","0.315","0.31","90","32.4","22.1","4.34","7"
"824086","702070","Noah Cameron","2026-07-19","2026-07-19T17:51:22.682Z","Kansas City Royals","San Diego Padres","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21.5","21.5","11.5","27.7","7.6","4.13","3.49","3.77","4.96","5.4","5.1","25.6","101","101","5","100","291","8","24.3","0.673","0.297","0.311","90","32.1","3.8","5.48","1"
"824089","702070","Noah Cameron","2026-07-06","2026-07-06T17:11:47.356Z","Kansas City Royals","Philadelphia Phillies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","20.3","20.3","11","27.2","6.8","3.93","3.45","3.85","4.9","3.8","4.8","23.6","98","94","4.2","86","302","6","23.1","0.707","0.31","0.329","","31.5","10.5","4.69","7"
"824090","607625","Seth Lugo","2026-07-17","2026-07-17T23:18:39.522Z","Kansas City Royals","San Diego Padres","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","19.1","19.1","8.7","26.9","7.6","4.48","3.96","4.11","5.48","4","5.1","23.2","89","91","5.1","89","268","5","21.5","0.672","0.297","0.319","90","31.5","18","4.68","3"
"824091","679883","Luinder Avila","2026-07-05","2026-07-05T18:57:19.562Z","Kansas City Royals","Philadelphia Phillies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","20.9","20.9","9.9","27.7","14.6","4.74","4.46","4.65","4.61","3.6","4.1","18","77","78","4","86","264","7","22.3","0.71","0.311","0.304","","31.8","12.7","3.93","4"
"824093","663568","Stephen Kolek","2026-07-02","2026-07-02T21:57:47.960Z","Kansas City Royals","Tampa Bay Rays","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","16","16","9.7","25.6","5.2","4.64","3.59","4.38","3.81","4","5.2","23","84","79","5","49","232","11","20.5","0.736","0.325","0.318","","34.6","23.1","4.05","0"
"824165","837227","Tatsuya Imai","2026-07-21","2026-07-21T22:26:55.795Z","Houston Astros","Miami Marlins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","27","27","13.6","29.1","14.2","5.16","3.8","3.97","5.11","5.4","3.5","16.6","73","70","3.1","84","237","14","19.4","0.736","0.323","0.325","107","24.1","3.1","4.15","8"
"824168","686613","Hunter Brown","2026-07-19","2026-07-19T17:51:18.997Z","Houston Astros","Baltimore Orioles","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","25.5","25.5","10.2","28.9","14.4","4.87","3.84","4.2","3.79","4.4","4.9","22","92","92","5","98","283","9","25.6","0.717","0.316","0.32","107","28.1","18.7","5.52","4"
"824170","663567","Peter Lambert","2026-07-17","2026-07-17T23:18:42.220Z","Houston Astros","Baltimore Orioles","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","22.9","22.9","12.2","26.7","9.3","4.34","3.93","3.93","3.38","5.6","5.8","23.2","96","92","5.2","107","297","6","24.6","0.722","0.318","0.329","107","29.1","4.4","5.59","10"
"824172","663567","Peter Lambert","2026-07-05","2026-07-05T19:22:20.784Z","Houston Astros","Tampa Bay Rays","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21.9","21.9","12","26.5","10","4.57","4.13","4.12","3.66","5","5.8","24","93","95","6","100","281","6","19.5","0.738","0.325","0.32","","29.4","4.2","5.41","6"
"824173","681293","Spencer Arrighetti","2026-07-03","2026-07-03T23:51:14.493Z","Houston Astros","Tampa Bay Rays","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24","24","11.4","29.7","11.9","4.74","4.2","4.26","4.83","6.4","5","22.8","92","92","5","93","284","7","19","0.737","0.325","0.316","","","","5.43","4"
"824176","663567","Peter Lambert","2026-06-29","2026-06-29T23:57:30.964Z","Houston Astros","Minnesota Twins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","22.5","22.5","12","26.7","9.8","4.1","4.01","4.04","3.5","4.8","5.7","23.4","91","90","5.2","92","272","6","20.4","0.734","0.322","0.315","","","","5.4","4"
"824248","669373","Tarik Skubal","2026-07-24","2026-07-24T19:49:41.378Z","Detroit Tigers","Kansas City Royals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","30.5","30.5","17.1","32.5","3.4","2.95","2.15","2.47","3.07","8.2","5.8","21.8","90","90","5.2","87","276","6","20.8","0.716","0.314","0.307","99","26.4","9.7","6.95","12"
"824249","663554","Casey Mize","2026-07-11","2026-07-11T21:46:28.408Z","Detroit Tigers","Philadelphia Phillies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","25.7","25.7","13.6","31.7","5.7","2.81","2.97","2.97","3.01","5.8","5.6","21.8","85","88","5.2","94","279","6","24.2","0.704","0.309","0.316","99","28.5","18.8","5.94","5"
"824250","669373","Tarik Skubal","2026-07-12","2026-07-12T16:56:30.524Z","Detroit Tigers","Philadelphia Phillies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","30.4","30.4","16.3","32.5","3.6","3.21","2.19","2.45","3.19","7.8","5.5","22","88","90","5.2","96","268","5","23.6","0.702","0.308","0.329","99","28.2","14.2","7.05","5"
"824251","664285","Framber Valdez","2026-07-09","2026-07-09T21:01:59.501Z","Detroit Tigers","Athletics","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.6","17.6","9.5","27.5","8.1","4.38","3.95","4.65","4.4","3.8","5.6","25.2","87","91","6","87","269","7","24.4","0.732","0.32","0.305","99","25.9","11.5","4.69","9"
"824252","656427","Jack Flaherty","2026-07-10","2026-07-10T20:35:25.992Z","Detroit Tigers","Philadelphia Phillies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","26.5","26.5","11.8","28.5","10.7","3.84","3.62","3.6","4.31","5.6","4.7","19.6","85","81","4.1","88","245","6","21.7","0.706","0.31","0.304","99","29","3.1","4.87","6"
"824253","675512","Troy Melton","2026-07-08","2026-07-08T20:23:09.843Z","Detroit Tigers","Athletics","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","19.2","19.2","11.6","25.7","6","4.63","3.59","4","3.08","5.6","6.3","23.4","88","87","6.1","84","256","7","19.3","0.734","0.321","0.326","99","31","10.7","5.16","9"
"824254","669373","Tarik Skubal","2026-07-07","2026-07-07T21:48:48.053Z","Detroit Tigers","Athletics","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","29.5","29.5","15.6","32.4","3.1","3.2","2.25","2.5","3.26","7.4","5.9","22.4","87","88","6","87","266","7","24.3","0.736","0.322","0.314","","28.8","10.9","6.91","9"
"824255","672456","Keider Montero","2026-06-26","2026-06-26T22:38:41.029Z","Detroit Tigers","Houston Astros","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","16.5","16.5","7.9","25.8","5.3","4.04","3.81","4.28","3.7","3.8","6","23.8","81","81","","76","202","5","22.1","0.726","0.317","0.329","","21.5","6.9","","3"
"824256","656427","Jack Flaherty","2026-06-28","2026-06-28T17:25:30.887Z","Detroit Tigers","Houston Astros","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","25.5","25.5","11.4","28.8","11.1","4.19","3.75","3.78","4.64","6","4.4","20","83","76","","63","244","16","19.9","0.725","0.317","0.318","","27.1","10.5","","9"
"824257","664285","Framber Valdez","2026-06-27","2026-06-27T16:54:15.925Z","Detroit Tigers","Houston Astros","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","19.2","19.2","10","28.5","8.7","4.24","3.94","4.53","4.34","5","5.7","24.6","90","94","","94","261","5","21.1","0.723","0.316","0.294","","24.6","12.1","","2"
"824259","669373","Tarik Skubal","2026-06-24","2026-06-24T21:17:48.096Z","Detroit Tigers","New York Yankees","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","26.9","26.9","14.8","32","3.8","2.85","2.47","2.9","3.62","6.8","5.9","23.4","90","91","","94","265","5","19.9","0.767","0.335","0.323","","23.7","8.6","","9"
"824262","663554","Casey Mize","2026-06-23","2026-06-23T21:42:25.265Z","Detroit Tigers","New York Yankees","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","25.2","25.2","13.2","30.4","6.3","2.76","3.14","3.12","3.03","4","4.7","17.8","69","67","","86","239","6","23.8","0.768","0.335","0.319","","24.3","8.7","","6"
"824327","687312","Gabriel Hughes","2026-07-22","2026-07-22T18:27:36.753Z","Colorado Rockies","Washington Nationals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","25","25","10.9","27.9","8.9","2.29","3.34","3.4","2.74","6.5","5.7","22.5","88","87","5.2","82","229","5","19.6","0.768","0.334","0.325","90","33.9","13.2","5.76","5"
"824329","547179","Michael Lorenzen","2026-07-21","2026-07-21T22:26:58.494Z","Colorado Rockies","Washington Nationals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","15.8","15.8","8.4","26.1","8.2","4.9","4.22","4.72","5.56","2.6","5.3","24.2","90","93","5.1","79","269","9","19.6","0.767","0.334","0.331","90","34.8","21.3","4.05","5"
"824330","663372","Ryan Feltner","2026-07-19","2026-07-19T19:08:45.605Z","Colorado Rockies","Cincinnati Reds","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.6","17.6","11.9","26.7","9","5.16","4.04","4.46","5.13","4.2","5.4","23.4","92","90","5.1","92","262","10","25.5","0.708","0.311","0.33","90","36.1","12.6","4.49","3"
"824332","687312","Gabriel Hughes","2026-07-17","2026-07-17T23:18:45.221Z","Colorado Rockies","Cincinnati Reds","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","22.9","22.9","11.6","27.2","8.6","2.42","3.48","3.65","2.67","7","6","24","94","85","5.1","94","147","9","24.4","0.703","0.31","0.321","90","31","18","6.08","6"
"824333","685299","Tanner Gordon","2026-07-05","2026-07-05T19:36:16.609Z","Colorado Rockies","San Francisco Giants","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21.4","21.4","13.1","27.3","4.4","4.27","3.6","3.49","4.67","3","4.3","20.7","76","77","4.1","74","229","5","18.3","0.727","0.316","0.326","","35.3","7.4","4.38","7"
"824335","547179","Michael Lorenzen","2026-07-02","2026-07-02T17:22:43.562Z","Colorado Rockies","Miami Marlins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","16.9","16.9","8.8","26.7","6.6","4.79","3.98","4.42","5.53","4.6","4.9","22.4","88","91","5","92","271","5","19.8","0.724","0.319","0.324","","29.4","10.2","4.4","1"
"824336","663372","Ryan Feltner","2026-07-03","2026-07-03T23:51:23.510Z","Colorado Rockies","San Francisco Giants","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","15.9","15.9","11.5","25.4","9.1","5.03","4.18","4.71","5.23","3.2","5.4","22.4","87","91","5.2","82","279","5","16.9","0.725","0.315","0.332","","","","3.93","9"
"824339","807743","Sean Sullivan","2026-06-29","2026-06-30T00:35:28.520Z","Colorado Rockies","Miami Marlins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","11.9","11.9","7.6","24","11.9","7.28","6.08","6.65","3.06","2.33","4","19.7","75","74","4","94","225","6","23.4","0.711","0.314","0.314","","31.7","4","3.05","5"
"824340","807743","Sean Sullivan","2026-06-23","2026-06-24T00:38:55.116Z","Colorado Rockies","Boston Red Sox","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","11.4","11.4","5.3","20.6","5.7","7.06","6.46","6.81","1.71","2","3.5","17.5","66","57","","82","131","6","20.6","0.69","0.305","0.308","","28.2","13.8","","3"
"824341","607536","Kyle Freeland","2026-06-24","2026-06-24T18:59:59.359Z","Colorado Rockies","Boston Red Sox","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.7","18.7","11.2","27.1","5.2","5.18","3.83","4.02","5.59","4.4","5.5","25","87","93","","81","265","5","18.6","0.693","0.306","0.318","","27.4","14.9","","4"
"824406","668909","Gavin Williams","2026-07-23","2026-07-23T17:03:08.447Z","Cleveland Guardians","Minnesota Twins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","29.9","29.9","14.5","32.7","7.6","3.95","2.62","2.84","4.37","8.4","5.5","23.2","93","93","5.2","84","266","5","21.2","0.734","0.322","0.319","104","23.9","11.8","7.01","11"
"824408","677944","Slade Cecconi","2026-07-22","2026-07-22T19:28:27.278Z","Cleveland Guardians","Minnesota Twins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.9","17.9","9.4","26.9","7.2","4.38","3.76","4.29","4.59","3.2","5.3","22.6","83","84","5.1","67","254","14","19.3","0.733","0.322","0.309","104","21.3","10.9","4.24","5"
"824409","800048","Parker Messick","2026-07-21","2026-07-21T22:27:01.500Z","Cleveland Guardians","Minnesota Twins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24.7","24.7","12.6","28.2","8.1","3.39","3.03","3.43","3.26","5.6","6.3","25","93","95","6.1","91","274","11","19.3","0.735","0.323","0.326","105","26","30.5","5.53","6"
"824416","677944","Slade Cecconi","2026-07-02","2026-07-02T21:39:47.060Z","Cleveland Guardians","Chicago White Sox","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.1","18.1","9.7","27.1","7.5","4.44","3.79","4.33","4.41","4","5.7","23","83","86","6","87","248","5","24.5","0.738","0.324","0.325","","33","15","4.66","3"
"824417","668909","Gavin Williams","2026-07-03","2026-07-03T22:10:43.464Z","Cleveland Guardians","Chicago White Sox","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","28.3","28.3","14.6","32.8","8.2","3.88","2.77","3.09","4.45","5.8","5.1","22.2","94","92","5","103","285","5","23.8","0.739","0.324","0.326","","32.3","11.6","6.39","6"
"824419","676282","Joey Cantillo","2026-07-01","2026-07-01T17:08:09.287Z","Cleveland Guardians","Texas Rangers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","23.6","23.6","13","30.7","10.8","4.43","3.81","3.84","4.11","6.6","5.6","23","91","92","5.2","90","267","5","20.4","0.711","0.314","0.296","","32.1","20.4","5.62","4"
"824420","800048","Parker Messick","2026-06-29","2026-06-29T22:55:12.301Z","Cleveland Guardians","Texas Rangers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","27.2","27.2","13.6","29","7.8","3.25","2.81","3.1","3.23","6.2","6","24.4","94","97","6.1","95","291","6","21.8","0.711","0.314","0.314","","","","6.2","5"
"824421","677944","Slade Cecconi","2026-06-27","2026-06-27T22:37:23.206Z","Cleveland Guardians","Seattle Mariners","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.2","18.2","9.7","27.1","7.4","4.55","3.79","4.3","4.43","3.8","5.4","22","80","82","","79","248","6","23.2","0.695","0.308","0.329","","","","","4"
"824422","668909","Gavin Williams","2026-06-28","2026-06-28T17:25:33.488Z","Cleveland Guardians","Seattle Mariners","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","28.5","28.5","14.7","33.1","8","3.94","2.73","3.03","4.52","5.4","5.5","22.4","92","91","","95","272","6","22.3","0.694","0.307","0.31","","26.6","10.7","","6"
"824423","676282","Joey Cantillo","2026-06-26","2026-06-26T23:02:09.183Z","Cleveland Guardians","Seattle Mariners","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","22.4","22.4","12.5","30.2","10.9","4.51","3.97","4.01","4.19","5","4.8","21.4","87","88","","98","274","6","23.1","0.695","0.308","0.317","","20.5","8.4","","9"
"824491","671096","Andrew Abbott","2026-07-12","2026-07-12T16:56:33.815Z","Cincinnati Reds","Chicago Cubs","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.5","18.5","10.7","27","10.3","4.99","4","4.43","4.77","5.6","5.3","23.2","95","96","5.1","95","285","5","23.1","0.746","0.329","0.318","103","27.4","8.3","5.09","3"
"824492","666157","Nick Lodolo","2026-07-11","2026-07-11T21:46:34.312Z","Cincinnati Reds","Chicago Cubs","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.9","17.9","9.6","26.5","9.3","5.12","4.39","4.81","6.12","4.2","5","22.4","91","90","5","97","268","6","21.1","0.745","0.329","0.324","103","23.8","7.1","4.53","4"
"824493","668881","Hunter Greene","2026-07-10","2026-07-10T20:35:32.569Z","Cincinnati Reds","Chicago Cubs","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","35","35","16.9","25.8","20","6.5","3.83","3.41","10.31","7","3.3","20","89","70","2.2","89","89","6","21.6","0.749","0.33","0.329","103","29.4","6.4","6.22","12"
"824494","663903","Brady Singer","2026-07-09","2026-07-09T21:02:01.240Z","Cincinnati Reds","Philadelphia Phillies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","19","19","10.6","28.9","8","5.94","4.08","4.3","5.56","5.8","5.5","23.2","97","93","5.1","93","297","6","22.7","0.709","0.311","0.314","103","30","8.9","5.32","5"
"824495","671096","Andrew Abbott","2026-07-07","2026-07-07T23:05:31.493Z","Cincinnati Reds","Philadelphia Phillies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.6","17.6","10.6","26.9","10.8","5.14","4.18","4.62","4.87","5.2","5.3","23.4","97","95","5.1","96","287","6","21.6","0.708","0.31","0.323","","28.6","7.6","4.86","8"
"824496","695505","Chase Burns","2026-07-08","2026-07-08T20:23:17.144Z","Cincinnati Reds","Philadelphia Phillies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","29.7","29.7","16.2","30.3","7.9","3.37","2.74","2.67","3.03","7","5.5","23.4","97","94","5.1","89","278","6","22.3","0.707","0.31","0.319","103","32.1","6.4","6.84","2"
"824498","663903","Brady Singer","2026-07-03","2026-07-03T22:10:46.969Z","Cincinnati Reds","Baltimore Orioles","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.4","18.4","10.6","28.5","7.1","5.92","4.03","4.29","5.58","5.8","5.3","23","96","97","5.1","98","295","5","23.5","0.716","0.315","0.332","","36.3","13.3","5.33","6"
"824500","695076","Rhett Lowder","2026-06-24","2026-06-24T21:16:57.678Z","Cincinnati Reds","Milwaukee Brewers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.1","18.1","8.3","27.1","12.1","4.56","4.44","4.79","5.24","3.4","3.7","18.4","74","78","","95","261","5","22","0.725","0.32","0.325","","26.9","10.2","","6"
"824501","666157","Nick Lodolo","2026-06-23","2026-06-23T23:00:41.858Z","Cincinnati Reds","Milwaukee Brewers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","16.3","16.3","10.1","26.5","8.7","5.9","4.71","5.01","6.64","4.2","5.5","25.8","96","97","","90","281","6","20.3","0.728","0.322","0.336","","25.7","11.2","","6"
"824574","702273","Noah Schultz","2026-07-12","2026-07-12T16:56:36.963Z","Chicago White Sox","Athletics","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","20.5","20.5","9.5","27.7","13.8","5.43","4.59","4.85","6.04","4","4.6","20.8","83","82","4.2","92","249","5","21.1","0.723","0.317","0.296","97","30.5","9.4","4.29","4"
"824575","680732","Sean Burke","2026-07-10","2026-07-10T20:35:38.841Z","Chicago White Sox","Athletics","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","25.8","25.8","11.6","30.4","8","3.82","3.37","3.36","3.72","7.4","5.4","23.2","92","91","5.1","95","274","6","18.6","0.728","0.319","0.319","97","30.9","9.7","6.07","9"
"824576","663542","Bryan Hudson","2026-07-11","2026-07-11T15:44:55.116Z","Chicago White Sox","Athletics","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","22.8","22.8","10.9","30.8","9.4","3.08","3.67","4.05","3.57","1","1.2","4.2","15","15","1.1","24","49","3","20.6","0.726","0.318","0.315","97","22.4","12","1.27","0"
"824577","641743","Anthony Kay","2026-07-09","2026-07-09T18:09:45.236Z","Chicago White Sox","Boston Red Sox","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.6","17.6","10","26.4","8.7","5.02","4.25","4.82","5.24","4.2","4.5","20.4","79","72","4","48","222","6","19.7","0.702","0.31","0.307","97","29.1","18.4","3.79","4"
"824578","663436","Davis Martin","2026-07-08","2026-07-08T20:23:23.447Z","Chicago White Sox","Boston Red Sox","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","22.7","22.7","12.8","28.4","7.3","3.17","3.11","3.75","4.11","3.4","4.8","21.8","85","84","4.2","73","237","6","21.5","0.702","0.31","0.309","97","26.2","15.8","4.81","2"
"824579","702273","Noah Schultz","2026-07-07","2026-07-07T23:39:40.082Z","Chicago White Sox","Boston Red Sox","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21.5","21.5","9.6","28.4","14","4.94","4.38","4.69","5.49","4","4.3","20.2","81","79","4.1","87","248","6","18.4","0.698","0.308","0.318","","20.2","11.6","4.17","3"
"824580","641743","Anthony Kay","2026-06-28","2026-06-28T18:07:31.677Z","Chicago White Sox","Kansas City Royals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.2","18.2","10.1","26.5","8.7","5.15","4.21","4.75","5.27","4.8","4.8","22","89","87","","101","276","6","23.4","0.707","0.312","0.304","","28.7","9.6","","2"
"824581","663436","Davis Martin","2026-06-27","2026-06-27T19:45:50.183Z","Chicago White Sox","Kansas City Royals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24.3","24.3","13.6","29.6","6.4","3.03","2.93","3.45","3.85","4.2","5.2","23.4","88","88","","77","265","6","23.6","0.71","0.313","0.342","","25.6","10.6","","3"
"824582","689818","David Sandlin","2026-06-26","2026-06-26T23:28:14.317Z","Chicago White Sox","Kansas City Royals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24.1","24.1","11.3","25.7","12.1","6.58","3.8","3.89","4.25","4","5","21","71","75","","81","222","19","21.5","0.712","0.314","0.315","","27.9","12.2","","6"
"824584","680732","Sean Burke","2026-06-23","2026-06-23T23:00:44.757Z","Chicago White Sox","Cleveland Guardians","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24","24","10.7","29.3","8.6","4.06","3.61","3.67","3.99","6","5.1","22.6","92","93","","88","270","5","26.8","0.682","0.303","0.274","","20.4","10.7","","6"
"824652","656849","David Peterson","2026-07-21","2026-07-21T22:27:04.394Z","Chicago Cubs","Detroit Tigers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.3","18.3","10","26.9","9.7","4.38","3.89","4.6","5.35","3.2","4.7","21.8","81","82","4.2","77","237","12","24.1","0.713","0.313","0.319","102","25.6","16.2","4.36","4"
"824653","684007","Shota Imanaga","2026-07-19","2026-07-19T17:51:28.401Z","Chicago Cubs","Minnesota Twins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24","24","15.3","29.7","6.2","4.74","3.29","3.29","3.77","4.8","5.4","22.2","88","87","5.1","102","285","9","18.9","0.737","0.323","0.319","102","24.5","16","5.29","4"
