game_id,pitcher_id,pitcher_name,game_date,snapshot_captured_at,team,opponent,side,match_status,pregame_identity_source,pitcher_k_pct,pitcher_so_rate,pitcher_swstr_pct,pitcher_csw_pct,pitcher_bb_pct,pitcher_fip,pitcher_xfip,pitcher_siera,pitcher_xera,pitcher_last5_ks_avg,pitcher_last5_ip_avg,pitcher_last5_bf_avg,pitcher_last5_pitch_count_avg,projected_pitches,projected_innings,pitches_last_start,pitches_last_3_starts,days_since_last_start,opponent_lineup_k_pct,opponent_offense_ops,opponent_offense_woba,opponent_offense_xwoba,park_factor_k,weather_temp,weather_wind_speed,projected_strikeouts,actual_k
"823205","694738","Landen Roupp","2026-07-06","2026-07-07T01:30:45.402Z","San Francisco Giants","Toronto Blue Jays","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","26","26","11.2","29","10.5","3.3","3.18","3.73","3.43","5.4","5","22","99","96","5","84","290","6","17.8","0.688","0.303","0.285","","15","20.5","5.43","5"
"823206","686790","Trevor McDonald","2026-06-26","2026-06-27T02:04:58.896Z","San Francisco Giants","Atlanta Braves","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","20.5","20.5","10.4","28.9","8.8","4.27","3.67","4.82","4.49","4.2","4.6","22.2","84","84","","69","248","6","20.9","0.73","0.32","0.32","","15.4","22.4","","3"
"823207","657277","Logan Webb","2026-06-27","2026-06-28T01:03:09.114Z","San Francisco Giants","Atlanta Braves","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","20.8","20.8","9.8","27.6","5.9","3.16","3.15","4.05","3.59","5.6","7.1","25.8","98","97","","103","308","6","20.8","0.728","0.319","0.319","","17.5","26","","6"
"823209","694738","Landen Roupp","2026-06-25","2026-06-25T19:14:00.691Z","San Francisco Giants","Athletics","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","26.3","26.3","11.5","29.6","9.8","3.1","3","3.64","3.29","5.6","5.1","22.8","98","94","","98","301","6","23.3","0.742","0.324","0.315","","17.3","14.1","","6"
"823210","592662","Robbie Ray","2026-06-23","2026-06-24T00:56:24.408Z","San Francisco Giants","Athletics","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","22","22","12.1","25.4","11.3","5.06","4.26","4.13","4.96","3.4","4.6","22.2","92","92","","94","284","7","26.3","0.749","0.327","0.328","","15.7","19.2","","6"
"823255","681190","Randy Vásquez","2026-08-26","2026-08-26T17:49:13.800Z","San Diego Padres","Pittsburgh Pirates","home","MATCHED","PREGAME_EXPLICIT_ID","14.9","14.9","9.6","24.8","6.4","4.54","4.16","4.62","5.71","1","4.7","17.4","63","66","5","87","239","5","23.528447474434454","0.736","0.324","0.327","102","34.8","12.9","2.91","2"
"823255","696149","Bubba Chandler","2026-08-26","2026-08-26T17:49:13.800Z","Pittsburgh Pirates","San Diego Padres","away","MATCHED","PREGAME_EXPLICIT_ID","20.8","20.8","10.8","26.3","12.1","4.25","4.19","4.44","4.08","4.8","4.9","21","89","90","5","88","260","5","19.902671854734113","0.703","0.31","0.319","102","34.8","12.9","4.68","3"
"823274","608566","Germán Márquez","2026-07-12","2026-07-12T20:00:28.738Z","San Diego Padres","Toronto Blue Jays","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","14.9","14.9","9.4","23.9","11.2","6.2","4.92","5.22","5.62","3.6","5.3","21.8","85","86","5.1","82","233","5","21.9","0.69","0.304","0.285","102","26.1","7","3.88","4"
"823276","621111","Walker Buehler","2026-07-11","2026-07-11T21:45:50.826Z","San Diego Padres","Toronto Blue Jays","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21.3","21.3","9.2","27.4","8.3","4.21","3.45","4.05","4.46","5.4","4.9","21.8","85","87","5","93","252","5","19","0.688","0.303","0.28","102","22.2","8.7","4.95","1"
"823279","650633","Michael King","2026-07-08","2026-07-09T01:49:33.799Z","San Diego Padres","Arizona Diamondbacks","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21","21","11.8","29.1","9.8","4.19","3.81","4.29","4.56","3.8","5.7","24.8","91","94","6","75","258","5","19.3","0.69","0.304","0.321","102","20.2","9.2","4.99","4"
"823280","608566","Germán Márquez","2026-07-07","2026-07-08T01:39:47.411Z","San Diego Padres","Arizona Diamondbacks","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","14.2","14.2","9.2","24.2","10.6","6.63","5.07","5.34","6.01","3.6","5.3","22","87","82","5","56","226","5","21.1","0.692","0.305","0.313","","22","12.1","3.73","4"
"823281","650633","Michael King","2026-06-28","2026-06-28T20:04:12.901Z","San Diego Padres","Los Angeles Dodgers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","20.8","20.8","11.6","28.9","9.3","4.25","3.72","4.24","4.67","3","6","25.4","92","96","","93","292","6","21.3","0.788","0.344","0.334","","21.4","15.5","","5"
"823282","621111","Walker Buehler","2026-07-06","2026-07-07T01:30:49.596Z","San Diego Padres","Arizona Diamondbacks","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21.7","21.7","9.2","27.5","8.5","3.98","3.4","4.03","4.45","5.4","4.9","21.4","84","86","5","85","246","5","18.1","0.689","0.304","0.324","","22.8","15.3","4.87","4"
"823283","606996","Kyle Hart","2026-06-27","2026-06-28T00:35:48.129Z","San Diego Padres","Los Angeles Dodgers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","19.1","19.1","8.3","28.9","7.4","2.95","3.52","4.57","3.49","1.6","1.5","5.2","20","17","","45","66","4","21.9","0.781","0.342","0.351","","20.3","14.7","","2"
"823284","676664","JP Sears","2026-06-24","2026-06-24T21:17:26.489Z","San Diego Padres","Atlanta Braves","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","N/A","","","","N/A","","","","","","","","","","","0","0","5","24.1","0.734","0.321","0.306","","21.8","13.1","","5"
"823285","621111","Walker Buehler","2026-06-26","2026-06-27T01:36:22.205Z","San Diego Padres","Los Angeles Dodgers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21.1","21.1","9.1","27.1","7.5","3.38","3.25","4.05","4.37","4.8","5.3","21.2","81","84","","87","259","6","20.9","0.783","0.342","0.35","","20.7","6.8","","5"
"823286","593974","Wandy Peralta","2026-06-23","2026-06-24T00:56:27.529Z","San Diego Padres","Atlanta Braves","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","15.3","15.3","11.2","23.1","11.5","4.55","4.28","5.23","4.34","0.5","1","3.5","11","15","","11","43","2","20.2","0.734","0.321","0.352","","21.2","9.7","","2"
"823351","683003","Jared Jones","2026-07-29","2026-07-29T14:56:03.456Z","Pittsburgh Pirates","Arizona Diamondbacks","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","28.8","28.8","15","30","7.1","3.44","2.6","2.74","3.13","6.4","5.1","18.8","78","78","5","83","234","5","19","0.708","0.311","0.315","98","24.1","18.4","5.42","5"
"823359","656605","Mitch Keller","2026-07-09","2026-07-09T16:27:36.919Z","Pittsburgh Pirates","Atlanta Braves","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.3","17.3","9.8","25.9","7.7","4.48","3.95","4.49","5.38","3.8","5.5","24.6","90","91","5.2","83","254","6","20.9","0.725","0.317","0.316","99","27.9","8.2","4.6","3"
"823360","683003","Jared Jones","2026-07-08","2026-07-08T20:22:34.743Z","Pittsburgh Pirates","Atlanta Braves","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24.6","24.6","15.6","29.4","8.7","4.44","3.14","3.49","4.43","4.2","3.9","16.8","70","65","3.2","73","199","6","22.1","0.727","0.318","0.325","99","30.3","10.3","4.36","8"
"823361","694973","Paul Skenes","2026-07-07","2026-07-07T21:48:11.685Z","Pittsburgh Pirates","Atlanta Braves","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","30.1","30.1","14.4","28","5.6","3.12","2.45","2.64","2.76","7.4","5.4","23.4","98","95","5.1","81","281","6","20.6","0.727","0.318","0.315","","29","6.3","6.9","4"
"823362","656605","Mitch Keller","2026-06-28","2026-06-28T17:25:15.982Z","Pittsburgh Pirates","Cincinnati Reds","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.2","18.2","9.9","26.1","8.4","4.25","3.95","4.44","4.9","4.6","4.8","24.4","92","97","","92","286","5","24.4","0.7","0.309","0.322","","24.9","4","","4"
"823363","694973","Paul Skenes","2026-06-26","2026-06-26T22:38:26.833Z","Pittsburgh Pirates","Cincinnati Reds","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","30.6","30.6","14.6","28.4","5.1","2.92","2.32","2.59","2.6","8.4","5.6","23.6","105","98","","104","311","6","25","0.698","0.308","0.334","","24.9","9.4","","7"
"823365","656605","Mitch Keller","2026-06-23","2026-06-23T21:42:11.761Z","Pittsburgh Pirates","Seattle Mariners","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.4","18.4","9.7","26.1","8.8","4.07","3.81","4.49","5","4.8","4.8","24.2","94","97","","96","293","7","21.7","0.7","0.309","0.316","","23.8","14.3","","4"
"823366","696149","Bubba Chandler","2026-06-25","2026-06-25T16:32:55.474Z","Pittsburgh Pirates","Seattle Mariners","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21.1","21.1","11.9","26.6","13.1","4.82","4.42","4.58","4.16","5.2","5.3","23.6","88","87","","74","246","6","25.2","0.697","0.308","0.318","","23","7.7","","4"
"823367","677952","Braxton Ashcraft","2026-06-24","2026-06-24T21:17:29.196Z","Pittsburgh Pirates","Seattle Mariners","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","26.3","26.3","14","31","6","3.13","2.94","3.18","2.99","6.4","5.7","24.6","89","92","","93","269","7","22.9","0.7","0.309","0.328","","25.9","8.3","","10"
"823434","666200","Jesús Luzardo","2026-07-24","2026-07-24T19:49:23.777Z","Philadelphia Phillies","New York Yankees","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","29.6","29.6","14.7","32.9","7.7","2.99","2.59","3.11","2.91","9.2","5.9","23.8","96","94","5.2","90","281","6","22.5","0.735","0.321","0.317","104","28.5","5.8","7.01","9"
"823525","677960","Ryan Weathers","2026-07-05","2026-07-05T17:31:51.548Z","New York Yankees","Minnesota Twins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","26.7","26.7","12","31.1","6.8","4.22","2.84","3.04","4.64","4.6","4.9","21.6","83","79","4.2","55","240","6","19.9","0.738","0.324","0.317","","26.8","5.5","5.27","6"
"823526","694341","Brendan Beck","2026-07-04","2026-07-04T16:13:05.546Z","New York Yankees","Minnesota Twins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","7.7","7.7","5.8","26.9","23.1","9.87","6.9","7.74","11.8","1","3","13","52","35","2","52","52","5","21.3","0.732","0.321","0.306","","35.8","18.1","1.5","3"
"823527","543037","Gerrit Cole","2026-07-03","2026-07-03T22:10:26.969Z","New York Yankees","Minnesota Twins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21.3","21.3","8.5","28.7","6.3","4.69","3.65","3.72","3.5","4.4","5","23","87","88","5","89","268","6","20.7","0.733","0.322","0.314","","37.8","21","5.01","7"
"823529","677960","Ryan Weathers","2026-06-29","2026-06-29T22:55:03.781Z","New York Yankees","Detroit Tigers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","26.9","26.9","11.8","31.1","6.8","4.27","2.87","2.99","4.5","6","5.9","24.6","93","96","6","97","267","5","24.1","0.71","0.313","0.315","","","","6.23","3"
"823530","701542","Will Warren","2026-07-01","2026-07-01T17:31:58.794Z","New York Yankees","Detroit Tigers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","22.9","22.9","9.8","28.5","7.9","3.7","3.31","3.68","4.11","3.8","5.1","24.6","90","95","5.1","90","278","5","25.9","0.713","0.314","0.313","","35.3","9","5.35","7"
"823596","640455","Sean Manaea","2026-07-29","2026-07-29T14:56:07.219Z","New York Mets","Atlanta Braves","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","22.3","22.3","10.5","26.9","7.4","4.36","3.67","3.87","4.45","4.8","5.7","24.2","96","99","6","84","280","5","22.3","0.731","0.32","0.325","103","25.6","13","5.65","4"
"823605","681035","Christian Scott","2026-07-08","2026-07-08T20:22:41.644Z","New York Mets","Kansas City Royals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","28","28","12.3","27.6","11.7","4.44","3.65","3.59","4.78","6","4.7","20","89","86","4.2","82","252","5","21.8","0.717","0.316","0.325","103","24.6","17.8","5.46","5"
"823606","640455","Sean Manaea","2026-07-09","2026-07-09T17:05:22.912Z","New York Mets","Kansas City Royals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","22.4","22.4","10.6","27","7.6","4.1","3.59","3.9","4.14","4.6","5","22.2","93","91","5","108","284","5","19.3","0.717","0.315","0.327","103","28.7","19.3","4.94","6"
"823607","672335","Cionel Pérez","2026-07-07","2026-07-07T23:05:17.977Z","New York Mets","Kansas City Royals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","20.4","20.4","10.8","29","8.8","4.86","3.38","4.33","6.01","2","1","3","9","15","1.1","16","55","1","19.8","0.708","0.312","0.322","","19.8","14.1","1.69","1"
"823608","672335","Cionel Pérez","2026-06-28","2026-06-28T17:25:19.467Z","New York Mets","Philadelphia Phillies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.6","17.6","9.4","28.1","9.2","4.99","3.72","4.71","6.35","1.4","1.6","6.8","26","15","","21","82","2","22.4","0.7","0.307","0.323","","27.3","9.7","","2"
"823610","804267","Zach Thornton","2026-06-26","2026-06-26T23:01:55.573Z","New York Mets","Philadelphia Phillies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","15.8","15.8","7.5","25","10.5","6.2","5.09","4.86","8.41","3","4.3","19","80","67","","80","80","5","22.2","0.704","0.308","0.331","","27.6","12.4","","7"
"823614","673540","Kodai Senga","2026-06-23","2026-06-23T23:00:25.049Z","New York Mets","Chicago Cubs","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24.6","24.6","13.6","26.9","14.9","6.91","4.42","4.29","5.1","3.8","3.6","17.8","71","65","","82","197","7","20.1","0.738","0.326","0.327","","20.3","10.9","","6"
"823681","671737","Taj Bradley","2026-07-12","2026-07-12T16:56:19.818Z","Minnesota Twins","Los Angeles Angels","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","27.8","27.8","12.8","29","9.4","3.88","3.24","3.14","3.77","7.8","6.1","23.8","98","95","6","101","297","5","25.3","0.708","0.312","0.312","97","32.4","15.6","6.83","6"
"823682","657746","Joe Ryan","2026-07-11","2026-07-11T15:44:52.855Z","Minnesota Twins","Los Angeles Angels","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","28.8","28.8","13.2","31.1","5.4","2.91","2.7","2.64","3.08","7.6","5.6","23.2","99","94","5.1","106","295","6","23","0.708","0.312","0.322","97","31.1","12.1","6.87","6"
"823683","641927","Bailey Ober","2026-07-09","2026-07-09T17:31:46.064Z","Minnesota Twins","Cleveland Guardians","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","16.4","16.4","9.5","26.6","6.4","5.06","4.09","4.49","4.37","3.4","5.7","24.8","85","91","6","97","256","5","24.2","0.678","0.301","0.295","97","26.3","4.1","4.4","5"
"823686","687570","Connor Prielipp","2026-06-28","2026-06-28T18:07:28.268Z","Minnesota Twins","Colorado Rockies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","22.3","22.3","9.7","27.8","9.3","4.03","3.68","3.95","4.31","5","5.3","24.8","92","94","","97","272","9","26.7","0.741","0.325","0.313","","23.1","18.6","","10"
"823687","671737","Taj Bradley","2026-07-07","2026-07-07T23:39:16.570Z","Minnesota Twins","Cleveland Guardians","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","26.9","26.9","12","28.6","10","4.01","3.42","3.33","3.97","6.4","5.6","23.6","95","94","5.2","97","287","6","22.3","0.68","0.301","0.297","","26.9","3.4","5.95","10"
"823688","671737","Taj Bradley","2026-06-26","2026-06-27T00:07:52.622Z","Minnesota Twins","Colorado Rockies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","25.4","25.4","12","28.5","9.7","4.37","3.48","3.5","4.25","5","4.9","22.8","94","93","","91","281","6","21.9","0.734","0.322","0.321","","25.2","10.7","","7"
"823689","702474","Mike Paredes","2026-06-27","2026-06-27T22:37:09.996Z","Minnesota Twins","Colorado Rockies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","12.8","12.8","9.1","25.1","10.5","5.05","4.91","5.5","4.61","2.33","4.2","18","64","65","","75","192","6","20","0.736","0.323","0.314","","","","","2"
"823690","696070","Kendry Rojas","2026-06-23","2026-06-23T23:00:28.238Z","Minnesota Twins","Los Angeles Dodgers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","23","23","12.8","29.1","16.4","3.55","4.31","4.71","3.77","3","4","15","46","48","","45","132","5","21.4","0.779","0.341","0.324","","19.2","17.3","","4"
"823691","657746","Joe Ryan","2026-06-24","2026-06-24T21:17:38.789Z","Minnesota Twins","Los Angeles Dodgers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","28.1","28.1","12.7","30.6","5.1","2.91","2.77","2.71","3.1","7.6","6.1","25.4","99","97","","97","301","6","21.5","0.783","0.343","0.346","","23.5","20.4","","9"
"823759","675660","Shane Drohan","2026-07-24","2026-07-24T19:49:34.172Z","Milwaukee Brewers","Colorado Rockies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24","24","13.7","30.7","6.6","3.17","3.23","3.42","3.31","5.8","5.7","23.8","87","87","5.2","90","258","6","25.2","0.745","0.326","0.315","110","24.3","18.9","5.99","6"
"823760","687075","Brandon Sproat","2026-07-21","2026-07-21T22:26:46.705Z","Milwaukee Brewers","New York Mets","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24.7","24.7","11.5","27.6","11.1","5.21","3.83","4","4.81","6","4.4","18.2","85","84","4.1","83","281","10","20.1","0.683","0.301","0.333","110","22.1","20.3","4.78","4"
"823761","701656","Logan Henderson","2026-07-22","2026-07-22T18:09:24.069Z","Milwaukee Brewers","New York Mets","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","29.7","29.7","14.3","30","5.5","2.81","2.54","2.47","2.91","5.4","5.1","19.6","78","78","5","73","234","5","21.3","0.686","0.302","0.319","110","22.6","14.5","5.76","9"
"823764","688107","Robert Gasser","2026-07-19","2026-07-19T17:51:25.698Z","Milwaukee Brewers","Miami Marlins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21.4","21.4","11.9","29.2","7","5.38","3.84","4.04","3.85","4.8","5.6","22.8","87","82","5.1","58","248","7","23","0.738","0.324","0.326","110","24.3","13.4","5.2","5"
"823765","694819","Jacob Misiorowski","2026-07-02","2026-07-02T17:22:34.971Z","Milwaukee Brewers","Cincinnati Reds","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","38.8","38.8","18.7","36.9","7.2","1.94","1.87","1.91","2.12","9.2","7","25.6","96","95","7","107","293","6","22.8","0.698","0.308","0.311","","32","16.2","8.26","10"
"823766","701656","Logan Henderson","2026-07-17","2026-07-17T23:18:33.825Z","Milwaukee Brewers","Miami Marlins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","30.6","30.6","15.3","29.5","6.3","2.56","2.61","2.47","3.02","6.2","5.3","20.4","79","78","5.1","76","245","8","18.7","0.741","0.326","0.327","110","33.7","12.4","5.91","4"
"823769","605540","Brandon Woodruff","2026-06-28","2026-06-28T18:07:34.899Z","Milwaukee Brewers","Chicago Cubs","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","25","25","11.9","29.6","5","3.37","3.44","3.15","2.9","5","5.1","18.8","67","65","","79","171","6","22.7","0.74","0.327","0.33","","23.2","14.5","","6"
"823770","690986","Kyle Harrison","2026-06-27","2026-06-27T22:37:14.689Z","Milwaukee Brewers","Chicago Cubs","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","30","30","14.6","31.6","6.2","3.14","2.74","2.6","3.22","5.6","5.3","21.4","87","85","","85","236","7","21.4","0.738","0.326","0.326","","","","","9"
"823771","688107","Robert Gasser","2026-06-29","2026-06-29T22:55:14.698Z","Milwaukee Brewers","Cincinnati Reds","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","23.8","23.8","12.8","29.8","9.2","5.23","3.86","3.96","3.13","5.6","5.2","22","91","91","5.1","97","282","8","24.7","0.699","0.308","0.342","","","","5.77","5"
"823773","694819","Jacob Misiorowski","2026-06-26","2026-06-26T23:39:50.217Z","Milwaukee Brewers","Chicago Cubs","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","39.1","39.1","18.8","37.2","6.5","1.76","1.8","1.8","2.03","10","7.2","25.8","94","96","","91","284","7","20.6","0.74","0.327","0.326","","17.3","8.9","","8"
"823837","687473","Ryan Gusto","2026-07-29","2026-07-29T14:56:27.140Z","Miami Marlins","Philadelphia Phillies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","20.5","20.5","10.2","27.9","7.3","3.67","3.65","3.97","4.36","3.4","3.7","17.6","66","58","3.1","57","119","5","20.6","0.702","0.308","0.321","97","31.2","14.5","3.6","3"
"823842","663969","Tyler Phillips","2026-07-12","2026-07-12T16:56:23.016Z","Miami Marlins","Cleveland Guardians","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.3","17.3","11.6","29.6","10.7","4.58","4.28","4.75","4.8","2.8","5.1","22.2","81","82","5","71","239","4","24.1","0.677","0.3","0.29","97","31.1","11.3","4.14","1"
"823843","687473","Ryan Gusto","2026-07-24","2026-07-24T19:49:37.371Z","Miami Marlins","San Diego Padres","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","19.6","19.6","10.2","27.5","7.2","3.88","3.86","4.1","4.62","3.4","3.9","18.2","68","65","3.2","24","85","3","21.4","0.69","0.303","0.321","97","30.5","13.5","3.51","4"
"823846","676083","Janson Junk","2026-07-09","2026-07-09T21:01:56.985Z","Miami Marlins","Seattle Mariners","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","16.9","16.9","8.9","25.8","5.1","4.2","3.54","4.13","4","4.4","5.4","24.4","93","97","5.2","93","279","5","22.7","0.69","0.306","0.316","97","30.3","13.2","4.79","5"
"823847","676974","Max Meyer","2026-07-07","2026-07-07T21:48:32.882Z","Miami Marlins","Seattle Mariners","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","26.3","26.3","13.8","30.5","8.5","3.54","3.21","3.41","3.75","6.2","5.9","25","93","94","6","78","265","6","22.8","0.694","0.307","0.317","","29.5","13.2","6.51","4"
"823848","663969","Tyler Phillips","2026-07-08","2026-07-08T20:22:54.541Z","Miami Marlins","Seattle Mariners","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.5","17.5","11.5","29.7","10.8","4.63","4.26","4.68","4.81","3.2","5.1","21.6","81","86","5.1","71","257","5","22.8","0.694","0.307","0.316","97","29.7","12.1","4.25","3"
"823849","645261","Sandy Alcantara","2026-06-23","2026-06-23T21:42:19.556Z","Miami Marlins","Texas Rangers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.8","17.8","11.1","27.9","5.6","4.09","3.65","4.18","3.85","5.8","6.7","28","97","96","","102","294","6","22","0.705","0.312","0.322","","30","10.6","","4"
"823850","691587","Eury Pérez","2026-06-24","2026-06-24T16:02:45.541Z","Miami Marlins","Texas Rangers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","27.2","27.2","14.7","27.9","10.6","4.76","3.53","3.53","5","6.6","5.3","21.4","88","88","","73","261","28","18.8","0.708","0.313","0.316","","32.4","11.5","","1"
"823925","686218","Emmet Sheehan","2026-07-12","2026-07-12T20:00:56.841Z","Los Angeles Dodgers","Arizona Diamondbacks","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","26.1","26.1","15.5","29.6","7.6","4.67","3.2","3.27","3.93","4.8","3.8","18","79","79","3.2","96","262","7","20.2","0.693","0.305","0.316","101","27.2","14.4","4.81","7"
"823926","808967","Yoshinobu Yamamoto","2026-07-11","2026-07-11T21:46:21.812Z","Los Angeles Dodgers","Arizona Diamondbacks","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","25.1","25.1","14.1","30.3","5.3","3.34","2.79","3.25","3.31","6.2","7.1","25.6","99","100","7.1","100","291","7","21.7","0.689","0.304","0.315","101","25","11","6.57","6"
"823928","808963","Roki Sasaki","2026-07-08","2026-07-09T01:49:49.097Z","Los Angeles Dodgers","Colorado Rockies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","22.8","22.8","13.9","27.8","9.7","5.63","3.79","3.97","4.78","5","4.8","21.4","90","89","4.2","88","259","6","19.6","0.753","0.33","0.317","101","23.2","11","4.85","5"
"823929","680736","Justin Wrobleski","2026-07-07","2026-07-08T01:40:05.292Z","Los Angeles Dodgers","Colorado Rockies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.3","17.3","9.5","27","4.9","3.59","3.82","4.05","4.28","4.8","6.1","24.2","87","88","6.1","110","269","7","26.6","0.755","0.331","0.306","","23.6","12.7","4.63","9"
"823930","641778","Eric Lauer","2026-07-06","2026-07-07T01:55:45.651Z","Los Angeles Dodgers","Colorado Rockies","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","14.7","14.7","9.3","24.5","8.4","6.19","4.8","4.97","5.06","3.2","5.7","23.2","89","89","5.2","95","272","7","23.2","0.755","0.33","0.32","","22","12.3","4.19","3"
"823931","686218","Emmet Sheehan","2026-07-05","2026-07-05T23:06:55.458Z","Los Angeles Dodgers","San Diego Padres","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","26.1","26.1","15.5","29.8","7.1","4.77","3.14","3.22","4.1","4.4","4.2","18.6","78","78","4.1","84","251","7","22.6","0.673","0.297","0.317","","","","4.93","5"
"823932","808967","Yoshinobu Yamamoto","2026-07-04","2026-07-05T02:00:18.082Z","Los Angeles Dodgers","San Diego Padres","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24.1","24.1","14","30.1","5.1","3.5","2.87","3.34","3.53","6.2","6.7","25","99","97","6.2","89","300","7","21.7","0.676","0.298","0.323","","22.4","10.7","6.37","10"
"823933","660271","Shohei Ohtani","2026-07-03","2026-07-03T23:50:56.292Z","Los Angeles Dodgers","San Diego Padres","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","27.5","27.5","14.4","32","7.7","2.66","2.87","3.34","2.69","6.4","6.1","24.6","94","96","6.1","89","282","9","21.9","0.676","0.298","0.314","","","","6.75","9"
"823988","680570","Grayson Rodriguez","2026-08-26","2026-08-26T17:48:23.525Z","Los Angeles Angels","Cleveland Guardians","home","MATCHED","PREGAME_EXPLICIT_ID","20.5","20.5","11.8","27","10.1","4.91","4.04","4.33","5.78","6.2","5.4","22.4","93","91","5.1","99","271","6","18.377225052442316","0.685","0.304","0.314","105","35.4","11.8","5.14","4"
"823988","676282","Joey Cantillo","2026-08-26","2026-08-26T17:48:23.525Z","Cleveland Guardians","Los Angeles Angels","away","MATCHED","PREGAME_EXPLICIT_ID","25.5","25.5","13.8","31.6","11.2","3.98","3.5","3.68","3.88","5.6","4.1","17.8","75","70","3.2","89","207","5","25.949242157208317","0.686","0.303","0.298","105","35.4","11.8","4.84","1"
"824004","672282","Reid Detmers","2026-07-22","2026-07-22T19:28:12.494Z","Los Angeles Angels","St. Louis Cardinals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","27.4","27.4","14","30.5","7.4","3.31","3.02","3","3.26","6","5.3","23.8","92","93","5.1","86","272","5","17.9","0.702","0.311","0.329","105","28.9","11.8","6.25","6"
