game_id,game_date,scheduled_time_et,snapshot_captured_at,snapshot_classification,home_team,away_team,venue,game_type,game_type_source,home_pregame_pitcher_id,home_pregame_pitcher_name,home_final_pitcher_id,home_final_pitcher_name,home_actual_k,home_match_status,home_in_official_dataset,away_pregame_pitcher_id,away_pregame_pitcher_name,away_final_pitcher_id,away_final_pitcher_name,away_actual_k,away_match_status,away_in_official_dataset,any_defendible_observation,defendible_observation_count
"823043","2026-06-23","7:45 PM ET","2026-06-23T23:00:13.253Z","A","St. Louis Cardinals","Arizona Diamondbacks","Busch Stadium","R","MLB_STATS_API_SCHEDULE","681517","Kyle Leahy","681517","Kyle Leahy","3","MATCHED","true","","Eduardo Rodriguez","593958","Eduardo Rodriguez","","PREGAME_ID_MISSING","false","true","1"
"823210","2026-06-23","9:45 PM ET","2026-06-24T00:56:24.408Z","A","San Francisco Giants","Athletics","Oracle Park","R","MLB_STATS_API_SCHEDULE","592662","Robbie Ray","592662","Robbie Ray","6","MATCHED","true","","Aaron Civale","650644","Aaron Civale","","PREGAME_ID_MISSING","false","true","1"
"823286","2026-06-23","9:40 PM ET","2026-06-24T00:56:27.529Z","A","San Diego Padres","Atlanta Braves","Petco Park","R","MLB_STATS_API_SCHEDULE","593974","Wandy Peralta","593974","Wandy Peralta","2","MATCHED","true","","JR Ritchie","702275","JR Ritchie","","PREGAME_ID_MISSING","false","true","1"
"823365","2026-06-23","6:40 PM ET","2026-06-23T21:42:11.761Z","A","Pittsburgh Pirates","Seattle Mariners","PNC Park","R","MLB_STATS_API_SCHEDULE","656605","Mitch Keller","656605","Mitch Keller","4","MATCHED","true","","George Kirby","669923","George Kirby","","PREGAME_ID_MISSING","false","true","1"
"823614","2026-06-23","7:10 PM ET","2026-06-23T23:00:25.049Z","A","New York Mets","Chicago Cubs","Citi Field","R","MLB_STATS_API_SCHEDULE","673540","Kodai Senga","673540","Kodai Senga","6","MATCHED","true","","Edward Cabrera","665795","Edward Cabrera","","PREGAME_ID_MISSING","false","true","1"
"823690","2026-06-23","7:40 PM ET","2026-06-23T23:00:28.238Z","A","Minnesota Twins","Los Angeles Dodgers","Target Field","R","MLB_STATS_API_SCHEDULE","696070","Kendry Rojas","696070","Kendry Rojas","4","MATCHED","true","","Justin Wrobleski","680736","Justin Wrobleski","","PREGAME_ID_MISSING","false","true","1"
"823849","2026-06-23","6:40 PM ET","2026-06-23T21:42:19.556Z","A","Miami Marlins","Texas Rangers","loanDepot park","R","MLB_STATS_API_SCHEDULE","645261","Sandy Alcantara","645261","Sandy Alcantara","4","MATCHED","true","","Cal Quantrill","615698","Cal Quantrill","","PREGAME_ID_MISSING","false","true","1"
"824017","2026-06-23","9:38 PM ET","2026-06-24T00:56:43.812Z","A","Los Angeles Angels","Baltimore Orioles","Angel Stadium","R","MLB_STATS_API_SCHEDULE","696270","Ryan Johnson","696270","Ryan Johnson","8","MATCHED","true","","Shane Baz","669358","Shane Baz","","PREGAME_ID_MISSING","false","true","1"
"824262","2026-06-23","6:40 PM ET","2026-06-23T21:42:25.265Z","A","Detroit Tigers","New York Yankees","Comerica Park","R","MLB_STATS_API_SCHEDULE","663554","Casey Mize","663554","Casey Mize","6","MATCHED","true","","Carlos Rodón","607074","Carlos Rodón","","PREGAME_ID_MISSING","false","true","1"
"824340","2026-06-23","8:40 PM ET","2026-06-24T00:38:55.116Z","A","Colorado Rockies","Boston Red Sox","Coors Field","R","MLB_STATS_API_SCHEDULE","807743","Sean Sullivan","807743","Sean Sullivan","3","MATCHED","true","","Sonny Gray","543243","Sonny Gray","","PREGAME_ID_MISSING","false","true","1"
"824501","2026-06-23","7:10 PM ET","2026-06-23T23:00:41.858Z","A","Cincinnati Reds","Milwaukee Brewers","Great American Ball Park","R","MLB_STATS_API_SCHEDULE","666157","Nick Lodolo","666157","Nick Lodolo","6","MATCHED","true","","Brandon Sproat","687075","Brandon Sproat","","PREGAME_ID_MISSING","false","true","1"
"824584","2026-06-23","7:40 PM ET","2026-06-23T23:00:44.757Z","A","Chicago White Sox","Cleveland Guardians","Rate Field","R","MLB_STATS_API_SCHEDULE","680732","Sean Burke","680732","Sean Burke","6","MATCHED","true","","Parker Messick","800048","Parker Messick","","PREGAME_ID_MISSING","false","true","1"
"822719","2026-06-24","6:45 PM ET","2026-06-24T21:17:11.177Z","A","Washington Nationals","Philadelphia Phillies","Nationals Park","R","MLB_STATS_API_SCHEDULE","687223","Carson Palmquist","687223","Carson Palmquist","3","MATCHED","true","","Aaron Nola","605400","Aaron Nola","","PREGAME_ID_MISSING","false","true","1"
"822798","2026-06-24","7:07 PM ET","2026-06-24T21:17:14.600Z","A","Toronto Blue Jays","Houston Astros","Rogers Centre","R","MLB_STATS_API_SCHEDULE","702056","Trey Yesavage","702056","Trey Yesavage","5","MATCHED","true","","Mike Burrows","681347","Mike Burrows","","PREGAME_ID_MISSING","false","true","1"
"822965","2026-06-24","6:40 PM ET","2026-06-24T21:17:17.293Z","A","Tampa Bay Rays","Kansas City Royals","Tropicana Field","R","MLB_STATS_API_SCHEDULE","643377","Griffin Jax","643377","Griffin Jax","7","MATCHED","true","","Noah Cameron","702070","Noah Cameron","","PREGAME_ID_MISSING","false","true","1"
"823041","2026-06-24","7:45 PM ET","2026-06-24T21:17:19.992Z","A","St. Louis Cardinals","Arizona Diamondbacks","Busch Stadium","R","MLB_STATS_API_SCHEDULE","669461","Matthew Liberatore","669461","Matthew Liberatore","3","MATCHED","true","","Mitch Bratt","683352","Mitch Bratt","","PREGAME_ID_MISSING","false","true","1"
"823208","2026-06-24","9:45 PM ET","2026-06-24T21:17:23.594Z","A","San Francisco Giants","Athletics","Oracle Park","R","MLB_STATS_API_SCHEDULE","","Tyler Mahle","641816","Tyler Mahle","","PREGAME_ID_MISSING","false","","Gage Jump","695611","Gage Jump","","PREGAME_ID_MISSING","false","false","0"
"823284","2026-06-24","8:40 PM ET","2026-06-24T21:17:26.489Z","A","San Diego Padres","Atlanta Braves","Petco Park","R","MLB_STATS_API_SCHEDULE","676664","JP Sears","676664","JP Sears","5","MATCHED","true","","Martín Pérez","527048","Martín Pérez","","PREGAME_ID_MISSING","false","true","1"
"823367","2026-06-24","6:40 PM ET","2026-06-24T21:17:29.196Z","A","Pittsburgh Pirates","Seattle Mariners","PNC Park","R","MLB_STATS_API_SCHEDULE","677952","Braxton Ashcraft","677952","Braxton Ashcraft","10","MATCHED","true","","Bryan Woo","693433","Bryan Woo","","PREGAME_ID_MISSING","false","true","1"
"823611","2026-06-24","7:10 PM ET","2026-06-24T21:17:32.397Z","A","New York Mets","Chicago Cubs","Citi Field","R","MLB_STATS_API_SCHEDULE","","Sean Manaea","640455","Sean Manaea","","PREGAME_ID_MISSING","false","","Shota Imanaga","684007","Shota Imanaga","","PREGAME_ID_MISSING","false","false","0"
"823691","2026-06-24","7:40 PM ET","2026-06-24T21:17:38.789Z","A","Minnesota Twins","Los Angeles Dodgers","Target Field","R","MLB_STATS_API_SCHEDULE","657746","Joe Ryan","657746","Joe Ryan","9","MATCHED","true","","Shohei Ohtani","660271","Shohei Ohtani","","PREGAME_ID_MISSING","false","true","1"
"823850","2026-06-24","12:10 PM ET","2026-06-24T16:02:45.541Z","A","Miami Marlins","Texas Rangers","loanDepot park","R","MLB_STATS_API_SCHEDULE","691587","Eury Pérez","691587","Eury Pérez","1","MATCHED","true","","Jacob deGrom","594798","Jacob deGrom","","PREGAME_ID_MISSING","false","true","1"
"824018","2026-06-24","4:07 PM ET","2026-06-24T20:06:43.608Z","A","Los Angeles Angels","Baltimore Orioles","Angel Stadium","R","MLB_STATS_API_SCHEDULE","667755","José Soriano","667755","José Soriano","4","MATCHED","true","","Trey Gibson","694346","Trey Gibson","","PREGAME_ID_MISSING","false","true","1"
"824259","2026-06-24","6:40 PM ET","2026-06-24T21:17:48.096Z","A","Detroit Tigers","New York Yankees","Comerica Park","R","MLB_STATS_API_SCHEDULE","669373","Tarik Skubal","669373","Tarik Skubal","9","MATCHED","true","","Ryan Weathers","677960","Ryan Weathers","","PREGAME_ID_MISSING","false","true","1"
"824341","2026-06-24","3:10 PM ET","2026-06-24T18:59:59.359Z","A","Colorado Rockies","Boston Red Sox","Coors Field","R","MLB_STATS_API_SCHEDULE","607536","Kyle Freeland","607536","Kyle Freeland","4","MATCHED","true","","Ranger Suarez","624133","Ranger Suarez","","PREGAME_ID_MISSING","false","true","1"
"824500","2026-06-24","7:10 PM ET","2026-06-24T21:16:57.678Z","A","Cincinnati Reds","Milwaukee Brewers","Great American Ball Park","R","MLB_STATS_API_SCHEDULE","695076","Rhett Lowder","695076","Rhett Lowder","6","MATCHED","true","","Shane Drohan","675660","Shane Drohan","","PREGAME_ID_MISSING","false","true","1"
"822717","2026-06-25","6:45 PM ET","2026-06-25T20:14:30.015Z","A","Washington Nationals","Philadelphia Phillies","Nationals Park","R","MLB_STATS_API_SCHEDULE","676917","Cade Cavalli","676917","Cade Cavalli","7","MATCHED","true","","Cristopher Sánchez","650911","Cristopher Sánchez","","PREGAME_ID_MISSING","false","true","1"
"822797","2026-06-25","7:07 PM ET","2026-06-25T20:14:34.527Z","A","Toronto Blue Jays","Texas Rangers","Rogers Centre","R","MLB_STATS_API_SCHEDULE","592332","Kevin Gausman","592332","Kevin Gausman","4","MATCHED","true","","MacKenzie Gore","669022","MacKenzie Gore","","PREGAME_ID_MISSING","false","true","1"
"822961","2026-06-25","12:10 PM ET","2026-06-25T16:04:39.366Z","A","Tampa Bay Rays","Kansas City Royals","Tropicana Field","R","MLB_STATS_API_SCHEDULE","668984","Casey Legumina","668984","Casey Legumina","0","MATCHED","true","","Seth Lugo","607625","Seth Lugo","","PREGAME_ID_MISSING","false","true","1"
"823209","2026-06-25","3:45 PM ET","2026-06-25T19:14:00.691Z","A","San Francisco Giants","Athletics","Oracle Park","R","MLB_STATS_API_SCHEDULE","694738","Landen Roupp","694738","Landen Roupp","6","MATCHED","true","","Jeffrey Springs","605488","Jeffrey Springs","","PREGAME_ID_MISSING","false","true","1"
"823366","2026-06-25","12:35 PM ET","2026-06-25T16:32:55.474Z","A","Pittsburgh Pirates","Seattle Mariners","PNC Park","R","MLB_STATS_API_SCHEDULE","696149","Bubba Chandler","696149","Bubba Chandler","4","MATCHED","true","","Bryce Miller","682243","Bryce Miller","","PREGAME_ID_MISSING","false","true","1"
"823612","2026-06-25","7:10 PM ET","2026-06-25T20:14:51.228Z","A","New York Mets","Chicago Cubs","Citi Field","R","MLB_STATS_API_SCHEDULE","","Freddy Peralta","642547","Freddy Peralta","","PREGAME_ID_MISSING","false","","Matthew Boyd","571510","Matthew Boyd","","PREGAME_ID_MISSING","false","false","0"
"824258","2026-06-25","6:40 PM ET","2026-06-25T20:14:54.271Z","A","Detroit Tigers","Houston Astros","Comerica Park","R","MLB_STATS_API_SCHEDULE","","Troy Melton","675512","Troy Melton","","PREGAME_ID_MISSING","false","","Tatsuya Imai","837227","Tatsuya Imai","","PREGAME_ID_MISSING","false","false","0"
"824747","2026-06-25","7:10 PM ET","2026-06-25T20:14:57.038Z","A","Boston Red Sox","New York Yankees","Fenway Park","R","MLB_STATS_API_SCHEDULE","","Connelly Early","813349","Connelly Early","","PREGAME_ID_MISSING","false","","Cam Schlittler","693645","Cam Schlittler","","PREGAME_ID_MISSING","false","false","0"
"822796","2026-06-26","7:07 PM ET","2026-06-26T23:01:17.077Z","A","Toronto Blue Jays","Texas Rangers","Rogers Centre","R","MLB_STATS_API_SCHEDULE","571578","Patrick Corbin","571578","Patrick Corbin","5","MATCHED","true","","Nathan Eovaldi","543135","Nathan Eovaldi","","PREGAME_ID_MISSING","false","true","1"
"822962","2026-06-26","7:10 PM ET","2026-06-26T23:01:40.287Z","A","Tampa Bay Rays","Arizona Diamondbacks","Tropicana Field","R","MLB_STATS_API_SCHEDULE","607259","Nick Martinez","607259","Nick Martinez","3","MATCHED","true","","Zac Gallen","668678","Zac Gallen","","PREGAME_ID_MISSING","false","true","1"
"823039","2026-06-26","8:15 PM ET","2026-06-27T00:07:39.232Z","A","St. Louis Cardinals","Miami Marlins","Busch Stadium","R","MLB_STATS_API_SCHEDULE","700241","Michael McGreevy","700241","Michael McGreevy","4","MATCHED","true","","Max Meyer","676974","Max Meyer","","PREGAME_ID_MISSING","false","true","1"
"823206","2026-06-26","10:15 PM ET","2026-06-27T02:04:58.896Z","A","San Francisco Giants","Atlanta Braves","Oracle Park","R","MLB_STATS_API_SCHEDULE","686790","Trevor McDonald","686790","Trevor McDonald","3","MATCHED","true","","Reynaldo López","625643","Reynaldo López","","PREGAME_ID_MISSING","false","true","1"
"823285","2026-06-26","9:45 PM ET","2026-06-27T01:36:22.205Z","A","San Diego Padres","Los Angeles Dodgers","Petco Park","R","MLB_STATS_API_SCHEDULE","621111","Walker Buehler","621111","Walker Buehler","5","MATCHED","true","","Roki Sasaki","808963","Roki Sasaki","","PREGAME_ID_MISSING","false","true","1"
"823363","2026-06-26","6:40 PM ET","2026-06-26T22:38:26.833Z","A","Pittsburgh Pirates","Cincinnati Reds","PNC Park","R","MLB_STATS_API_SCHEDULE","694973","Paul Skenes","694973","Paul Skenes","7","MATCHED","true","","Andrew Abbott","671096","Andrew Abbott","","PREGAME_ID_MISSING","false","true","1"
"823610","2026-06-26","7:10 PM ET","2026-06-26T23:01:55.573Z","A","New York Mets","Philadelphia Phillies","Citi Field","R","MLB_STATS_API_SCHEDULE","804267","Zach Thornton","804267","Zac Thornton","7","MATCHED","true","","Zack Wheeler","554430","Zack Wheeler","","PREGAME_ID_MISSING","false","true","1"
"823688","2026-06-26","8:10 PM ET","2026-06-27T00:07:52.622Z","A","Minnesota Twins","Colorado Rockies","Target Field","R","MLB_STATS_API_SCHEDULE","671737","Taj Bradley","671737","Taj Bradley","7","MATCHED","true","","Tomoyuki Sugano","608372","Tomoyuki Sugano","","PREGAME_ID_MISSING","false","true","1"
"823773","2026-06-26","7:45 PM ET","2026-06-26T23:39:50.217Z","A","Milwaukee Brewers","Chicago Cubs","American Family Field","R","MLB_STATS_API_SCHEDULE","694819","Jacob Misiorowski","694819","Jacob Misiorowski","8","MATCHED","true","","Colin Rea","607067","Colin Rea","","PREGAME_ID_MISSING","false","true","1"
"824014","2026-06-26","9:38 PM ET","2026-06-27T01:36:56.429Z","A","Los Angeles Angels","Athletics","Angel Stadium","R","MLB_STATS_API_SCHEDULE","700712","Walbert Ureña","700712","Walbert Ureña","5","MATCHED","true","","J.T. Ginn","669372","J.T. Ginn","","PREGAME_ID_MISSING","false","true","1"
"824255","2026-06-26","6:40 PM ET","2026-06-26T22:38:41.029Z","A","Detroit Tigers","Houston Astros","Comerica Park","R","MLB_STATS_API_SCHEDULE","672456","Keider Montero","672456","Keider Montero","3","MATCHED","true","","Spencer Arrighetti","681293","Spencer Arrighetti","","PREGAME_ID_MISSING","false","true","1"
"824423","2026-06-26","7:10 PM ET","2026-06-26T23:02:09.183Z","A","Cleveland Guardians","Seattle Mariners","Progressive Field","R","MLB_STATS_API_SCHEDULE","676282","Joey Cantillo","676282","Joey Cantillo","9","MATCHED","true","","Luis Castillo","622491","Luis Castillo","","PREGAME_ID_MISSING","false","true","1"
"824582","2026-06-26","7:40 PM ET","2026-06-26T23:28:14.317Z","A","Chicago White Sox","Kansas City Royals","Rate Field","R","MLB_STATS_API_SCHEDULE","689818","David Sandlin","689818","David Sandlin","6","MATCHED","true","","Steven Cruz","674444","Steven Cruz","","PREGAME_ID_MISSING","false","true","1"
"824743","2026-06-26","7:10 PM ET","2026-06-26T23:02:14.489Z","A","Boston Red Sox","New York Yankees","Fenway Park","R","MLB_STATS_API_SCHEDULE","801139","Payton Tolle","801139","Payton Tolle","7","MATCHED","true","","Will Warren","701542","Will Warren","","PREGAME_ID_MISSING","false","true","1"
"824824","2026-06-26","7:05 PM ET","2026-06-26T23:02:16.894Z","A","Baltimore Orioles","Washington Nationals","Oriole Park at Camden Yards","R","MLB_STATS_API_SCHEDULE","669432","Trevor Rogers","669432","Trevor Rogers","7","MATCHED","true","","Andrew Alvarez","674841","Andrew Alvarez","","PREGAME_ID_MISSING","false","true","1"
"822794","2026-06-27","3:07 PM ET","2026-06-27T16:53:45.576Z","A","Toronto Blue Jays","Texas Rangers","Rogers Centre","R","MLB_STATS_API_SCHEDULE","","Dylan Cease","656302","Dylan Cease","","PREGAME_ID_MISSING","false","","Cal Quantrill","615698","Cal Quantrill","","PREGAME_ID_MISSING","false","false","0"
"822960","2026-06-27","6:10 PM ET","2026-06-27T22:09:00.156Z","A","Tampa Bay Rays","Arizona Diamondbacks","Tropicana Field","R","MLB_STATS_API_SCHEDULE","642121","Cole Sulser","642121","Cole Sulser","","FINAL_ID_MISSING","false","","Jose Cabrera","703615","Jose Cabrera","","FINAL_ID_MISSING","false","false","0"
"823038","2026-06-27","7:15 PM ET","2026-06-27T22:36:58.402Z","A","St. Louis Cardinals","Miami Marlins","Busch Stadium","R","MLB_STATS_API_SCHEDULE","669467","Andre Pallante","669467","Andre Pallante","4","MATCHED","true","","Ryan Gusto","687473","Ryan Gusto","","PREGAME_ID_MISSING","false","true","1"
"823207","2026-06-27","9:05 PM ET","2026-06-28T01:03:09.114Z","A","San Francisco Giants","Atlanta Braves","Oracle Park","R","MLB_STATS_API_SCHEDULE","657277","Logan Webb","657277","Logan Webb","6","MATCHED","true","","Bryce Elder","693821","Bryce Elder","","PREGAME_ID_MISSING","false","true","1"
"823283","2026-06-27","8:40 PM ET","2026-06-28T00:35:48.129Z","A","San Diego Padres","Los Angeles Dodgers","Petco Park","R","MLB_STATS_API_SCHEDULE","606996","Kyle Hart","606996","Kyle Hart","2","MATCHED","true","","Yoshinobu Yamamoto","808967","Yoshinobu Yamamoto","","PREGAME_ID_MISSING","false","true","1"
"823689","2026-06-27","7:10 PM ET","2026-06-27T22:37:09.996Z","A","Minnesota Twins","Colorado Rockies","Target Field","R","MLB_STATS_API_SCHEDULE","702474","Mike Paredes","702474","Mike Paredes","2","MATCHED","true","","Michael Lorenzen","547179","Michael Lorenzen","","PREGAME_ID_MISSING","false","true","1"
"823770","2026-06-27","7:10 PM ET","2026-06-27T22:37:14.689Z","A","Milwaukee Brewers","Chicago Cubs","American Family Field","R","MLB_STATS_API_SCHEDULE","690986","Kyle Harrison","690986","Kyle Harrison","9","MATCHED","true","","David Peterson","656849","David Peterson","","PREGAME_ID_MISSING","false","true","1"
"824015","2026-06-27","9:38 PM ET","2026-06-28T01:27:43.327Z","A","Los Angeles Angels","Athletics","Angel Stadium","R","MLB_STATS_API_SCHEDULE","672282","Reid Detmers","672282","Reid Detmers","8","MATCHED","true","","Jack Perkins","678022","Jack Perkins","","PREGAME_ID_MISSING","false","true","1"
"824257","2026-06-27","1:10 PM ET","2026-06-27T16:54:15.925Z","A","Detroit Tigers","Houston Astros","Comerica Park","R","MLB_STATS_API_SCHEDULE","664285","Framber Valdez","664285","Framber Valdez","2","MATCHED","true","","Kai-Wei Teng","678906","Kai-Wei Teng","","PREGAME_ID_MISSING","false","true","1"
"824421","2026-06-27","7:10 PM ET","2026-06-27T22:37:23.206Z","A","Cleveland Guardians","Seattle Mariners","Progressive Field","R","MLB_STATS_API_SCHEDULE","677944","Slade Cecconi","677944","Slade Cecconi","4","MATCHED","true","","Logan Gilbert","669302","Logan Gilbert","","PREGAME_ID_MISSING","false","true","1"
"824581","2026-06-27","4:10 PM ET","2026-06-27T19:45:50.183Z","A","Chicago White Sox","Kansas City Royals","Rate Field","R","MLB_STATS_API_SCHEDULE","663436","Davis Martin","663436","Davis Martin","3","MATCHED","true","","Michael Wacha","608379","Michael Wacha","","PREGAME_ID_MISSING","false","true","1"
"824745","2026-06-27","1:10 PM ET","2026-06-27T16:54:24.286Z","A","Boston Red Sox","New York Yankees","Fenway Park","R","MLB_STATS_API_SCHEDULE","687562","Jake Bennett","687562","Jake Bennett","3","MATCHED","true","","Gerrit Cole","543037","Gerrit Cole","","PREGAME_ID_MISSING","false","true","1"
"824825","2026-06-27","7:05 PM ET","2026-06-27T22:37:32.890Z","A","Baltimore Orioles","Washington Nationals","Oriole Park at Camden Yards","R","MLB_STATS_API_SCHEDULE","687064","Brandon Young","687064","Brandon Young","","FINAL_ID_MISSING","false","","Foster Griffin","656492","Foster Griffin","","FINAL_ID_MISSING","false","false","0"
"822795","2026-06-28","1:37 PM ET","2026-06-28T17:24:58.386Z","A","Toronto Blue Jays","Texas Rangers","Rogers Centre","R","MLB_STATS_API_SCHEDULE","669456","Shane Bieber","669456","Shane Bieber","4","MATCHED","true","","Kumar Rocker","677958","Kumar Rocker","","PREGAME_ID_MISSING","false","true","1"
"822959","2026-06-28","1:40 PM ET","2026-06-28T17:25:02.982Z","A","Tampa Bay Rays","Arizona Diamondbacks","Tropicana Field","R","MLB_STATS_API_SCHEDULE","656876","Drew Rasmussen","656876","Drew Rasmussen","5","MATCHED","true","","Merrill Kelly","518876","Merrill Kelly","","PREGAME_ID_MISSING","false","true","1"
"823037","2026-06-28","2:15 PM ET","2026-06-28T18:07:36.783Z","A","St. Louis Cardinals","Miami Marlins","Busch Stadium","R","MLB_STATS_API_SCHEDULE","681517","Kyle Leahy","681517","Kyle Leahy","5","MATCHED","true","","Tyler Phillips","663969","Tyler Phillips","","PREGAME_ID_MISSING","false","true","1"
"823204","2026-06-28","4:05 PM ET","2026-06-28T19:53:42.376Z","A","San Francisco Giants","Atlanta Braves","Oracle Park","R","MLB_STATS_API_SCHEDULE","592662","Robbie Ray","592662","Robbie Ray","2","MATCHED","true","","Chris Sale","519242","Chris Sale","","PREGAME_ID_MISSING","false","true","1"
"823281","2026-06-28","4:10 PM ET","2026-06-28T20:04:12.901Z","A","San Diego Padres","Los Angeles Dodgers","Petco Park","R","MLB_STATS_API_SCHEDULE","650633","Michael King","650633","Michael King","5","MATCHED","true","","Emmet Sheehan","686218","Emmet Sheehan","","PREGAME_ID_MISSING","false","true","1"
"823362","2026-06-28","1:35 PM ET","2026-06-28T17:25:15.982Z","A","Pittsburgh Pirates","Cincinnati Reds","PNC Park","R","MLB_STATS_API_SCHEDULE","656605","Mitch Keller","656605","Mitch Keller","4","MATCHED","true","","Brady Singer","663903","Brady Singer","","PREGAME_ID_MISSING","false","true","1"
"823608","2026-06-28","1:40 PM ET","2026-06-28T17:25:19.467Z","A","New York Mets","Philadelphia Phillies","Citi Field","R","MLB_STATS_API_SCHEDULE","672335","Cionel Pérez","672335","Cionel Pérez","2","MATCHED","true","","Jesús Luzardo","666200","Jesús Luzardo","","PREGAME_ID_MISSING","false","true","1"
"823686","2026-06-28","2:10 PM ET","2026-06-28T18:07:28.268Z","A","Minnesota Twins","Colorado Rockies","Target Field","R","MLB_STATS_API_SCHEDULE","687570","Connor Prielipp","687570","Connor Prielipp","10","MATCHED","true","","Ryan Feltner","663372","Ryan Feltner","","PREGAME_ID_MISSING","false","true","1"
"823769","2026-06-28","2:10 PM ET","2026-06-28T18:07:34.899Z","A","Milwaukee Brewers","Chicago Cubs","American Family Field","R","MLB_STATS_API_SCHEDULE","605540","Brandon Woodruff","605540","Brandon Woodruff","6","MATCHED","true","","Ryan Rolison","669020","Ryan Rolison","","PREGAME_ID_MISSING","false","true","1"
"824011","2026-06-28","3:15 PM ET","2026-06-28T19:14:12.583Z","A","Los Angeles Angels","Athletics","Angel Stadium","R","MLB_STATS_API_SCHEDULE","691951","Sam Aldegheri","691951","Sam Aldegheri","4","MATCHED","true","","Aaron Civale","650644","Aaron Civale","","PREGAME_ID_MISSING","false","true","1"
"824256","2026-06-28","1:40 PM ET","2026-06-28T17:25:30.887Z","A","Detroit Tigers","Houston Astros","Comerica Park","R","MLB_STATS_API_SCHEDULE","656427","Jack Flaherty","656427","Jack Flaherty","9","MATCHED","true","","Hunter Brown","686613","Hunter Brown","","PREGAME_ID_MISSING","false","true","1"
"824422","2026-06-28","1:40 PM ET","2026-06-28T17:25:33.488Z","A","Cleveland Guardians","Seattle Mariners","Progressive Field","R","MLB_STATS_API_SCHEDULE","668909","Gavin Williams","668909","Gavin Williams","6","MATCHED","true","","Emerson Hancock","676106","Emerson Hancock","","PREGAME_ID_MISSING","false","true","1"
"824580","2026-06-28","2:10 PM ET","2026-06-28T18:07:31.677Z","A","Chicago White Sox","Kansas City Royals","Rate Field","R","MLB_STATS_API_SCHEDULE","641743","Anthony Kay","641743","Anthony Kay","2","MATCHED","true","","Luinder Avila","679883","Luinder Avila","","PREGAME_ID_MISSING","false","true","1"
"824744","2026-06-28","7:20 PM ET","2026-06-28T21:06:15.657Z","A","Boston Red Sox","New York Yankees","Fenway Park","R","MLB_STATS_API_SCHEDULE","543243","Sonny Gray","543243","Sonny Gray","9","MATCHED","true","","Carlos Rodón","607074","Carlos Rodón","","PREGAME_ID_MISSING","false","true","1"
"824821","2026-06-28","1:35 PM ET","2026-06-28T17:25:41.167Z","A","Baltimore Orioles","Washington Nationals","Oriole Park at Camden Yards","R","MLB_STATS_API_SCHEDULE","680694","Kyle Bradish","680694","Kyle Bradish","2","MATCHED","true","","Zack Littell","641793","Zack Littell","","PREGAME_ID_MISSING","false","true","1"
"822792","2026-06-29","7:07 PM ET","2026-06-29T22:55:06.600Z","A","Toronto Blue Jays","New York Mets","Rogers Centre","R","MLB_STATS_API_SCHEDULE","702056","Trey Yesavage","702056","Trey Yesavage","3","MATCHED","true","","Sean Manaea","640455","Sean Manaea","","PREGAME_ID_MISSING","false","true","1"
"823121","2026-06-29","9:40 PM ET","2026-06-30T01:10:30.214Z","A","Seattle Mariners","Los Angeles Angels","T-Mobile Park","R","MLB_STATS_API_SCHEDULE","669923","George Kirby","669923","George Kirby","7","MATCHED","true","","Ryan Johnson","696270","Ryan Johnson","","PREGAME_ID_MISSING","false","true","1"
"823444","2026-06-29","6:40 PM ET","2026-06-29T20:07:22.161Z","A","Philadelphia Phillies","Pittsburgh Pirates","Citizens Bank Park","R","MLB_STATS_API_SCHEDULE","","Aaron Nola","605400","Aaron Nola","","PREGAME_ID_MISSING","false","","Braxton Ashcraft","677952","Braxton Ashcraft","","PREGAME_ID_MISSING","false","false","0"
"823529","2026-06-29","7:05 PM ET","2026-06-29T22:55:03.781Z","A","New York Yankees","Detroit Tigers","Yankee Stadium","R","MLB_STATS_API_SCHEDULE","677960","Ryan Weathers","677960","Ryan Weathers","3","MATCHED","true","","Casey Mize","663554","Casey Mize","","PREGAME_ID_MISSING","false","true","1"
"823771","2026-06-29","7:40 PM ET","2026-06-29T22:55:14.698Z","A","Milwaukee Brewers","Cincinnati Reds","American Family Field","R","MLB_STATS_API_SCHEDULE","688107","Robert Gasser","688107","Robert Gasser","5","MATCHED","true","","Nick Lodolo","666157","Nick Lodolo","","PREGAME_ID_MISSING","false","true","1"
"824176","2026-06-29","8:10 PM ET","2026-06-29T23:57:30.964Z","A","Houston Astros","Minnesota Twins","Daikin Park","R","MLB_STATS_API_SCHEDULE","663567","Peter Lambert","663567","Peter Lambert","4","MATCHED","true","","Zebby Matthews","805673","Zebby Matthews","","PREGAME_ID_MISSING","false","true","1"
"824339","2026-06-29","8:40 PM ET","2026-06-30T00:35:28.520Z","A","Colorado Rockies","Miami Marlins","Coors Field","R","MLB_STATS_API_SCHEDULE","807743","Sean Sullivan","807743","Sean Sullivan","5","MATCHED","true","","Sandy Alcantara","645261","Sandy Alcantara","","PREGAME_ID_MISSING","false","true","1"
"824420","2026-06-29","7:10 PM ET","2026-06-29T22:55:12.301Z","A","Cleveland Guardians","Texas Rangers","Progressive Field","R","MLB_STATS_API_SCHEDULE","800048","Parker Messick","800048","Parker Messick","5","MATCHED","true","","Tyler Alexander","641302","Tyler Alexander","","PREGAME_ID_MISSING","false","true","1"
