game_id,game_date,scheduled_time_et,home_team,away_team,venue,game_status,is_final,game_type,game_type_source,has_any_pregame_snapshot,has_training_pregame_snapshot,has_current_pregame_snapshot,home_pitcher_id,home_pitcher_name,home_actual_k,home_ip,home_bf,home_pitches,home_in_official_training_dataset,away_pitcher_id,away_pitcher_name,away_actual_k,away_ip,away_bf,away_pitches,away_in_official_training_dataset,defendible_training_observation_count,source_record_count
"822755","2026-04-06","6:45 PM ET","Washington Nationals","St. Louis Cardinals","Nationals Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","641793","Zack Littell","6","5.0","22","70","false","669467","Andre Pallante","2","5.0","22","88","false","0","1"
"822832","2026-04-06","7:07 PM ET","Toronto Blue Jays","Los Angeles Dodgers","Rogers Centre","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","453286","Max Scherzer","2","2.0","9","36","false","680736","Justin Wrobleski","2","5.0","21","78","false","0","1"
"822918","2026-04-06","8:05 PM ET","Texas Rangers","Seattle Mariners","Globe Life Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","594798","Jacob deGrom","6","5.0","17","78","false","669302","Logan Gilbert","5","6.0","23","96","false","0","1"
"823002","2026-04-06","4:10 PM ET","Tampa Bay Rays","Chicago Cubs","Tropicana Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","663556","Shane McClanahan","5","4.0","17","69","false","592791","Jameson Taillon","4","6.0","25","83","false","0","1"
"823401","2026-04-06","6:40 PM ET","Pittsburgh Pirates","San Diego Padres","PNC Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","696149","Bubba Chandler","4","4.1","21","83","false","608566","Germán Márquez","4","5.0","21","92","false","0","1"
"823728","2026-04-06","7:40 PM ET","Minnesota Twins","Detroit Tigers","Target Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","657746","Joe Ryan","7","5.0","22","101","false","663554","Casey Mize","4","4.1","24","90","false","0","1"
"823886","2026-04-06","6:40 PM ET","Miami Marlins","Cincinnati Reds","loanDepot park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","676083","Janson Junk","3","7.1","28","87","false","682227","Brandon Williamson","4","6.2","24","93","false","0","1"
"824456","2026-04-06","6:10 PM ET","Cleveland Guardians","Kansas City Royals","Progressive Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","676440","Tanner Bibee","3","4.2","20","87","false","608379","Michael Wacha","3","7.0","26","102","false","0","1"
"824619","2026-04-06","7:40 PM ET","Chicago White Sox","Baltimore Orioles","Rate Field","","false","R","MLB_STATS_API_SCHEDULE","true","false","true","691799","Grant Taylor","","","","","false","687064","Brandon Young","","","","","false","0","1"
"824783","2026-04-06","6:45 PM ET","Boston Red Sox","Milwaukee Brewers","Fenway Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","678394","Brayan Bello","5","3.1","20","86","false","605540","Brandon Woodruff","4","5.2","27","94","false","0","1"
"822754","2026-04-07","6:45 PM ET","Washington Nationals","St. Louis Cardinals","Nationals Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","676917","Cade Cavalli","3","4.2","20","94","false","669461","Matthew Liberatore","6","5.0","25","92","false","0","1"
"822831","2026-04-07","7:07 PM ET","Toronto Blue Jays","Los Angeles Dodgers","Rogers Centre","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","592332","Kevin Gausman","5","5.1","24","84","false","808967","Yoshinobu Yamamoto","6","6.0","24","97","false","0","1"
"822916","2026-04-07","8:05 PM ET","Texas Rangers","Seattle Mariners","Globe Life Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","543135","Nathan Eovaldi","7","6.0","26","93","false","669923","George Kirby","4","8.0","28","90","false","0","1"
"822999","2026-04-07","6:40 PM ET","Tampa Bay Rays","Chicago Cubs","Tropicana Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","669438","Mason Englert","2","3.2","19","65","false","665871","Javier Assad","3","5.2","19","80","false","0","1"
"823235","2026-04-07","9:45 PM ET","San Francisco Giants","Philadelphia Phillies","Oracle Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","592662","Robbie Ray","7","6.2","26","109","false","650911","Cristopher Sánchez","6","5.0","24","92","false","0","1"
"823402","2026-04-07","6:40 PM ET","Pittsburgh Pirates","San Diego Padres","PNC Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","694973","Paul Skenes","6","6.1","23","87","false","601713","Nick Pivetta","8","5.0","20","86","false","0","1"
"823567","2026-04-07","7:05 PM ET","New York Yankees","Athletics","Yankee Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","693645","Cam Schlittler","7","5.0","20","84","false","650644","Aaron Civale","6","5.0","22","88","false","0","1"
"823648","2026-04-07","4:10 PM ET","New York Mets","Arizona Diamondbacks","Citi Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","642547","Freddy Peralta","5","4.2","22","101","false","668678","Zac Gallen","5","5.0","23","95","false","0","1"
"823727","2026-04-07","7:40 PM ET","Minnesota Twins","Detroit Tigers","Target Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","671737","Taj Bradley","10","6.1","27","104","false","669373","Tarik Skubal","7","4.2","24","95","false","0","1"
"823887","2026-04-07","6:40 PM ET","Miami Marlins","Cincinnati Reds","loanDepot park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","645261","Sandy Alcantara","6","8.1","30","95","false","671096","Andrew Abbott","2","5.1","24","91","false","0","1"
"824051","2026-04-07","9:38 PM ET","Los Angeles Angels","Atlanta Braves","Angel Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","579328","Yusei Kikuchi","8","5.0","22","97","false","625643","Reynaldo López","7","4.2","21","80","false","0","1"
"824375","2026-04-07","8:40 PM ET","Colorado Rockies","Houston Astros","Coors Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","607536","Kyle Freeland","5","6.1","24","81","false","681347","Mike Burrows","3","5.1","23","87","false","0","1"
"824457","2026-04-07","1:10 PM ET","Cleveland Guardians","Kansas City Royals","Progressive Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","668909","Gavin Williams","8","5.2","22","102","false","702070","Noah Cameron","5","5.2","24","97","false","0","1"
"824618","2026-04-07","3:10 PM ET","Chicago White Sox","Baltimore Orioles","Rate Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","681343","Shane Smith","8","3.2","19","99","false","669432","Trevor Rogers","6","6.0","25","101","false","0","1"
"824780","2026-04-07","6:45 PM ET","Boston Red Sox","Milwaukee Brewers","Fenway Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","676979","Garrett Crochet","7","6.1","27","107","false","694819","Jacob Misiorowski","10","5.1","22","101","false","0","1"
"822753","2026-04-08","4:05 PM ET","Washington Nationals","St. Louis Cardinals","Nationals Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","571945","Miles Mikolas","3","3.0","17","55","false","700241","Michael McGreevy","1","6.0","21","91","false","0","1"
"822833","2026-04-08","3:07 PM ET","Toronto Blue Jays","Los Angeles Dodgers","Rogers Centre","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","656302","Dylan Cease","8","5.0","23","96","false","660271","Shohei Ohtani","2","6.0","24","96","false","0","1"
"822915","2026-04-08","2:35 PM ET","Texas Rangers","Seattle Mariners","Globe Life Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","669022","MacKenzie Gore","9","5.0","17","82","false","693433","Bryan Woo","2","5.0","22","83","false","0","1"
"823000","2026-04-08","6:40 PM ET","Tampa Bay Rays","Chicago Cubs","Tropicana Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","671212","Joe Boyle","3","4.1","20","84","false","607067","Colin Rea","2","5.0","20","79","false","0","1"
"823234","2026-04-08","3:45 PM ET","San Francisco Giants","Philadelphia Phillies","Oracle Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","641816","Tyler Mahle","6","5.2","24","94","false","605400","Aaron Nola","3","6.0","23","84","false","0","1"
"823403","2026-04-08","12:35 PM ET","Pittsburgh Pirates","San Diego Padres","PNC Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","656605","Mitch Keller","4","6.0","22","75","false","650633","Michael King","4","6.0","24","95","false","0","1"
"823564","2026-04-08","7:05 PM ET","New York Yankees","Athletics","Yankee Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","701542","Will Warren","5","4.2","23","85","false","622663","Luis Severino","7","5.0","22","100","false","0","1"
"823646","2026-04-08","4:10 PM ET","New York Mets","Arizona Diamondbacks","Citi Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","656849","David Peterson","6","5.0","23","85","false","669194","Ryne Nelson","5","5.2","24","86","false","0","1"
"823726","2026-04-08","7:40 PM ET","Minnesota Twins","Detroit Tigers","Target Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","641927","Bailey Ober","2","5.2","24","99","false","664285","Framber Valdez","2","5.0","29","87","false","0","1"
"823885","2026-04-08","6:40 PM ET","Miami Marlins","Cincinnati Reds","loanDepot park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","691587","Eury Pérez","6","5.0","24","95","false","663903","Brady Singer","3","2.2","17","73","false","0","1"
"824050","2026-04-08","4:07 PM ET","Los Angeles Angels","Atlanta Braves","Angel Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","672282","Reid Detmers","4","4.1","22","92","false","656550","Grant Holmes","6","6.2","28","99","false","0","1"
"824374","2026-04-08","3:10 PM ET","Colorado Rockies","Houston Astros","Coors Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","547179","Michael Lorenzen","4","5.2","26","100","false","664299","Cristian Javier","1","1.0","6","20","false","0","1"
"824455","2026-04-08","1:10 PM ET","Cleveland Guardians","Kansas City Royals","Progressive Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","676282","Joey Cantillo","9","5.2","21","88","false","666142","Cole Ragans","2","0.2","5","18","false","0","1"
"824617","2026-04-08","2:10 PM ET","Chicago White Sox","Baltimore Orioles","Rate Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","680732","Sean Burke","3","5.0","20","92","false","680694","Kyle Bradish","7","5.0","23","96","false","0","1"
"824779","2026-04-08","1:35 PM ET","Boston Red Sox","Milwaukee Brewers","Fenway Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","543243","Sonny Gray","2","6.1","24","90","false","675660","Shane Drohan","2","2.2","15","63","false","0","1"
"823319","2026-04-09","9:40 PM ET","San Diego Padres","Colorado Rockies","Petco Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","681190","Randy Vásquez","8","5.2","23","92","false","623474","Jimmy Herget","0","1.0","3","10","false","0","1"
"823565","2026-04-09","1:35 PM ET","New York Yankees","Athletics","Yankee Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","677960","Ryan Weathers","7","8.0","30","101","false","605488","Jeffrey Springs","6","7.0","25","93","false","0","1"
"823645","2026-04-09","7:10 PM ET","New York Mets","Arizona Diamondbacks","Citi Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","690997","Nolan McLean","8","6.1","23","100","false","593958","Eduardo Rodriguez","3","6.0","25","102","false","0","1"
"823724","2026-04-09","1:40 PM ET","Minnesota Twins","Detroit Tigers","Target Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","690953","Mick Abel","6","6.0","25","102","false","656427","Jack Flaherty","6","5.2","23","89","false","0","1"
"823884","2026-04-09","12:10 PM ET","Miami Marlins","Cincinnati Reds","loanDepot park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","676974","Max Meyer","4","5.0","23","87","false","695076","Rhett Lowder","2","5.1","26","95","false","0","1"
"824130","2026-04-09","7:40 PM ET","Kansas City Royals","Chicago White Sox","Kauffman Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","607625","Seth Lugo","4","6.1","24","92","false","641743","Anthony Kay","6","5.2","24","100","false","0","1"
"822829","2026-04-10","7:07 PM ET","Toronto Blue Jays","Minnesota Twins","Rogers Centre","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","571578","Patrick Corbin","3","4.0","21","85","false","680573","Simeon Woods Richardson","2","4.0","19","68","false","0","1"
"822997","2026-04-10","7:10 PM ET","Tampa Bay Rays","New York Yankees","Tropicana Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","571927","Steven Matz","7","5.0","20","88","false","661563","Luis Gil","2","4.0","19","88","false","0","1"
"823076","2026-04-10","8:15 PM ET","St. Louis Cardinals","Boston Red Sox","Busch Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","669160","Dustin May","4","6.0","23","75","false","813349","Connelly Early","5","4.1","21","86","false","0","1"
"823156","2026-04-10","9:40 PM ET","Seattle Mariners","Houston Astros","T-Mobile Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","676106","Emerson Hancock","5","5.0","19","88","false","837227","Tatsuya Imai","0","0.1","7","37","false","0","1"
"823318","2026-04-10","9:40 PM ET","San Diego Padres","Colorado Rockies","Petco Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","621111","Walker Buehler","4","6.0","20","68","false","608372","Tomoyuki Sugano","3","6.0","22","81","false","0","1"
"823482","2026-04-10","6:40 PM ET","Philadelphia Phillies","Arizona Diamondbacks","Citizens Bank Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","666200","Jesús Luzardo","8","4.2","22","86","false","647336","Michael Soroka","10","5.2","25","93","false","0","1"
"823643","2026-04-10","7:10 PM ET","New York Mets","Athletics","Citi Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","605280","Clay Holmes","3","5.1","23","81","false","669372","J.T. Ginn","4","4.0","14","68","false","0","1"
"823808","2026-04-10","7:40 PM ET","Milwaukee Brewers","Washington Nationals","American Family Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","676879","Aaron Ashby","4","2.1","10","44","false","663623","Jake Irvin","5","5.0","22","100","false","0","1"
"823968","2026-04-10","10:10 PM ET","Los Angeles Dodgers","Texas Rangers","UNIQLO Field at Dodger Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","607192","Tyler Glasnow","7","6.0","24","100","false","677958","Kumar Rocker","5","5.0","21","83","false","0","1"
"824128","2026-04-10","7:40 PM ET","Kansas City Royals","Chicago White Sox","Kauffman Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","663460","Kris Bubic","11","7.0","24","88","false","663436","Davis Martin","3","7.0","26","82","false","0","1"
"824297","2026-04-10","6:40 PM ET","Detroit Tigers","Miami Marlins","Comerica Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","672456","Keider Montero","7","6.0","21","80","false","663978","Chris Paddack","4","6.0","25","96","false","0","1"
"824534","2026-04-10","6:45 PM ET","Cincinnati Reds","Los Angeles Angels","Great American Ball Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","695505","Chase Burns","2","5.1","27","92","false","686799","Jack Kochanowicz","2","7.0","27","95","false","0","1"
"824695","2026-04-10","2:20 PM ET","Chicago Cubs","Pittsburgh Pirates","Wrigley Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","684007","Shota Imanaga","9","6.0","19","100","false","669387","Carmen Mlodzinski","2","5.1","23","81","false","0","1"
"824858","2026-04-10","7:15 PM ET","Baltimore Orioles","San Francisco Giants","Oriole Park at Camden Yards","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","669358","Shane Baz","4","5.0","25","99","false","694738","Landen Roupp","4","6.0","25","93","false","0","1"
"824941","2026-04-10","7:15 PM ET","Atlanta Braves","Cleveland Guardians","Truist Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","693821","Bryce Elder","3","4.2","21","76","false","677944","Slade Cecconi","3","5.1","23","85","false","0","1"
"822830","2026-04-11","3:07 PM ET","Toronto Blue Jays","Minnesota Twins","Rogers Centre","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","641778","Eric Lauer","3","5.1","25","95","false","657746","Joe Ryan","5","7.0","24","91","false","0","1"
"822996","2026-04-11","6:10 PM ET","Tampa Bay Rays","New York Yankees","Tropicana Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","607259","Nick Martinez","4","4.2","22","87","false","608331","Max Fried","6","8.0","30","94","false","0","1"
"823074","2026-04-11","7:15 PM ET","St. Louis Cardinals","Boston Red Sox","Busch Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","681517","Kyle Leahy","2","4.0","17","71","false","624133","Ranger Suarez","6","6.0","22","84","false","0","1"
"823155","2026-04-11","9:40 PM ET","Seattle Mariners","Houston Astros","T-Mobile Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","622491","Luis Castillo","3","3.1","21","91","false","621121","Lance McCullers Jr.","4","4.1","19","79","false","0","1"
"823316","2026-04-11","8:40 PM ET","San Diego Padres","Colorado Rockies","Petco Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","608566","Germán Márquez","5","5.0","20","86","false","663372","Ryan Feltner","4","4.0","21","82","false","0","1"
"823480","2026-04-11","1:05 PM ET","Philadelphia Phillies","Arizona Diamondbacks","Citizens Bank Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","592836","Taijuan Walker","6","5.0","19","85","false","694297","Brandon Pfaadt","6","6.0","28","101","false","0","1"
"823644","2026-04-11","4:10 PM ET","New York Mets","Athletics","Citi Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","673540","Kodai Senga","3","2.1","17","72","false","682052","Jacob Lopez","5","5.0","25","96","false","0","1"
"823805","2026-04-11","7:10 PM ET","Milwaukee Brewers","Washington Nationals","American Family Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","690986","Kyle Harrison","1","4.1","19","76","false","656492","Foster Griffin","1","5.1","20","80","false","0","1"
"823967","2026-04-11","9:10 PM ET","Los Angeles Dodgers","Texas Rangers","UNIQLO Field at Dodger Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","686218","Emmet Sheehan","6","6.0","22","77","false","683004","Jack Leiter","4","3.2","19","93","false","0","1"
"824129","2026-04-11","4:10 PM ET","Kansas City Royals","Chicago White Sox","Kauffman Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","608379","Michael Wacha","7","8.0","28","88","false","607200","Erick Fedde","4","5.0","21","85","false","0","1"
"824294","2026-04-11","1:10 PM ET","Detroit Tigers","Miami Marlins","Comerica Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","663554","Casey Mize","5","5.2","25","74","false","676083","Janson Junk","4","5.0","22","99","false","0","1"
"824535","2026-04-11","4:10 PM ET","Cincinnati Reds","Los Angeles Angels","Great American Ball Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","682227","Brandon Williamson","3","4.0","21","93","false","691946","George Klassen","2","2.0","16","72","false","0","1"
"824697","2026-04-11","2:20 PM ET","Chicago Cubs","Pittsburgh Pirates","Wrigley Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","665795","Edward Cabrera","4","5.0","25","98","false","677952","Braxton Ashcraft","9","5.0","20","77","false","0","1"
"824857","2026-04-11","7:15 PM ET","Baltimore Orioles","San Francisco Giants","Oriole Park at Camden Yards","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","605135","Chris Bassitt","2","4.2","21","89","false","657277","Logan Webb","6","6.0","26","98","false","0","1"
"824939","2026-04-11","7:15 PM ET","Atlanta Braves","Cleveland Guardians","Truist Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","527048","Martín Pérez","2","5.0","19","86","false","800048","Parker Messick","5","6.2","26","84","false","0","1"
"822828","2026-04-12","1:37 PM ET","Toronto Blue Jays","Minnesota Twins","Rogers Centre","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","453286","Max Scherzer","3","2.1","15","68","false","671737","Taj Bradley","7","5.0","23","106","false","0","1"
"822998","2026-04-12","1:40 PM ET","Tampa Bay Rays","New York Yankees","Tropicana Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","656876","Drew Rasmussen","7","6.0","19","76","false","693645","Cam Schlittler","8","5.0","23","85","false","0","1"
"823075","2026-04-12","2:15 PM ET","St. Louis Cardinals","Boston Red Sox","Busch Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","669467","Andre Pallante","2","5.0","27","95","false","678394","Brayan Bello","2","6.2","27","94","false","0","1"
"823154","2026-04-12","4:10 PM ET","Seattle Mariners","Houston Astros","T-Mobile Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","669302","Logan Gilbert","7","7.0","24","85","false","675989","Cody Bolton","1","1.0","9","42","false","0","1"
"823317","2026-04-12","4:10 PM ET","San Diego Padres","Colorado Rockies","Petco Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","601713","Nick Pivetta","4","3.0","9","46","false","607536","Kyle Freeland","0","0.0","0","0","false","0","1"
"823479","2026-04-12","1:35 PM ET","Philadelphia Phillies","Arizona Diamondbacks","Citizens Bank Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","647315","Zach Pop","1","2.0","9","37","false","668678","Zac Gallen","2","5.0","22","84","false","0","1"
"823642","2026-04-12","1:40 PM ET","New York Mets","Athletics","Citi Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","642547","Freddy Peralta","6","6.0","25","100","false","650644","Aaron Civale","3","5.2","20","75","false","0","1"
"823804","2026-04-12","2:10 PM ET","Milwaukee Brewers","Washington Nationals","American Family Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","605540","Brandon Woodruff","6","6.0","23","70","false","641793","Zack Littell","3","5.0","21","71","false","0","1"
"823966","2026-04-12","4:10 PM ET","Los Angeles Dodgers","Texas Rangers","UNIQLO Field at Dodger Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","808963","Roki Sasaki","6","4.0","22","94","false","594798","Jacob deGrom","9","6.0","24","93","false","0","1"
"824126","2026-04-12","2:10 PM ET","Kansas City Royals","Chicago White Sox","Kauffman Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","702070","Noah Cameron","","","","","false","691799","Grant Taylor","","","","","false","0","1"
"824293","2026-04-12","1:40 PM ET","Detroit Tigers","Miami Marlins","Comerica Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","669373","Tarik Skubal","7","6.2","24","96","false","645261","Sandy Alcantara","4","6.0","30","100","false","0","1"
"824533","2026-04-12","1:40 PM ET","Cincinnati Reds","Los Angeles Angels","Great American Ball Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","671096","Andrew Abbott","1","3.0","18","71","false","667755","José Soriano","10","7.0","26","106","false","0","1"
"824696","2026-04-12","2:20 PM ET","Chicago Cubs","Pittsburgh Pirates","Wrigley Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","592791","Jameson Taillon","10","6.0","26","102","false","696149","Bubba Chandler","4","5.1","23","91","false","0","1"
"824859","2026-04-12","1:35 PM ET","Baltimore Orioles","San Francisco Giants","Oriole Park at Camden Yards","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","700249","Cade Povich","5","6.2","24","97","false","605288","Adrian Houser","3","4.2","21","88","false","0","1"
"824938","2026-04-12","7:20 PM ET","Atlanta Braves","Cleveland Guardians","Truist Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","519242","Chris Sale","6","6.0","26","97","false","676440","Tanner Bibee","4","4.2","24","93","false","0","1"
"823073","2026-04-13","7:45 PM ET","St. Louis Cardinals","Cleveland Guardians","Busch Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","669461","Matthew Liberatore","2","5.0","23","105","false","668909","Gavin Williams","4","5.0","22","93","false","0","1"
"823153","2026-04-13","4:10 PM ET","Seattle Mariners","Houston Astros","T-Mobile Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","669923","George Kirby","6","7.2","29","99","false","681347","Mike Burrows","3","6.0","30","98","false","0","1"
"823400","2026-04-13","6:40 PM ET","Pittsburgh Pirates","Washington Nationals","PNC Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","694973","Paul Skenes","6","6.0","20","88","false","676917","Cade Cavalli","2","1.1","12","48","false","0","1"
"823481","2026-04-13","6:40 PM ET","Philadelphia Phillies","Chicago Cubs","Citizens Bank Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","650911","Cristopher Sánchez","8","6.0","26","96","false","665871","Javier Assad","3","4.1","26","82","false","0","1"
"823563","2026-04-13","7:05 PM ET","New York Yankees","Los Angeles Angels","Yankee Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","701542","Will Warren","6","3.2","17","89","false","579328","Yusei Kikuchi","3","3.1","19","82","false","0","1"
"823725","2026-04-13","7:40 PM ET","Minnesota Twins","Boston Red Sox","Target Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","641927","Bailey Ober","7","6.0","26","95","false","676979","Garrett Crochet","0","1.2","18","55","false","0","1"
"824856","2026-04-13","6:35 PM ET","Baltimore Orioles","Arizona Diamondbacks","Oriole Park at Camden Yards","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","665152","Dean Kremer","9","5.0","21","80","false","669194","Ryne Nelson","7","5.1","22","92","false","0","1"
"824937","2026-04-13","7:15 PM ET","Atlanta Braves","Miami Marlins","Truist Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","656550","Grant Holmes","3","4.0","17","59","false","691587","Eury Pérez","2","4.0","20","76","false","0","1"
"823072","2026-04-14","7:45 PM ET","St. Louis Cardinals","Cleveland Guardians","Busch Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","700241","Michael McGreevy","2","5.0","20","87","false","676282","Joey Cantillo","4","6.0","21","82","false","0","1"
"823315","2026-04-14","9:40 PM ET","San Diego Padres","Seattle Mariners","Petco Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","650633","Michael King","5","6.0","25","85","false","693433","Bryan Woo","3","7.0","29","92","false","0","1"
"823398","2026-04-14","6:40 PM ET","Pittsburgh Pirates","Washington Nationals","PNC Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","656605","Mitch Keller","3","4.0","21","90","false","676571","PJ Poulin","1","1.0","4","25","false","0","1"
"823478","2026-04-14","6:40 PM ET","Philadelphia Phillies","Chicago Cubs","Citizens Bank Park","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","605400","Aaron Nola","5","5.0","23","87","false","702303","Riley Martin","1","1.0","3","6","false","0","1"
"823562","2026-04-14","7:05 PM ET","New York Yankees","Los Angeles Angels","Yankee Stadium","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","677960","Ryan Weathers","10","5.0","22","94","false","672282","Reid Detmers","9","7.0","25","99","false","0","1"
"823723","2026-04-14","7:40 PM ET","Minnesota Twins","Boston Red Sox","Target Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","690953","Mick Abel","10","7.0","26","90","false","543243","Sonny Gray","1","4.0","22","93","false","0","1"
"823802","2026-04-14","7:40 PM ET","Milwaukee Brewers","Toronto Blue Jays","American Family Field","Final","true","R","MLB_STATS_API_SCHEDULE","false","false","false","694819","Jacob Misiorowski","5","5.1","21","76","false","592332","Kevin Gausman","5","5.0","24","97","false","0","1"
