game_id,game_date,snapshot_captured_at,pregame_side,pregame_pitcher_name,pregame_pitcher_id,pregame_identity_source,final_side,final_pitcher_name,final_pitcher_id,final_identity_source,match_status,actual_k,scheduled_start,minutes_before_start,reason
"823205","2026-07-06","2026-07-07T01:30:45.402Z","away","Kevin Gausman","","","away","Kevin Gausman","592332","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-07T01:45:00.000Z","14.2433","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823206","2026-06-26","2026-06-27T02:04:58.896Z","home","Trevor McDonald","686790","PREGAME_LINESCORE_DEFENSE_ID","home","Trevor McDonald","686790","FINAL_PITCHERS_ID","MATCHED","3","2026-06-27T02:15:00.000Z","10.0184","game_id y pitcher_id coinciden; actual_k final válido"
"823206","2026-06-26","2026-06-27T02:04:58.896Z","away","Reynaldo López","","","away","Reynaldo López","625643","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-27T02:15:00.000Z","10.0184","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823207","2026-06-27","2026-06-28T01:03:09.114Z","home","Logan Webb","657277","PREGAME_LINESCORE_DEFENSE_ID","home","Logan Webb","657277","FINAL_PITCHERS_ID","MATCHED","6","2026-06-28T01:05:00.000Z","1.8481","game_id y pitcher_id coinciden; actual_k final válido"
"823207","2026-06-27","2026-06-28T01:03:09.114Z","away","Bryce Elder","","","away","Bryce Elder","693821","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-28T01:05:00.000Z","1.8481","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823208","2026-06-24","2026-06-24T21:17:23.594Z","home","Tyler Mahle","","","home","Tyler Mahle","641816","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-25T01:45:00.000Z","267.606767","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823208","2026-06-24","2026-06-24T21:17:23.594Z","away","Gage Jump","","","away","Gage Jump","695611","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-25T01:45:00.000Z","267.606767","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823209","2026-06-25","2026-06-25T19:14:00.691Z","home","Landen Roupp","694738","PREGAME_LINESCORE_DEFENSE_ID","home","Landen Roupp","694738","FINAL_BOXSCORE_PLAYER_ID","MATCHED","6","2026-06-25T19:45:00.000Z","30.988483","game_id y pitcher_id coinciden; actual_k final válido"
"823209","2026-06-25","2026-06-25T19:14:00.691Z","away","Jeffrey Springs","","","away","Jeffrey Springs","605488","FINAL_BOXSCORE_PLAYER_ID","UNRESOLVED_PREGAME_ID","","2026-06-25T19:45:00.000Z","30.988483","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823210","2026-06-23","2026-06-24T00:56:24.408Z","home","Robbie Ray","592662","PREGAME_LINESCORE_DEFENSE_ID","home","Robbie Ray","592662","FINAL_PITCHERS_ID","MATCHED","6","2026-06-24T01:45:00.000Z","48.5932","game_id y pitcher_id coinciden; actual_k final válido"
"823210","2026-06-23","2026-06-24T00:56:24.408Z","away","Aaron Civale","","","away","Aaron Civale","650644","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-24T01:45:00.000Z","48.5932","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823211","2026-06-12","2026-06-13T01:26:01.805Z","home","Landen Roupp","","","home","Landen Roupp","","","UNRESOLVED_PREGAME_ID","","2026-06-13T02:15:00.000Z","48.969917","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823211","2026-06-12","2026-06-13T01:26:01.805Z","away","Javier Assad","","","away","Javier Assad","","","UNRESOLVED_PREGAME_ID","","2026-06-13T02:15:00.000Z","48.969917","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823212","2026-06-14","2026-06-14T18:09:00.920Z","home","Logan Webb","","","home","Logan Webb","","","UNRESOLVED_PREGAME_ID","","2026-06-14T19:10:00.000Z","60.984667","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823212","2026-06-14","2026-06-14T18:09:00.920Z","away","Ryan Rolison","","","away","Ryan Rolison","","","UNRESOLVED_PREGAME_ID","","2026-06-14T19:10:00.000Z","60.984667","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823213","2026-06-13","2026-06-14T00:28:35.021Z","home","Trevor McDonald","","","home","Trevor McDonald","","","UNRESOLVED_PREGAME_ID","","2026-06-14T02:05:00.000Z","96.416317","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823213","2026-06-13","2026-06-14T00:28:35.021Z","away","Ben Brown","","","away","Ben Brown","","","UNRESOLVED_PREGAME_ID","","2026-06-14T02:05:00.000Z","96.416317","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823255","2026-08-26","2026-08-26T17:49:13.800Z","home","Randy Vásquez","681190","PREGAME_EXPLICIT_ID","home","Randy Vásquez","681190","FINAL_PITCHERS_ID","MATCHED","2","2026-08-26T20:10:00.000Z","140.77","game_id y pitcher_id coinciden; actual_k final válido"
"823255","2026-08-26","2026-08-26T17:49:13.800Z","away","Bubba Chandler","696149","PREGAME_EXPLICIT_ID","away","Bubba Chandler","696149","FINAL_PITCHERS_ID","MATCHED","3","2026-08-26T20:10:00.000Z","140.77","game_id y pitcher_id coinciden; actual_k final válido"
"823259","2026-08-25","2026-08-25T13:36:08.150Z","home","Michael King","","","home","Michael King","650633","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-08-26T01:40:00.000Z","723.864167","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823259","2026-08-25","2026-08-25T13:36:08.150Z","away","Paul Skenes","","","away","Paul Skenes","694973","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-08-26T01:40:00.000Z","723.864167","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823273","2026-07-29","2026-07-29T18:55:56.883Z","home","Kyle Hart","","","home","Kyle Hart","606996","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-29T20:10:00.000Z","74.05195","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823273","2026-07-29","2026-07-29T18:55:56.883Z","away","Gabriel Hughes","","","away","Gabriel Hughes","687312","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-29T20:10:00.000Z","74.05195","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823274","2026-07-12","2026-07-12T20:00:28.738Z","home","Germán Márquez","608566","PREGAME_LINESCORE_DEFENSE_ID","home","Germán Márquez","608566","FINAL_PITCHERS_ID","MATCHED","4","2026-07-12T20:10:00.000Z","9.521033","game_id y pitcher_id coinciden; actual_k final válido"
"823274","2026-07-12","2026-07-12T20:00:28.738Z","away","Kevin Gausman","","","away","Kevin Gausman","592332","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-12T20:10:00.000Z","9.521033","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823276","2026-07-11","2026-07-11T21:45:50.826Z","home","Walker Buehler","621111","PREGAME_LINESCORE_DEFENSE_ID","home","Walker Buehler","621111","FINAL_BOXSCORE_PLAYER_ID","MATCHED","1","2026-07-12T00:40:00.000Z","174.1529","game_id y pitcher_id coinciden; actual_k final válido"
"823276","2026-07-11","2026-07-11T21:45:50.826Z","away","Trey Yesavage","","","away","Trey Yesavage","702056","FINAL_BOXSCORE_PLAYER_ID","UNRESOLVED_PREGAME_ID","","2026-07-12T00:40:00.000Z","174.1529","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823277","2026-07-09","2026-07-09T21:01:22.272Z","home","Griffin Canning","","","home","Griffin Canning","656288","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-10T01:40:00.000Z","278.6288","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823277","2026-07-09","2026-07-09T21:01:22.272Z","away","Merrill Kelly","","","away","Merrill Kelly","518876","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-10T01:40:00.000Z","278.6288","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823278","2026-07-10","2026-07-10T20:34:45.580Z","home","JP Sears","","","home","JP Sears","676664","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-11T01:40:00.000Z","305.240333","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823278","2026-07-10","2026-07-10T20:34:45.580Z","away","Shane Bieber","","","away","Shane Bieber","669456","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-11T01:40:00.000Z","305.240333","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823279","2026-07-08","2026-07-09T01:49:33.799Z","home","Michael King","650633","PREGAME_LINESCORE_DEFENSE_ID","home","Michael King","650633","FINAL_PITCHERS_ID","MATCHED","4","2026-07-09T02:10:00.000Z","20.436683","game_id y pitcher_id coinciden; actual_k final válido"
"823279","2026-07-08","2026-07-09T01:49:33.799Z","away","Jose Cabrera","","","away","Jose Cabrera","703615","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-09T02:10:00.000Z","20.436683","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823280","2026-07-07","2026-07-08T01:39:47.411Z","home","Germán Márquez","608566","PREGAME_LINESCORE_DEFENSE_ID","home","Germán Márquez","608566","FINAL_PITCHERS_ID","MATCHED","4","2026-07-08T01:40:00.000Z","0.209817","game_id y pitcher_id coinciden; actual_k final válido"
"823280","2026-07-07","2026-07-08T01:39:47.411Z","away","Zac Gallen","","","away","Zac Gallen","668678","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-08T01:40:00.000Z","0.209817","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823281","2026-06-28","2026-06-28T20:04:12.901Z","home","Michael King","650633","PREGAME_LINESCORE_DEFENSE_ID","home","Michael King","650633","FINAL_PITCHERS_ID","MATCHED","5","2026-06-28T20:10:00.000Z","5.784983","game_id y pitcher_id coinciden; actual_k final válido"
"823281","2026-06-28","2026-06-28T20:04:12.901Z","away","Emmet Sheehan","","","away","Emmet Sheehan","686218","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-28T20:10:00.000Z","5.784983","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823282","2026-07-06","2026-07-07T01:30:49.596Z","home","Walker Buehler","621111","PREGAME_LINESCORE_DEFENSE_ID","home","Walker Buehler","621111","FINAL_PITCHERS_ID","MATCHED","4","2026-07-07T01:40:00.000Z","9.1734","game_id y pitcher_id coinciden; actual_k final válido"
"823282","2026-07-06","2026-07-07T01:30:49.596Z","away","Brandon Pfaadt","","","away","Brandon Pfaadt","694297","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-07T01:40:00.000Z","9.1734","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823283","2026-06-27","2026-06-28T00:35:48.129Z","home","Kyle Hart","606996","PREGAME_LINESCORE_DEFENSE_ID","home","Kyle Hart","606996","FINAL_PITCHERS_ID","MATCHED","2","2026-06-28T00:40:00.000Z","4.19785","game_id y pitcher_id coinciden; actual_k final válido"
"823283","2026-06-27","2026-06-28T00:35:48.129Z","away","Yoshinobu Yamamoto","","","away","Yoshinobu Yamamoto","808967","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-28T00:40:00.000Z","4.19785","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823284","2026-06-24","2026-06-24T21:17:26.489Z","home","JP Sears","676664","PREGAME_LINESCORE_DEFENSE_ID","home","JP Sears","676664","FINAL_PITCHERS_ID","MATCHED","5","2026-06-25T00:40:00.000Z","202.558517","game_id y pitcher_id coinciden; actual_k final válido"
"823284","2026-06-24","2026-06-24T21:17:26.489Z","away","Martín Pérez","","","away","Martín Pérez","527048","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-25T00:40:00.000Z","202.558517","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823285","2026-06-26","2026-06-27T01:36:22.205Z","home","Walker Buehler","621111","PREGAME_LINESCORE_DEFENSE_ID","home","Walker Buehler","621111","FINAL_PITCHERS_ID","MATCHED","5","2026-06-27T01:45:00.000Z","8.629917","game_id y pitcher_id coinciden; actual_k final válido"
"823285","2026-06-26","2026-06-27T01:36:22.205Z","away","Roki Sasaki","","","away","Roki Sasaki","808963","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-27T01:45:00.000Z","8.629917","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823286","2026-06-23","2026-06-24T00:56:27.529Z","home","Wandy Peralta","593974","PREGAME_LINESCORE_DEFENSE_ID","home","Wandy Peralta","593974","FINAL_PITCHERS_ID","MATCHED","2","2026-06-24T01:40:00.000Z","43.541183","game_id y pitcher_id coinciden; actual_k final válido"
"823286","2026-06-23","2026-06-24T00:56:27.529Z","away","JR Ritchie","","","away","JR Ritchie","702275","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-24T01:40:00.000Z","43.541183","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823288","2026-06-22","2026-06-23T01:16:50.787Z","home","Michael King","","","home","Michael King","650633","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-23T02:10:00.000Z","53.15355","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823288","2026-06-22","2026-06-23T01:16:50.787Z","away","Grant Holmes","","","away","Grant Holmes","656550","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-23T02:10:00.000Z","53.15355","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823346","2026-08-14","2026-08-14T13:34:28.132Z","home","Bubba Chandler","","","home","Bubba Chandler","696149","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-08-14T22:40:00.000Z","545.531133","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823346","2026-08-14","2026-08-14T13:34:28.132Z","away","Jake Bennett","","","away","Jake Bennett","687562","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-08-14T22:40:00.000Z","545.531133","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823351","2026-07-29","2026-07-29T14:56:03.456Z","home","Jared Jones","683003","PREGAME_LINESCORE_DEFENSE_ID","home","Jared Jones","683003","FINAL_PITCHERS_ID","MATCHED","5","2026-07-29T16:35:00.000Z","98.9424","game_id y pitcher_id coinciden; actual_k final válido"
"823351","2026-07-29","2026-07-29T14:56:03.456Z","away","Eduardo Rodriguez","","","away","Eduardo Rodriguez","593958","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-29T16:35:00.000Z","98.9424","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823352","2026-07-24","2026-07-24T19:49:19.859Z","home","Jared Jones","","","home","Jared Jones","683003","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-24T22:40:00.000Z","170.669017","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823352","2026-07-24","2026-07-24T19:49:19.859Z","away","Matthew Boyd","","","away","Matthew Boyd","571510","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-24T22:40:00.000Z","170.669017","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823353","2026-07-27","2026-07-27T13:37:05.005Z","home","Mitch Keller","","","home","Mitch Keller","656605","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-27T22:40:00.000Z","542.916583","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823353","2026-07-27","2026-07-27T13:37:05.005Z","away","Merrill Kelly","","","away","Merrill Kelly","518876","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-27T22:40:00.000Z","542.916583","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823355","2026-07-25","2026-07-25T13:36:22.120Z","home","Paul Skenes","","","home","Paul Skenes","694973","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-25T22:40:00.000Z","543.631333","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823355","2026-07-25","2026-07-25T13:36:22.120Z","away","Shota Imanaga","","","away","Shota Imanaga","684007","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-25T22:40:00.000Z","543.631333","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823356","2026-07-11","2026-07-11T15:44:50.481Z","home","Bubba Chandler","","","home","Bubba Chandler","696149","FINAL_BOXSCORE_PLAYER_ID","UNRESOLVED_PREGAME_ID","","2026-07-11T20:05:00.000Z","260.15865","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823356","2026-07-11","2026-07-11T15:44:50.481Z","away","Shane Drohan","","","away","Shane Drohan","675660","FINAL_BOXSCORE_PLAYER_ID","UNRESOLVED_PREGAME_ID","","2026-07-11T20:05:00.000Z","260.15865","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823359","2026-07-09","2026-07-09T16:27:36.919Z","home","Mitch Keller","656605","PREGAME_LINESCORE_DEFENSE_ID","home","Mitch Keller","656605","FINAL_PITCHERS_ID","MATCHED","3","2026-07-09T16:35:00.000Z","7.384683","game_id y pitcher_id coinciden; actual_k final válido"
"823359","2026-07-09","2026-07-09T16:27:36.919Z","away","Bryce Elder","","","away","Bryce Elder","693821","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-09T16:35:00.000Z","7.384683","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823360","2026-07-08","2026-07-08T20:22:34.743Z","home","Jared Jones","683003","PREGAME_LINESCORE_DEFENSE_ID","home","Jared Jones","683003","FINAL_PITCHERS_ID","MATCHED","8","2026-07-08T22:40:00.000Z","137.42095","game_id y pitcher_id coinciden; actual_k final válido"
"823360","2026-07-08","2026-07-08T20:22:34.743Z","away","Grant Holmes","","","away","Grant Holmes","656550","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-08T22:40:00.000Z","137.42095","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823361","2026-07-07","2026-07-07T21:48:11.685Z","home","Paul Skenes","694973","PREGAME_LINESCORE_DEFENSE_ID","home","Paul Skenes","694973","FINAL_PITCHERS_ID","MATCHED","4","2026-07-07T22:40:00.000Z","51.80525","game_id y pitcher_id coinciden; actual_k final válido"
"823361","2026-07-07","2026-07-07T21:48:11.685Z","away","Hurston Waldrep","","","away","Hurston Waldrep","694462","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-07T22:40:00.000Z","51.80525","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823362","2026-06-28","2026-06-28T17:25:15.982Z","home","Mitch Keller","656605","PREGAME_LINESCORE_DEFENSE_ID","home","Mitch Keller","656605","FINAL_PITCHERS_ID","MATCHED","4","2026-06-28T17:35:00.000Z","9.733633","game_id y pitcher_id coinciden; actual_k final válido"
"823362","2026-06-28","2026-06-28T17:25:15.982Z","away","Brady Singer","","","away","Brady Singer","663903","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-28T17:35:00.000Z","9.733633","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823363","2026-06-26","2026-06-26T22:38:26.833Z","home","Paul Skenes","694973","PREGAME_LINESCORE_DEFENSE_ID","home","Paul Skenes","694973","FINAL_PITCHERS_ID","MATCHED","7","2026-06-26T22:40:00.000Z","1.552783","game_id y pitcher_id coinciden; actual_k final válido"
"823363","2026-06-26","2026-06-26T22:38:26.833Z","away","Andrew Abbott","","","away","Andrew Abbott","671096","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-26T22:40:00.000Z","1.552783","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823365","2026-06-23","2026-06-23T21:42:11.761Z","home","Mitch Keller","656605","PREGAME_LINESCORE_DEFENSE_ID","home","Mitch Keller","656605","FINAL_PITCHERS_ID","MATCHED","4","2026-06-23T22:40:00.000Z","57.803983","game_id y pitcher_id coinciden; actual_k final válido"
"823365","2026-06-23","2026-06-23T21:42:11.761Z","away","George Kirby","","","away","George Kirby","669923","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-23T22:40:00.000Z","57.803983","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823366","2026-06-25","2026-06-25T16:32:55.474Z","home","Bubba Chandler","696149","PREGAME_LINESCORE_DEFENSE_ID","home","Bubba Chandler","696149","FINAL_BOXSCORE_PLAYER_ID","MATCHED","4","2026-06-25T16:35:00.000Z","2.075433","game_id y pitcher_id coinciden; actual_k final válido"
"823366","2026-06-25","2026-06-25T16:32:55.474Z","away","Bryce Miller","","","away","Bryce Miller","682243","FINAL_BOXSCORE_PLAYER_ID","UNRESOLVED_PREGAME_ID","","2026-06-25T16:35:00.000Z","2.075433","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823367","2026-06-24","2026-06-24T21:17:29.196Z","home","Braxton Ashcraft","677952","PREGAME_LINESCORE_DEFENSE_ID","home","Braxton Ashcraft","677952","FINAL_PITCHERS_ID","MATCHED","10","2026-06-24T22:40:00.000Z","82.5134","game_id y pitcher_id coinciden; actual_k final válido"
"823367","2026-06-24","2026-06-24T21:17:29.196Z","away","Bryan Woo","","","away","Bryan Woo","693433","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-24T22:40:00.000Z","82.5134","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823368","2026-06-14","2026-06-14T15:58:52.154Z","home","Paul Skenes","","","home","Paul Skenes","","","UNRESOLVED_PREGAME_ID","","2026-06-14T16:15:00.000Z","16.130767","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823368","2026-06-14","2026-06-14T15:58:52.154Z","away","Max Meyer","","","away","Max Meyer","","","UNRESOLVED_PREGAME_ID","","2026-06-14T16:15:00.000Z","16.130767","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823369","2026-06-13","2026-06-13T15:26:29.415Z","home","Bubba Chandler","","","home","Bubba Chandler","","","UNRESOLVED_PREGAME_ID","","2026-06-13T20:05:00.000Z","278.50975","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823369","2026-06-13","2026-06-13T15:26:29.415Z","away","Lake Bachar","","","away","Lake Bachar","","","UNRESOLVED_PREGAME_ID","","2026-06-13T20:05:00.000Z","278.50975","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823370","2026-06-12","2026-06-12T21:11:23.533Z","home","Braxton Ashcraft","","","home","Braxton Ashcraft","","","UNRESOLVED_PREGAME_ID","","2026-06-12T22:40:00.000Z","88.607783","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823370","2026-06-12","2026-06-12T21:11:23.533Z","away","Sandy Alcantara","","","away","Sandy Alcantara","","","UNRESOLVED_PREGAME_ID","","2026-06-12T22:40:00.000Z","88.607783","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823434","2026-07-24","2026-07-24T19:49:23.777Z","home","Jesús Luzardo","666200","PREGAME_LINESCORE_DEFENSE_ID","home","Jesús Luzardo","666200","FINAL_PITCHERS_ID","MATCHED","9","2026-07-24T22:45:00.000Z","175.603717","game_id y pitcher_id coinciden; actual_k final válido"
"823434","2026-07-24","2026-07-24T19:49:23.777Z","away","Cam Schlittler","","","away","Cam Schlittler","693645","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-24T22:45:00.000Z","175.603717","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823435","2026-07-25","2026-07-25T13:36:14.922Z","away","Ryan Weathers","","","away","Ryan Weathers","677960","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-25T22:05:00.000Z","508.7513","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823436","2026-07-20","2026-07-20T16:37:50.651Z","home","Cristopher Sánchez","","","home","Cristopher Sánchez","650911","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-20T23:10:00.000Z","392.155817","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823436","2026-07-20","2026-07-20T16:37:50.651Z","away","Emmet Sheehan","","","away","Emmet Sheehan","686218","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-20T23:10:00.000Z","392.155817","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823438","2026-07-22","2026-07-22T19:27:58.376Z","home","Aaron Nola","","","home","Aaron Nola","605400","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-22T22:40:00.000Z","192.027067","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823438","2026-07-22","2026-07-22T19:27:58.376Z","away","Eric Lauer","","","away","Eric Lauer","641778","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-22T22:40:00.000Z","192.027067","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823440","2026-07-16","2026-07-16T13:55:37.475Z","home","Aaron Nola","","","home","Aaron Nola","605400","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-16T22:10:00.000Z","494.375417","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823440","2026-07-16","2026-07-16T13:55:37.475Z","away","Christian Scott","","","away","Christian Scott","681035","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-16T22:10:00.000Z","494.375417","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823441","2026-07-18","2026-07-18T15:24:23.561Z","home","Jesús Luzardo","","","home","Jesús Luzardo","666200","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-18T19:05:00.000Z","220.607317","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823441","2026-07-18","2026-07-18T15:24:23.561Z","away","Sean Manaea","","","away","Sean Manaea","640455","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-18T19:05:00.000Z","220.607317","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823442","2026-07-02","2026-07-02T14:17:08.080Z","home","Alan Rangel","","","home","Alan Rangel","660604","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-02T16:35:00.000Z","137.865333","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823442","2026-07-02","2026-07-02T14:17:08.080Z","away","Jared Jones","","","away","Jared Jones","683003","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-07-02T16:35:00.000Z","137.865333","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823444","2026-06-29","2026-06-29T20:07:22.161Z","home","Aaron Nola","","","home","Aaron Nola","605400","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-29T22:40:00.000Z","152.63065","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
"823444","2026-06-29","2026-06-29T20:07:22.161Z","away","Braxton Ashcraft","","","away","Braxton Ashcraft","677952","FINAL_PITCHERS_ID","UNRESOLVED_PREGAME_ID","","2026-06-29T22:40:00.000Z","152.63065","El snapshot no contiene ID explícito ni ID auxiliar verificable para este lado"
