scenario,game_id,pitcher_id,game_date,side,feature,stored_value,reconstructed_value,absolute_difference,relative_difference,exact_match,material_difference,history_count,history_game_ids,target_game_excluded,future_games_excluded,target_stats_used,target_identity_source
A_STRICT,822752,657277,2026-04-17,away,last5PitchCountAvg,95.0,,,,False,False,0,,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
A_STRICT,822752,657277,2026-04-17,away,pitchesLast3Starts,294.0,,,,False,False,0,,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,822752,657277,2026-04-17,away,last3Ks1,6.0,6.0,0.0,0.0,True,False,6,824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,822752,657277,2026-04-17,away,last3Ks2,3.0,3.0,0.0,0.0,True,False,6,824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,822752,657277,2026-04-17,away,last3Ks3,5.0,5.0,0.0,0.0,True,False,6,824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,822752,657277,2026-04-17,away,last5KsAvg,5.25,4.8,0.4500000000000002,0.08571428571428574,False,False,6,824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,822752,657277,2026-04-17,away,last5KsStd,1.48,1.6,0.1200000000000001,0.08108108108108115,False,False,6,824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,822752,657277,2026-04-17,away,last5IpAvg,6.0,5.7,0.2999999999999998,0.04999999999999997,False,False,6,824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,822752,657277,2026-04-17,away,last5BfAvg,26.3,25.2,1.1000000000000014,0.04182509505703427,False,False,6,824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,822752,657277,2026-04-17,away,last5PitchCountAvg,95.0,93.0,2.0,0.021052631578947368,False,False,6,824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,822752,657277,2026-04-17,away,pitchesLast3Starts,294.0,294.0,0.0,0.0,True,False,6,824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
A_STRICT,823233,657277,2026-04-23,home,last3Ks1,6.0,,,,False,False,0,,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
A_STRICT,823233,657277,2026-04-23,home,last3Ks2,6.0,,,,False,False,0,,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
A_STRICT,823233,657277,2026-04-23,home,last3Ks3,3.0,,,,False,False,0,,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
A_STRICT,823233,657277,2026-04-23,home,last5KsAvg,5.4,,,,False,False,0,,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
A_STRICT,823233,657277,2026-04-23,home,last5KsStd,1.36,,,,False,False,0,,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
A_STRICT,823233,657277,2026-04-23,home,last5IpAvg,6.0,,,,False,False,0,,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
A_STRICT,823233,657277,2026-04-23,home,last5BfAvg,26.4,,,,False,False,0,,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
A_STRICT,823233,657277,2026-04-23,home,last5PitchCountAvg,96.0,,,,False,False,0,,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
A_STRICT,823233,657277,2026-04-23,home,pitchesLast3Starts,289.0,,,,False,False,0,,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,823233,657277,2026-04-23,home,last3Ks1,6.0,6.0,0.0,0.0,True,False,7,822752|824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,823233,657277,2026-04-23,home,last3Ks2,6.0,6.0,0.0,0.0,True,False,7,822752|824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,823233,657277,2026-04-23,home,last3Ks3,3.0,3.0,0.0,0.0,True,False,7,822752|824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,823233,657277,2026-04-23,home,last5KsAvg,5.4,5.4,0.0,0.0,True,False,7,822752|824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,823233,657277,2026-04-23,home,last5KsStd,1.36,1.36,0.0,0.0,True,False,7,822752|824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,823233,657277,2026-04-23,home,last5IpAvg,6.0,6.0,0.0,0.0,True,False,7,822752|824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,823233,657277,2026-04-23,home,last5BfAvg,26.4,26.4,0.0,0.0,True,False,7,822752|824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,823233,657277,2026-04-23,home,last5PitchCountAvg,96.0,96.0,0.0,0.0,True,False,7,822752|824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
B_DATE,823233,657277,2026-04-23,home,pitchesLast3Starts,289.0,289.0,0.0,0.0,True,False,7,822752|824857|823238|823322|823244|831756|831768,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
A_STRICT,824353,657277,2026-05-29,away,last3Ks1,4.0,,,,False,False,0,,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
A_STRICT,824353,657277,2026-05-29,away,last3Ks2,6.0,,,,False,False,0,,True,True,False,FINAL_BOXSCORE_PLAYER_ID_RETROSPECTIVE
