"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","miss_distance","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SI","2026-09-14","95.6","-1.26","5.54","Guerrero Jr., Vladimir",665489,675512,"field_out","hit_into_play",,,,,4,"Vladimir Guerrero Jr. grounds out, shortstop Kevin McGonigle to first baseman Spencer Torkelson.","R","R","R","TOR","DET","X",6,"ground_ball",1,1,2026,"-1.27","0.74",-0.6005299334008958,2.691946214359549,665926,676391,543807,2,2,"Bot",111.93,162.54,,,,,4.674843668610385,-139.2415232553983,-3.4571635090175254,-17.57826473642839,29.644678768149156,-21.981314668272205,3.208595801,1.619291339,5,"78",-28,"96.8",2152,"6.8",822765,693307,679529,650402,701678,805808,814430,703601,656716,"53.68",0.041,0.037,"0",1,0,0,2,18,3,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",213,"-0.048","-0.24","77.4","6.9",,0.041,"0.24","88.0",2,2,0.76,0.76,25,27,26,27,2,1,,,,,"1.74","1.27","1.27",,-8.250158482141583,5.772428258899565,28.33288577665896,28.61707547972059,25.750962177383336
"SI","2026-09-14","97.3","-1.31","5.53","Guerrero Jr., Vladimir",665489,675512,,"called_strike",,,,,9,,"R","R","R","TOR","DET","S",,,1,0,2026,"-1.18","0.96",0.38428700970920127,1.559241859595134,665926,676391,543807,2,2,"Bot",,,,,,,7.299423921300065,-141.5186383014125,-7.21438008174579,-17.52432184361557,30.36800417653765,-17.827978124302067,3.208595801,1.619291339,,,,"98.4",2104,"6.8",822765,693307,679529,650402,701678,805808,814430,703601,656716,"53.69",,,,,,,,18,2,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",214,"-0.01","-0.04",,,,,"0.04",,2,2,0.77,0.77,25,27,26,27,2,1,,,,,"1.44","1.18","1.18",,,,,,
"SL","2026-09-14","89.9","-1.41","5.47","Guerrero Jr., Vladimir",665489,675512,,"blocked_ball",,,,,14,,"R","R","R","TOR","DET","B",,,0,0,2026,"0.53","0.16",1.863317186276858,0.45085589302307616,665926,676391,543807,2,2,"Bot",,,,,,,6.936382792248474,-130.86243247108357,-6.6930846318288175,4.873722087581012,24.208696458399068,-29.27828260662167,3.208595801,1.619291339,,,,"91.5",2453,"6.9",822765,693307,679529,650402,701678,805808,814430,703601,656716,"53.55",,,,,,,,18,1,"Slider",2,0,2,0,0,2,2,0,"Standard","Standard",129,"0.007","0.029",,,,,"-0.029",,2,2,0.763,0.763,25,27,26,27,2,1,,,,,"2.63","-0.53","-0.53",,,,,,
"SL","2026-09-14","89.9","-1.49","6.23","Guerrero Jr., Vladimir",665489,689225,"walk","ball",,,,,13,"Vladimir Guerrero Jr. challenged (pitch result), call on the field was overturned: Vladimir Guerrero Jr. walks.","R","R","R","TOR","DET","B",,,3,2,2026,"0.23","0.56",-0.20494130452368542,1.421188359949484,,,,2,4,"Bot",,,,,,,2.622857624732908,-131.02161933952078,-6.966415874735409,2.229200255106659,22.866263379499113,-24.588946454019453,3.208595801,1.619291339,,,,"90",2394,"5.9",822765,693307,679529,650402,701678,805808,814430,703601,656716,"54.6",,0.69862,"0.7",1,0,0,,33,6,"Slider",2,0,2,0,0,2,2,0,"Strategic","Standard",191,"0.007","0.291",,,,,"-0.291",,2,2,0.76,0.76,28,27,28,27,1,2,,,,,"2.21","-0.23","-0.23",,,,,,
"FF","2026-09-14","94.7","-1.39","6.23","Guerrero Jr., Vladimir",665489,689225,,"swinging_strike",,,,,5,,"R","R","R","TOR","DET","S",,,3,1,2026,"-0.48","1.58",0.24849721231471855,2.199263639805779,,,,2,4,"Bot",,,,,,,5.2780811305410245,-137.67035794786554,-8.18283893794129,-7.290074439924571,28.501474706656722,-10.390247319469626,3.208595801,1.619291339,,,,"94.4",2548,"6",822765,693307,679529,650402,701678,805808,814430,703601,656716,"54.49",,,,,,,,33,5,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",202,"-0.002","-0.095","85.0","8.5","0.243843252",,"0.095",,2,2,0.762,0.762,28,27,28,27,1,2,,,,,"0.95","0.48","0.48",,9.214406410281665,-19.48969503466309,29.860936111287163,37.817352252101344,41.28622133053197
"FF","2026-09-14","94.7","-1.27","6.15","Guerrero Jr., Vladimir",665489,689225,,"ball",,,,,14,,"R","R","R","TOR","DET","B",,,2,1,2026,"-0.56","1.6",0.12783663408884682,0.6944595823496715,,,,2,4,"Bot",,,,,,,4.841495570640194,-137.55566443918082,-11.92430847879232,-8.099827981199958,26.428641273882672,-9.51604663617595,3.208595801,1.619291339,,,,"94.9",2511,"6.2",822765,693307,679529,650402,701678,805808,814430,703601,656716,"54.32",,,,,,,,33,4,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Strategic","Standard",201,"0.002","0.101",,,,,"-0.101",,2,2,0.76,0.76,28,27,28,27,1,2,,,,,"0.92","0.56","0.56",,,,,,
"SL","2026-09-14","89.6","-1.55","6.18","Guerrero Jr., Vladimir",665489,689225,,"called_strike",,,,,5,,"R","R","R","TOR","DET","S",,,2,0,2026,"0.52","0.37",-0.18908015289029168,2.281573952903535,,,,2,4,"Bot",,,,,,,2.1898391352632895,-130.63482232643454,-4.26362340369964,5.532342945357175,24.94235142434026,-27.25360821058022,3.208595801,1.619291339,,,,"89.4",2310,"5.9",822765,693307,679529,650402,701678,805808,814430,703601,656716,"54.64",,,,,,,,33,3,"Slider",2,0,2,0,0,2,2,0,"Strategic","Standard",178,"-0.001","-0.066",,,,,"0.066",,2,2,0.761,0.761,28,27,28,27,1,2,,,,,"2.43","-0.52","-0.52",,,,,,
"SI","2026-09-14","96","-1.43","6.15","Guerrero Jr., Vladimir",665489,689225,,"ball",,,,,13,,"R","R","R","TOR","DET","B",,,1,0,2026,"-1.13","1.19",-0.33498098723943803,1.3828921794912425,,,,2,4,"Bot",,,,,,,5.430565071364408,-139.4849581327911,-9.51549699079765,-15.905996832976964,29.108081396198145,-14.703564853986705,3.208595801,1.619291339,,,,"96.1",2570,"6.3",822765,693307,679529,650402,701678,805808,814430,703601,656716,"54.23",,,,,,,,33,2,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",204,"0.001","0.065",,,,,"-0.065",,2,2,0.76,0.76,28,27,28,27,1,2,,,,,"1.27","1.13","1.13",,,,,,
"SI","2026-09-14","95","-1.42","6.13","Guerrero Jr., Vladimir",665489,689225,,"ball",,,,,14,,"R","R","R","TOR","DET","B",,,0,0,2026,"-1.1","1.3",0.3556927138492161,0.24327950106523355,,,,2,4,"Bot",,,,,,,7.042480508656688,-137.70680582972724,-12.367331670489621,-15.49754081354997,29.100167905174573,-13.029171595787748,3.208595801,1.619291339,,,,"94.7",2425,"6.2",822765,693307,679529,650402,701678,805808,814430,703601,656716,"54.28",,,,,,,,33,1,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",209,"0.001","0.041",,,,,"-0.041",,2,2,0.759,0.759,28,27,28,27,1,2,,,,,"1.23","1.1","1.1",,,,,,
"FC","2026-09-14","94.6","-1.51","5.48","Guerrero Jr., Vladimir",665489,675512,"field_out","hit_into_play",,,,,6,"Vladimir Guerrero Jr. grounds out, second baseman Gleyber Torres to first baseman Spencer Torkelson. Brett Bateman to 3rd. George Springer to 2nd.","R","R","R","TOR","DET","X",4,"ground_ball",3,2,2026,"0.26","0.57",0.7257296121552453,2.5593160798806425,,703520,543807,0,1,"Bot",139.77,163.75,,,,,5.2125471410126405,-137.8676702739841,-3.1276063579669975,2.264232487517969,27.501775049866023,-24.37879377441815,3.208595801,1.619291339,2,"82.3",-44,"96",2395,"6.8",822765,693307,679529,650402,701678,805808,814430,703601,656716,"53.73",0.124,0.115,"0",1,0,0,2,6,6,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",197,"-0.013","-0.392","72.3","6.8",,0.124,"0.392","88.0",0,0,0.646,0.646,25,27,26,27,1,0,,,,,"1.95","-0.26","-0.26",,-15.621091048376124,18.625549431264954,26.0748443138219,43.05040077361066,17.19822297731139
"FC","2026-09-14","91.1","-1.55","5.49","Guerrero Jr., Vladimir",665489,675512,,"blocked_ball",,,,,14,,"R","R","R","TOR","DET","B",,,2,2,2026,"0.51","0.32",1.0191742671529422,0.3680535917448018,,703520,543807,0,1,"Bot",,,,,,,5.29500113933319,-132.55013340740106,-7.5325026085133135,5.070339915242905,25.921565637209792,-27.023036061741287,3.208595801,1.619291339,,,,"92.5",2386,"6.9",822765,693307,679529,650402,701678,805808,814430,703601,656716,"53.58",,,,,,,,6,5,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",151,"0.017","0.088",,,,,"-0.088",,0,0,0.629,0.629,25,27,26,27,1,0,,,,,"2.4","-0.51","-0.51",,,,,,
"SI","2026-09-14","97.1","-1.46","5.53","Guerrero Jr., Vladimir",665489,675512,,"swinging_strike",,,,,13,,"R","R","R","TOR","DET","S",,,2,1,2026,"-1.17","0.78",-1.1208477836551896,2.0993699514572457,,703520,543807,0,1,"Bot",,,,,,,3.6562428669413327,-141.32979040332862,-5.31883143089876,-16.537005886037683,30.59510796803886,-20.70974965484129,3.208595801,1.619291339,,,,"98.2",2119,"6.8",822765,693307,679529,650402,701678,805808,814430,703601,656716,"53.7",,,,,,,,6,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",214,"-0.014","-0.086","78.4","7.2","0.560236164",,"0.086",,0,0,0.643,0.643,25,27,26,27,1,0,,,,,"1.63","1.17","1.17",,-9.885012344437435,-3.2015700190109757,38.03907663920566,22.146466997287995,22.03514395316848
"FC","2026-09-14","95","-1.59","5.46","Guerrero Jr., Vladimir",665489,675512,,"ball",,,,,14,,"R","R","R","TOR","DET","B",,,1,1,2026,"0.31","0.99",0.6854610987561955,1.4143707584532546,,703520,543807,0,1,"Bot",,,,,,,5.238858879524618,-138.23956855454125,-7.0969277478103425,2.960545361170825,27.64151809120608,-18.07104803761782,3.208595801,1.619291339,,,,"96.4",2401,"6.8",822765,693307,679529,650402,701678,805808,814430,703601,656716,"53.66",,,,,,,,6,3,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",194,"0.009","0.061",,,,,"-0.061",,0,0,0.634,0.634,25,27,26,27,1,0,,,,,"1.51","-0.31","-0.31",,,,,,
"FC","2026-09-14","94.4","-1.6","5.46","Guerrero Jr., Vladimir",665489,675512,,"blocked_ball",,,,,14,,"R","R","R","TOR","DET","B",,,0,1,2026,"0.33","0.77",2.53345998457409,0.3501446332881559,,703520,543807,0,1,"Bot",,,,,,,9.988730428992046,-137.0162937436063,-9.206021214428125,2.1760061462905083,26.995712070293326,-20.70424616811558,3.208595801,1.619291339,,,,"96",2406,"7.1",822765,693307,679529,650402,701678,805808,814430,703601,656716,"53.41",,,,,,,,6,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",194,"0.005","0.051",,,,,"-0.051",,0,0,0.629,0.629,25,27,26,27,1,0,,,,,"1.78","-0.33","-0.33",,,,,,
"SI","2026-09-14","97.3","-1.52","5.48","Guerrero Jr., Vladimir",665489,675512,,"called_strike",,,,,5,,"R","R","R","TOR","DET","S",,,0,0,2026,"-1.23","1.01",0.1866475168706785,2.1644932542633017,,703520,543807,0,1,"Bot",,,,,,,7.432305876085862,-141.51408347707851,-5.5718976798966695,-18.136561534046702,30.43594558783939,-17.55826161391379,3.208595801,1.619291339,,,,"98.4",2172,"6.8",822765,693307,679529,650402,701678,805808,814430,703601,656716,"53.71",,,,,,,,6,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",210,"-0.007","-0.059",,,,,"0.059",,0,0,0.636,0.636,25,27,26,27,1,0,,,,,"1.39","1.23","1.23",,,,,,
"FC","2026-09-14","95.5","-1.52","6.38","Guerrero Jr., Vladimir",665489,445276,"strikeout","called_strike",,,,,4,"Vladimir Guerrero Jr. called out on strikes.","R","R","R","TOR","DET","S",2,,0,2,2026,"0.2","1.68",-0.43034835928760906,2.118917595669246,,,807727,0,9,"Bot",,,,,,,2.417996094280514,-138.7541017746454,-9.231256827940483,1.888798237493889,36.209537966028456,-8.546723685358367,3.208595801,1.619291339,,,,"96.3",2786,"7.2",822765,693307,679529,701678,805808,807726,814430,703601,656716,"53.27",,0,"0",1,0,0,,78,4,"Cutter",5,6,5,6,6,5,5,6,"Standard","Standard",183,"-0.075","-0.155",,,,,"0.155",,-1,-1,0.289,0.289,38,27,39,27,1,4,,,,,"0.86","-0.2","-0.2",,,,,,
"FC","2026-09-14","94","-1.46","6.39","Guerrero Jr., Vladimir",665489,445276,,"foul",,,,,12,,"R","R","R","TOR","DET","S",,,0,2,2026,"0.18","1.63",0.09904486343458668,3.442672534004774,,,807727,0,9,"Bot",,,,,,,3.62291580553446,-136.79820774926264,-5.462574305268219,1.504039862713852,30.343472777849637,-10.760161598637279,3.208595801,1.619291339,,,,"95.3",2761,"7.1",822765,693307,679529,701678,805808,807726,814430,703601,656716,"53.44",,,,,,,,78,3,"Cutter",5,6,5,6,6,5,5,6,"Standard","Standard",182,"0","0","71.6","6.0",,,"0",,-1,-1,0.289,0.289,38,27,39,27,1,4,,,,,"0.95","-0.18","-0.18",,-12.365627480202702,26.25250756462175,23.931557628708948,37.17567855571575,18.108106342473327
"FC","2026-09-14","92.3","-1.71","6.42","Guerrero Jr., Vladimir",665489,445276,,"swinging_strike",,,,,12,,"R","R","R","TOR","DET","S",,,0,1,2026,"0.37","1.59",0.09646937290669022,3.4977548519566226,,,807727,0,9,"Bot",,,,,,,3.755824260133282,-134.27972550900168,-4.9843241862182275,3.651980602021774,29.67244147578766,-12.040509680090489,3.208595801,1.619291339,,,,"93.5",2699,"7.1",822765,693307,679529,701678,805808,807726,814430,703601,656716,"53.42",,,,,,,,78,2,"Cutter",5,6,5,6,6,5,5,6,"Standard","Standard",182,"-0.031","-0.049","77.7","6.9","0.294530196",,"0.049",,-1,-1,0.32,0.32,38,27,39,27,1,4,,,,,"1.09","-0.37","-0.37",,-0.2405492798665421,5.061099277453502,21.51738036815771,37.91958748362636,25.055690150021174
"SL","2026-09-14","84.9","-1.84","5.66","Guerrero Jr., Vladimir",665489,640448,"field_out","hit_into_play",,,,,8,"Vladimir Guerrero Jr. flies out to center fielder Max Clark.","R","R","R","TOR","DET","X",8,"fly_ball",0,0,2026,"0.39","-0.07",0.0780689210861707,2.0967091190089606,,,543807,0,7,"Bot",121.4,48.08,,,,,3.6755130937465466,-123.65489254560589,-1.713931457050119,3.3111179798851764,22.930963507705986,-32.751568890631205,3.208595801,1.619291339,373,"99.9",27,"85.8",2230,"6.7",822765,693307,679529,650402,701678,805808,814430,703601,656716,"53.83",0.511,0.871,"0",1,0,0,6,57,1,"Slider",2,4,2,4,4,2,2,4,"Standard","Standard",102,"-0.062","-0.248","83.8","7.9",,1.61,"0.248","99.9",-2,-2,0.29,0.29,34,27,35,27,1,3,,,,,"3.21","-0.39","-0.39",,3.159150660999218,-12.783368424582832,29.429169185754105,36.771453964819585,37.675789430011775
"SI","2026-09-14","93.9","-1.5","6.39","Guerrero Jr., Vladimir",665489,445276,,"called_strike",,,,,2,,"R","R","R","TOR","DET","S",,,0,0,2026,"-0.64","1.68",0.1647367553997069,2.8596898767016112,,,807727,0,9,"Bot",,,,,,,5.7738932780547145,-136.50561456024843,-7.062966492054843,-9.308616470442656,29.905228802698943,-9.818794045934771,3.208595801,1.619291339,,,,"95.1",2441,"7",822765,693307,679529,701678,805808,807726,814430,703601,656716,"53.48",,,,,,,,78,1,"Sinker",5,6,5,6,6,5,5,6,"Standard","Standard",195,"-0.019","-0.04",,,,,"0.04",,-1,-1,0.339,0.339,38,27,39,27,1,4,,,,,"0.91","0.64","0.64",,,,,,
"FS","2026-09-13","84.7","0.01","6.24","Guerrero Jr., Vladimir",665489,682274,"single","hit_into_play",,,,,7,"Vladimir Guerrero Jr. singles on a sharp ground ball to left fielder Dylan Beavers. Brett Bateman to 2nd.","R","R","R","TOR","BAL","X",7,"ground_ball",1,0,2026,"-0.72","0.86",-0.35684728145331757,1.6606841619505428,,,703520,2,7,"Bot",84.08,95.54,,,,,0.6121087297844748,-123.22984751906121,-5.792510876711395,-7.416711653187248,25.655758200626455,-22.446968461227044,3.208595801,1.619291339,68,"115.5",1,"84.3",1443,"6.1",822764,650968,624413,702616,687952,683002,687637,677956,665750,"54.37",0.629,0.598,"0.9",1,1,0,4,63,2,"Split-Finger",4,1,4,1,1,4,4,1,"Standard","Standard",194,"0.005","0.31","82.3","8.0",,0.714,"-0.31","115.5",3,3,0.935,0.935,30,27,31,27,1,3,32,1,,,"2.33","0.72","0.72","62.3",1.608714358365079,-9.884518250155322,34.65667897842687,32.44222191616216,35.7970839743259
"SL","2026-09-13","85.5","0.01","6.13","Guerrero Jr., Vladimir",665489,682274,,"ball",,,,,14,,"R","R","R","TOR","BAL","B",,,0,0,2026,"0.09","0.19",0.3249002750208452,1.0116243019127213,,,703520,2,7,"Bot",,,,,,,0.536830733923916,-124.50253723581208,-5.895767656552188,0.8308630615825668,24.666892731066238,-29.21579973027855,3.208595801,1.619291339,,,,"85.1",2271,"6",822764,650968,624413,702616,687952,683002,687637,677956,665750,"54.52",,,,,,,,63,1,"Slider",4,1,4,1,1,4,4,1,"Standard","Standard",155,"0.001","0.037",,,,,"-0.037",,3,3,0.934,0.934,30,27,31,27,1,3,32,1,,,"2.92","-0.09","-0.09","63.7",,,,,
"FF","2026-09-13","95.4","-2.99","5.77","Guerrero Jr., Vladimir",665489,676742,"strikeout","called_strike",,,,,4,"Vladimir Guerrero Jr. called out on strikes.","R","R","R","TOR","BAL","S",2,,2,2,2026,"-0.79","1.22",-0.8065663342697387,2.4342624124936654,,815873,,2,8,"Bot",,,,,,,7.446804740605641,-138.64720537059603,-5.624562189376452,-11.96096477968424,34.026355383183564,-15.399644509328171,3.208595801,1.619291339,,,,"94.6",2574,"6.1",822764,650968,624413,702616,687952,683002,687637,665750,677008,"54.38",,0,"0",1,0,0,,76,5,"4-Seam Fastball",8,1,8,1,1,8,8,1,"Standard","Standard",208,"0","-0.219",,,,,"0.219",,7,7,0.999,0.999,29,27,30,27,1,4,1,1,,,"1.31","0.79","0.79","26.0",,,,,
"FF","2026-09-13","96.2","-2.86","5.76","Guerrero Jr., Vladimir",665489,676742,,"ball",,,,,11,,"R","R","R","TOR","BAL","B",,,1,2,2026,"-0.84","1.26",-1.2206985059684052,4.066191647964396,,815873,,2,8,"Bot",,,,,,,6.2084599274558245,-139.9462040703986,-1.6206836526114043,-12.506932980829816,33.11240770187386,-15.505512756103476,3.208595801,1.619291339,,,,"95.6",2620,"6.1",822764,650968,624413,702616,687952,683002,687637,665750,677008,"54.4",,,,,,,,76,4,"4-Seam Fastball",8,1,8,1,1,8,8,1,"Standard","Standard",213,"0","0.027",,,,,"-0.027",,7,7,0.999,0.999,29,27,30,27,1,4,1,1,,,"1.21","0.84","0.84","26.4",,,,,
"SL","2026-09-13","82.4","-2.85","5.95","Guerrero Jr., Vladimir",665489,676742,,"ball",,,,,11,,"R","R","R","TOR","BAL","B",,,0,2,2026,"0.48","-0.5",-0.7093372116902683,3.7053221780522043,,815873,,2,8,"Bot",,,,,,,3.836429831758699,-119.84524949753249,2.6947625270336806,3.677379386963291,27.096946696393907,-37.79074300536505,3.208595801,1.619291339,,,,"81.4",2795,"6",822764,650968,624413,702616,687952,683002,687637,665750,677008,"54.5",,,,,,,,76,3,"Slider",8,1,8,1,1,8,8,1,"Standard","Standard",70,"0","0.01",,,,,"-0.01",,7,7,0.999,0.999,29,27,30,27,1,4,1,1,,,"3.91","-0.48","-0.48","31.1",,,,,
"FF","2026-09-13","95.4","-3.11","5.74","Guerrero Jr., Vladimir",665489,676742,,"swinging_strike",,,,,11,,"R","R","R","TOR","BAL","S",,,0,1,2026,"-0.36","1.23",-0.032505919992347976,3.721054810588922,,815873,,2,8,"Bot",,,,,,,8.75545740460062,-138.56549783975456,-2.2351686759938536,-6.787988275845985,34.46643027709321,-16.086443361519144,3.208595801,1.619291339,,,,"94.4",2643,"6",822764,650968,624413,702616,687952,683002,687637,665750,677008,"54.46",,,,,,,,76,2,"4-Seam Fastball",8,1,8,1,1,8,8,1,"Standard","Standard",216,"0","-0.061","75.0","6.7","0.275313912",,"0.061",,7,7,0.999,0.999,29,27,30,27,1,4,1,1,,,"1.3","0.36","0.36","25.1",-2.5421224933292192,10.865678162403734,21.104310644806603,37.75801692147298,22.50642780385141
"SL","2026-09-13","81.4","-2.98","6.01","Guerrero Jr., Vladimir",665489,676742,,"foul",,,,,11,,"R","R","R","TOR","BAL","S",,,0,0,2026,"0.43","-0.37",-1.1893728251143014,3.3993021993777246,,815873,,2,8,"Bot",,,,,,,3.108703736510851,-118.42376358469836,1.6740289639474557,3.3821054674486906,23.506431392655003,-36.245066914706946,3.208595801,1.619291339,10,"62",-18,"80.5",2627,"5.8",822764,650968,624413,702616,687952,683002,687637,665750,677008,"54.71",,,,,,,,76,1,"Slider",8,1,8,1,1,8,8,1,"Standard","Standard",106,"0","-0.039",,,,,"0.039","88.0",7,7,0.999,0.999,29,27,30,27,1,4,1,1,,,"3.83","-0.43","-0.43","32.8",,,,,
"SL","2026-09-12","88.8","-0.85","6.3","Guerrero Jr., Vladimir",665489,680694,"strikeout","swinging_strike",,,,,12,"Vladimir Guerrero Jr. strikes out swinging.","R","R","R","TOR","BAL","S",2,,2,2,2026,"1.16","-0.19",0.8445143359457556,2.990072546362447,,,543807,0,3,"Bot",,,,,,,1.6373107560381452,-129.26193469760287,-1.42773605449941,12.544309981494958,28.410211718039843,-34.16453947823149,3.208595801,1.619291339,,,,"88.8",2497,"6.4",822768,665966,624413,702616,687952,683002,687637,681297,677008,"54.11",,0,"0",1,0,0,,24,5,"Slider",3,0,3,0,0,3,3,0,"Standard","Standard",53,"-0.014","-0.218","74.8","6.4","0.1",,"0.218",,3,3,0.854,0.854,29,27,30,27,2,1,6,1,,1,"3.09","-1.16","-1.16","58.2",-13.993858656306907,27.640071661555687,24.273458586142347,45.60426104533587,11.649209690891238
"CU","2026-09-12","88.1","-0.88","6.37","Guerrero Jr., Vladimir",665489,680694,,"blocked_ball",,,,,14,,"R","R","R","TOR","BAL","B",,,1,2,2026,"0.4","-0.73",0.5806738897551572,0.5167427370901594,,,543807,0,3,"Bot",,,,,,,2.651101641135888,-128.22845369787984,-6.23250645510582,3.790478698243946,28.98240086038781,-39.02954497941408,3.208595801,1.619291339,,,,"88.1",2610,"6.5",822768,665966,624413,702616,687952,683002,687637,681297,677008,"54.01",,,,,,,,24,4,"Curveball",3,0,3,0,0,3,3,0,"Standard","Standard",27,"0.002","0.043",,,,,"-0.043",,3,3,0.852,0.852,29,27,30,27,2,1,6,1,,1,"3.69","-0.4","-0.4","58.5",,,,,
"SL","2026-09-12","89.9","-1.03","6.25","Guerrero Jr., Vladimir",665489,680694,,"swinging_strike",,,,,14,,"R","R","R","TOR","BAL","S",,,1,1,2026,"0.72","-0.29",0.6185965018811128,1.2303065216231106,,,543807,0,3,"Bot",,,,,,,2.477176010842887,-130.68577061674955,-5.463326400105515,7.532191911392681,32.85609109935712,-34.27795326674477,3.208595801,1.619291339,,,,"89.3",2692,"6.4",822768,665966,624413,702616,687952,683002,687637,681297,677008,"54.05",,,,,,,,24,3,"Slider",3,0,3,0,0,3,3,0,"Standard","Standard",59,"-0.004","-0.055","80.5","8.9","11.235087552",,"0.055",,3,3,0.856,0.856,29,27,30,27,2,1,6,1,,1,"3.16","-0.72","-0.72","50.5",16.89970991545833,-32.24925224649092,30.38473763031203,42.16036957191893,55.82731907578549
"SL","2026-09-12","90","-1.21","6.13","Guerrero Jr., Vladimir",665489,680694,,"swinging_strike",,,,,14,,"R","R","R","TOR","BAL","S",,,1,0,2026,"0.97","-0.39",1.345844472944179,1.2012542468209593,,,543807,0,3,"Bot",,,,,,,4.162536974208659,-130.84525862277428,-5.000409883737541,9.853115658968523,33.591662021322364,-35.51698575231686,3.208595801,1.619291339,,,,"89.2",2709,"6.3",822768,665966,624413,702616,687952,683002,687637,681297,677008,"54.18",,,,,,,,24,2,"Slider",3,0,3,0,0,3,3,0,"Standard","Standard",55,"-0.003","-0.053","62.0","7.9","9.705659604",,"0.053",,3,3,0.859,0.859,29,27,30,27,2,1,6,1,,1,"3.26","-0.97","-0.97","48.8",5.390594510027521,-4.472050248655124,26.57730011009943,51.069269106761965,36.27004592300614
"SL","2026-09-12","89.6","-1.2","6.16","Guerrero Jr., Vladimir",665489,680694,,"ball",,,,,14,,"R","R","R","TOR","BAL","B",,,0,0,2026,"0.77","0.13",0.4869580698720909,1.3727432283210135,,,543807,0,3,"Bot",,,,,,,2.4369224554110227,-130.26987397689754,-5.752092148313033,8.096958018076304,31.861530401745487,-29.523909086652456,3.208595801,1.619291339,,,,"89",2767,"6.4",822768,665966,624413,702616,687952,683002,687637,681297,677008,"54.14",,,,,,,,24,1,"Slider",3,0,3,0,0,3,3,0,"Standard","Standard",54,"0.002","0.038",,,,,"-0.038",,3,3,0.857,0.857,29,27,30,27,2,1,6,1,,1,"2.75","-0.77","-0.77","49.1",,,,,
"SI","2026-09-12","95.4","-1.17","6.19","Guerrero Jr., Vladimir",665489,680694,"double","hit_into_play",,,,,6,"Vladimir Guerrero Jr. doubles (23) on a sharp line drive to right fielder Heston Kjerstad. Brett Bateman scores.","R","R","R","TOR","BAL","X",9,"line_drive",0,1,2026,"-0.68","1.19",0.3880899005467833,2.1782768011342952,,703520,,1,1,"Bot",176,67,,,,,5.625231270895934,-138.69029021245086,-7.409457473761342,-10.063856942696605,31.85410600500711,-15.292636395724685,3.208595801,1.619291339,357,"100.1",20,"95.5",2273,"6.4",822768,665966,624413,702616,687952,683002,687637,681297,677008,"54.06",0.311,0.382,"1.25",1,1,1,5,9,2,"Sinker",0,0,0,0,0,1,1,0,"Standard","Standard",195,"0.1","0.846","76.5","7.6",,0.609,"-0.846","100.1",0,0,0.562,0.562,29,27,30,27,1,0,6,1,,1,"1.32","0.68","0.68","51.4",-2.7078470403133656,7.252108832957316,33.64897650097955,40.225490124596725,25.589998555823364
