"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","miss_distance","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2026-08-22","93.6","-1.87","5.19","Guerrero Jr., Vladimir",665489,690440,,"ball",,,,,12,,"R","R","R","NYY","TOR","B",,,0,2,2026,"-0.42","1.31",2.3564284188013294,3.010425883393819,,,703520,2,8,"Top",,,,,,,11.652460746492153,-135.8657293133403,-2.612019275940239,-7.783223101893968,30.441971980531342,-15.529112562354998,3.208595801,1.619291339,,,,"93.2",2516,"6.2",823509,669224,671277,665862,676609,806146,671218,663757,682987,"54.26",,,,,,,,66,3,"4-Seam Fastball",1,4,4,1,4,1,4,1,"Strategic","Standard",223,"-0.001","0.021",,,,,"-0.021",,-3,3,0.083,0.917,27,27,27,27,1,4,8,8,3,1,"1.31","0.42","0.42","25.6",,,,,
"FF","2026-08-22","91.1","-2.2","5.14","Guerrero Jr., Vladimir",665489,690440,,"swinging_strike",,,,,14,,"R","R","R","NYY","TOR","S",,,0,1,2026,"-0.42","1.29",1.2143371630517361,2.3768308977545907,,,703520,2,8,"Top",,,,,,,9.38047210862602,-132.3293987796256,-3.644989080151416,-6.949151561644041,29.093527120449693,-16.46074907720814,3.208595801,1.619291339,,,,"91.2",2471,"6.5",823509,669224,671277,665862,676609,806146,671218,663757,682987,"53.99",,,,,,,,66,2,"4-Seam Fastball",1,4,4,1,4,1,4,1,"Strategic","Standard",218,"0.002","-0.061","73.2","7.4","1.5380811",,"0.061",,-3,3,0.081,0.919,27,27,27,27,1,4,8,8,3,1,"1.48","0.42","0.42","22.4",-3.9462019338256233,9.422142773940303,23.32588508497956,50.98444101256202,24.447477710148817
"FF","2026-08-22","91.7","-2.03","5.22","Guerrero Jr., Vladimir",665489,690440,,"called_strike",,,,,9,,"R","R","R","NYY","TOR","S",,,0,0,2026,"-0.6","1.2",0.6877330052677744,1.9339236917288807,,,703520,2,8,"Top",,,,,,,8.086528623260566,-133.23221461568588,-4.798050427106918,-8.939895856599174,30.915379546953478,-17.09826097438793,3.208595801,1.619291339,,,,"91.2",2431,"6.3",823509,669224,671277,665862,676609,806146,671218,663757,682987,"54.24",,,,,,,,66,1,"4-Seam Fastball",1,4,4,1,4,1,4,1,"Strategic","Standard",220,"0.001","-0.041",,,,,"0.041",,-3,3,0.08,0.92,27,27,27,27,1,4,8,8,3,1,"1.54","0.6","0.6","23.6",,,,,
"SI","2026-08-22","95.7","-2.73","5.8","Guerrero Jr., Vladimir",665489,660787,"field_out","hit_into_play",,,,,9,"Vladimir Guerrero Jr. grounds out, second baseman Jazz Chisholm Jr. to first baseman Luis García Jr.","R","R","R","NYY","TOR","X",4,"ground_ball",2,1,2026,"-1.25","0.88",0.5366219614105365,1.7066036093982968,676391,807727,703520,2,4,"Top",143,154,,,,,11.39445670125095,-138.73979858687923,-6.951291425433418,-18.7107735821861,30.774143257642883,-19.370198479988908,3.208595801,1.619291339,71,"103.9",2,"95.8",2227,"6.5",823509,669224,671277,665862,676609,806146,671218,663757,682987,"53.96",0.54,0.5,"0",1,0,0,4,31,4,"Sinker",0,2,2,0,2,0,2,0,"Strategic","Standard",234,"0.066","-0.291","78.7","8.0",,0.596,"0.291","103.9",-2,2,0.245,0.755,28,27,29,27,1,2,4,8,3,1,"1.63","1.25","1.25","25.8",-9.539822694083043,1.8758972616958325,33.75491255739517,39.69072865125869,25.148636979089503
"SI","2026-08-22","95.3","-2.66","5.79","Guerrero Jr., Vladimir",665489,660787,,"ball",,,,,14,,"R","R","R","NYY","TOR","B",,,1,1,2026,"-1.24","0.91",0.9074910747771778,1.659234129633983,676391,807727,703520,2,4,"Top",,,,,,,12.111720243912085,-138.1779721006445,-7.0660938913026765,-18.536797669623827,30.56939789293585,-19.022114032077315,3.208595801,1.619291339,,,,"95.6",2207,"6.7",823509,669224,671277,665862,676609,806146,671218,663757,682987,"53.85",,,,,,,,31,3,"Sinker",0,2,2,0,2,0,2,0,"Strategic","Standard",228,"-0.011","0.051",,,,,"-0.051",,-2,2,0.256,0.744,28,27,29,27,1,2,4,8,3,1,"1.62","1.24","1.24","26.1",,,,,
"SI","2026-08-22","96.3","-2.63","5.73","Guerrero Jr., Vladimir",665489,660787,,"ball",,,,,14,,"R","R","R","NYY","TOR","B",,,0,1,2026,"-1.43","0.89",2.142064943490988,1.5009248706064195,676391,807727,703520,2,4,"Top",,,,,,,15.814785627184074,-139.12525701505356,-7.411445949799746,-22.149521785654716,32.498997873485195,-18.8853852978016,3.208595801,1.619291339,,,,"96.3",2282,"6.8",823509,669224,671277,665862,676609,806146,671218,663757,682987,"53.73",,,,,,,,31,2,"Sinker",0,2,2,0,2,0,2,0,"Standard","Standard",235,"-0.006","0.027",,,,,"-0.027",,-2,2,0.262,0.738,28,27,29,27,1,2,4,8,3,1,"1.61","1.43","1.43","26.5",,,,,
"SI","2026-08-22","95.7","-2.9","5.78","Guerrero Jr., Vladimir",665489,660787,,"called_strike",,,,,5,,"R","R","R","NYY","TOR","S",,,0,0,2026,"-1.33","0.74",0.15239889426653086,2.4553110425832614,676391,807727,703520,2,4,"Top",,,,,,,10.971052765713123,-138.87661297415238,-4.627501946366067,-19.663326436628306,31.350669518669925,-21.660647669758422,3.208595801,1.619291339,,,,"95.5",2263,"6.4",823509,669224,671277,665862,676609,806146,671218,663757,682987,"54.14",,,,,,,,31,1,"Sinker",0,2,2,0,2,0,2,0,"Standard","Standard",233,"0.009","-0.039",,,,,"0.039",,-2,2,0.253,0.747,28,27,29,27,1,2,4,8,3,1,"1.76","1.33","1.33","26.7",,,,,
"FF","2026-08-14","97.3","-1.77","5.88","Guerrero Jr., Vladimir",665489,543037,"single","hit_into_play",,,,,6,"Vladimir Guerrero Jr. singles on a ground ball to left fielder Heliot Ramos. Nathan Lukes to 2nd.","R","R","R","TOR","NYY","X",7,"ground_ball",3,2,2026,"-0.79","1.27",0.4587061130561437,2.274553582800559,,,664770,1,6,"Bot",97.19,131.41,,,,,7.723274763885232,-141.32762493177128,-6.8327960460438435,-12.44864208543567,34.64620795047776,-13.759017597446942,3.208595801,1.619291339,37,"104",-2,"96.8",2346,"6.3",822777,669224,671277,665862,641857,806146,671218,663757,682987,"54.24",0.406,0.372,"0.9",1,1,0,4,43,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",217,"0.055","0.362","80.4","8.2",,0.449,"-0.362","104.0",-1,-1,0.411,0.411,35,27,36,27,3,2,6,1,6,8,"1.16","0.79","0.79","39.9",0.06630497370378884,-12.40632475682523,28.848324369012204,41.59982632173289,35.372896037681365
"FF","2026-08-14","97.9","-1.64","5.96","Guerrero Jr., Vladimir",665489,543037,,"ball",,,,,14,,"R","R","R","TOR","NYY","B",,,2,2,2026,"-0.85","1.35",1.4233185028216244,1.3527210756672516,,,664770,1,6,"Bot",,,,,,,10.118992372920088,-141.85885248190888,-9.773373434131747,-13.861299661051973,33.79001424730249,-11.740667658527096,3.208595801,1.619291339,,,,"97.3",2364,"6.3",822777,669224,671277,665862,641857,806146,671218,663757,682987,"54.22",,,,,,,,43,5,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",216,"0.018","0.075",,,,,"-0.075",,-1,-1,0.393,0.393,35,27,36,27,3,2,6,1,6,8,"1.05","0.85","0.85","41.2",,,,,
"KC","2026-08-14","83.4","-1.97","5.74","Guerrero Jr., Vladimir",665489,543037,,"blocked_ball",,,,,14,,"R","R","R","TOR","NYY","B",,,1,2,2026,"1.16","-0.97",1.3501515892922784,0.2890344320849332,,,664770,1,6,"Bot",,,,,,,5.1998468505199105,-121.1892344503033,-3.7307224945627695,10.07913049489108,27.68836902667447,-41.02020530451109,3.208595801,1.619291339,,,,"82.7",2711,"6.3",822777,669224,671277,665862,641857,806146,671218,663757,682987,"54.22",,,,,,,,43,4,"Knuckle Curve",0,1,0,1,1,0,0,1,"Strategic","Standard",46,"0.008","0.053",,,,,"-0.053",,-1,-1,0.385,0.385,35,27,36,27,3,2,6,1,6,8,"4.3","-1.16","-1.16","38.3",,,,,
"FF","2026-08-14","95.8","-1.91","5.67","Guerrero Jr., Vladimir",665489,543037,,"called_strike",,,,,14,,"R","R","R","TOR","NYY","S",,,1,1,2026,"-0.96","1.16",0.8426377971334518,1.6949681351741086,,,664770,1,6,"Bot",,,,,,,9.371496314811997,-139.01562583698643,-7.258275506069842,-14.640320780165897,33.80005292281624,-15.576048818219943,3.208595801,1.619291339,,,,"95.5",2201,"6.4",822777,669224,671277,665862,641857,806146,671218,663757,682987,"54.06",,,,,,,,43,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard",223,"-0.013","-0.067",,,,,"0.067",,-1,-1,0.398,0.398,35,27,36,27,3,2,6,1,6,8,"1.35","0.96","0.96","35.4",,,,,
"FF","2026-08-14","96.8","-1.95","5.89","Guerrero Jr., Vladimir",665489,543037,,"ball",,,,,11,,"R","R","R","TOR","NYY","B",,,0,1,2026,"-0.7","1.46",-0.4748385384008519,4.295484795612527,,,664770,1,6,"Bot",,,,,,,5.46833228763384,-140.7842013482738,-1.8725973077863902,-10.580359600103161,35.14563786920936,-12.668874418197301,3.208595801,1.619291339,,,,"96",2220,"6.1",822777,669224,671277,665862,641857,806146,671218,663757,682987,"54.44",,,,,,,,43,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard",221,"0.005","0.027",,,,,"-0.027",,-1,-1,0.393,0.393,35,27,36,27,3,2,6,1,6,8,"1","0.7","0.7","35.0",,,,,
"SL","2026-08-14","87.1","-1.96","5.95","Guerrero Jr., Vladimir",665489,543037,,"called_strike",,,,,1,,"R","R","R","TOR","NYY","S",,,0,0,2026,"0.52","-0.1",-0.5026532463258874,2.7541305689232063,,,664770,1,6,"Bot",,,,,,,2.377455323154058,-126.88661333826698,-1.1405952802480153,5.122827438841538,24.924888294293012,-33.21820036760743,3.208595801,1.619291339,,,,"87.2",2431,"6.2",822777,669224,671277,665862,641857,806146,671218,663757,682987,"54.31",,,,,,,,43,1,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",89,"-0.008","-0.038",,,,,"0.038",,-1,-1,0.401,0.401,35,27,36,27,3,2,6,1,6,8,"3.09","-0.52","-0.52","39.4",,,,,
"FF","2026-08-14","97.5","-1.68","6.1","Guerrero Jr., Vladimir",665489,543037,"field_out","hit_into_play",,,,,5,"Vladimir Guerrero Jr. lines out to right fielder Spencer Jones.","R","R","R","TOR","NYY","X",9,"line_drive",2,2,2026,"-0.74","1.53",0.22415907012750735,2.2810847756110944,,,,0,4,"Bot",181.47,105.21,,,,,6.747620120075071,-141.6569971839967,-8.023276250517318,-11.54007529042375,34.29069007509493,-9.95257582245411,3.208595801,1.619291339,271,"93.4",16,"96.8",2397,"6.1",822777,669224,671277,665862,641857,806146,671218,663757,682987,"54.38",0.797,0.751,"0",1,0,0,4,27,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",214,"-0.023","-0.234","72.5","7.2",,0.943,"0.234","93.4",0,0,0.556,0.556,35,27,36,27,2,1,6,1,6,8,"0.89","0.74","0.74","43.7",-6.71535009902601,13.906605552386866,31.21210703589856,36.84523063618235,23.421798064123156
"SL","2026-08-14","88","-1.72","6.02","Guerrero Jr., Vladimir",665489,543037,,"ball",,,,,14,,"R","R","R","TOR","NYY","B",,,1,2,2026,"0.38","0.38",0.7770379240393297,0.6891434504151142,,,,0,4,"Bot",,,,,,,5.169611126471253,-127.98691473716273,-7.3482829701812,3.154555172078927,24.846699685394427,-26.750033543302514,3.208595801,1.619291339,,,,"87.9",2506,"6.1",822777,669224,671277,665862,641857,806146,671218,663757,682987,"54.39",,,,,,,,27,4,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",161,"0.004","0.046",,,,,"-0.046",,0,0,0.552,0.552,35,27,36,27,2,1,6,1,6,8,"2.55","-0.38","-0.38","41.3",,,,,
"FF","2026-08-14","96.1","-1.59","5.96","Guerrero Jr., Vladimir",665489,543037,,"ball",,,,,14,,"R","R","R","TOR","NYY","B",,,0,2,2026,"-0.68","1.44",1.0259150662579613,2.0199456665969713,,,,0,4,"Bot",,,,,,,8.370625087242583,-139.5516951459646,-7.869691184403371,-10.827487856733931,32.76450545127768,-11.718370578546038,3.208595801,1.619291339,,,,"95.6",2340,"6.2",822777,669224,671277,665862,641857,806146,671218,663757,682987,"54.3",,,,,,,,27,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",214,"0.003","0.023",,,,,"-0.023",,0,0,0.549,0.549,35,27,36,27,2,1,6,1,6,8,"1.05","0.68","0.68","41.7",,,,,
"KC","2026-08-14","81.2","-1.61","6.07","Guerrero Jr., Vladimir",665489,543037,,"swinging_strike",,,,,12,,"R","R","R","TOR","NYY","S",,,0,1,2026,"1.15","-1.14",0.6551259916241158,3.5543510556427877,,,,0,4,"Bot",,,,,,,2.738226192972633,-118.04891855059365,3.43869506471266,10.070116729058704,24.81862485084966,-43.692530780905436,3.208595801,1.619291339,,,,"80.1",2839,"5.8",822777,669224,671277,665862,641857,806146,671218,663757,682987,"54.66",,,,,,,,27,2,"Knuckle Curve",0,0,0,0,0,0,0,0,"Strategic","Standard",42,"-0.007","-0.054","44.2","5.8","1.05840774",,"0.054",,0,0,0.556,0.556,35,27,36,27,2,1,6,1,6,8,"4.63","-1.15","-1.15","44.2",2.1339124243071206,35.640145180398186,17.0667776826647,42.71443944878903,8.370455898249393
"FF","2026-08-14","95.5","-1.54","6.14","Guerrero Jr., Vladimir",665489,543037,,"called_strike",,,,,3,,"R","R","R","TOR","NYY","S",,,0,0,2026,"-0.53","1.42",0.6880800103026887,3.0402379570173714,,,,0,4,"Bot",,,,,,,6.978516980565209,-138.76374293749518,-5.497270083907497,-8.504045467783056,32.61270317985133,-12.826907035133356,3.208595801,1.619291339,,,,"94.7",2314,"6",822777,669224,671277,665862,641857,806146,671218,663757,682987,"54.45",,,,,,,,27,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",211,"-0.004","-0.042",,,,,"0.042",,0,0,0.56,0.56,35,27,36,27,2,1,6,1,6,8,"1.1","0.53","0.53","45.7",,,,,
"FF","2026-08-14","96","-1.59","6.01","Guerrero Jr., Vladimir",665489,543037,"grounded_into_double_play","hit_into_play",,,,,6,"Vladimir Guerrero Jr. grounds into a double play, shortstop George Lombard Jr. to second baseman Jazz Chisholm Jr. to first baseman Luis García Jr. Nathan Lukes out at 2nd. Vladimir Guerrero Jr. out at 1st.","R","R","R","TOR","NYY","X",6,"ground_ball",0,0,2026,"-0.99","1.33",0.39990279816040863,2.273667555638534,,,664770,1,1,"Bot",123.54,166.38,,,,,7.465651336869114,-139.42134390715458,-7.032827688903621,-14.681537259052318,33.72615409403375,-13.457295044618856,3.208595801,1.619291339,4,"98.6",-30,"95.4",2340,"6.2",822777,669224,671277,665862,641857,806146,671218,663757,682987,"54.28",0.061,0.055,"0",1,0,0,2,6,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",216,"-0.051","-0.322","73.5","7.5",,0.069,"0.322","98.6",0,0,0.551,0.551,35,27,36,27,1,0,6,1,6,8,"1.17","0.99","0.99","41.8",-15.771054300918951,2.463001241445358,34.68382236788421,40.06443891348204,20.739242888237342
"CH","2026-08-13","86.1","-2.29","4.46","Guerrero Jr., Vladimir",665489,669711,"strikeout","swinging_strike",,,,,14,"Vladimir Guerrero Jr. strikes out swinging.","R","R","R","TOR","BOS","S",2,,1,2,2026,"-1.33","-0.3",0.493049520109184,1.3320919517314684,,,676391,2,9,"Bot",,,,,,,9.222677280413215,-125.03775296889911,-0.2986229680611736,-15.900287361409157,26.622247744297884,-35.51792972218933,3.208595801,1.619291339,,,,"85.5",1711,"6.1",822776,657136,575929,686765,702332,655316,680776,678882,677800,"54.37",,0,"0",1,0,0,,73,4,"Changeup",0,7,0,7,7,0,0,7,"Standard","Standard",267,"-0.001","-0.196","75.9","8.9","1.79386344",,"0.196",,-7,-7,0.001,0.001,31,27,31,27,1,3,7,1,4,1,"3.4","1.33","1.33","8.8",14.519819424402996,-23.731035306641513,32.18040093618138,42.409941973675785,44.57637256354765
"SI","2026-08-13","92.8","-2.3","4.66","Guerrero Jr., Vladimir",665489,669711,,"foul",,,,,13,,"R","R","R","TOR","BOS","S",,,1,1,2026,"-1.55","0.03",-0.891537922184811,2.3698277274251707,,,676391,2,9,"Bot",,,,,,,6.919232799333399,-134.9317834327907,0.07545691667875987,-20.41005020534086,31.293542166109372,-32.07175790317448,3.208595801,1.619291339,32,"108.3",-3,"91.6",2132,"5.8",822776,657136,575929,686765,702332,655316,680776,678882,677800,"54.71",,,,,,,,73,3,"Sinker",0,7,0,7,7,0,0,7,"Standard","Standard",241,"0","-0.068","77.3","7.9",,,"0.068","108.3",-7,-7,0.001,0.001,31,27,31,27,1,3,7,1,4,1,"2.64","1.55","1.55","13.5",8.254680539307046,-24.68404635817749,30.359206452840557,26.16507618149528,37.295215657118646
"FF","2026-08-13","93.9","-2.18","4.8","Guerrero Jr., Vladimir",665489,669711,,"called_strike",,,,,12,,"R","R","R","TOR","BOS","S",,,1,0,2026,"-0.89","0.94",0.9563271816914197,2.4928486785374453,,,676391,2,9,"Bot",,,,,,,9.929411970220134,-136.35160712367542,-2.131875373161201,-13.307621885740247,30.30528536955438,-20.225024236121293,3.208595801,1.619291339,,,,"93.2",2304,"6",822776,657136,575929,686765,702332,655316,680776,678882,677800,"54.5",,,,,,,,73,2,"4-Seam Fastball",0,7,0,7,7,0,0,7,"Standard","Standard",243,"0","-0.049",,,,,"0.049",,-7,-7,0.001,0.001,31,27,31,27,1,3,7,1,4,1,"1.66","0.89","0.89","15.3",,,,,
"FF","2026-08-13","94.2","-2.06","5","Guerrero Jr., Vladimir",665489,669711,,"ball",,,,,14,,"R","R","R","TOR","BOS","B",,,0,0,2026,"-0.43","0.7",1.3112849766545867,1.8775833755535856,,,676391,2,9,"Bot",,,,,,,9.53733796589465,-136.7851428851289,-3.712650977067058,-7.629868728909553,31.88684163430889,-22.686842448276728,3.208595801,1.619291339,,,,"93.3",2320,"6",822776,657136,575929,686765,702332,655316,680776,678882,677800,"54.49",,,,,,,,73,1,"4-Seam Fastball",0,7,0,7,7,0,0,7,"Standard","Standard",223,"0","0.037",,,,,"-0.037",,-7,-7,0.001,0.001,31,27,31,27,1,3,7,1,4,1,"1.89","0.43","0.43","18.4",,,,,
"SI","2026-08-12","98.2","-1.61","6.41","Guerrero Jr., Vladimir",665489,594027,"single","hit_into_play",,,,,5,"Vladimir Guerrero Jr. singles on a ground ball to center fielder Ceddanne Rafaela.","R","R","R","TOR","BOS","X",8,"ground_ball",2,1,2026,"-1.23","0.98",-0.03278438923319027,2.510965090094527,,,,0,8,"Bot",125.85,111.14,,,,,7.199236062677208,-142.67337893352337,-7.230725544118282,-18.490836702565232,32.48442413418858,-17.260279005191624,3.208595801,1.619291339,72,"100",3,"99.4",2128,"7",822779,668939,575929,686765,702332,655316,680776,678882,677800,"53.5",0.54,0.501,"0.9",1,1,0,4,59,4,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",219,"0.056","0.396","77.7","7.6",,0.605,"-0.396","100.0",0,0,0.614,0.614,35,27,35,27,1,3,1,1,6,1,"1.39","1.23","1.23","42.4",1.929784509720492,2.0774127957935526,29.44462338579508,37.302065847751706,27.92898520234634
"SI","2026-08-12","99.2","-1.65","6.55","Guerrero Jr., Vladimir",665489,594027,,"foul",,,,,2,,"R","R","R","TOR","BOS","S",,,2,0,2026,"-1.42","1.08",-0.12715623212277283,3.2676110710152644,,,,0,8,"Bot",,,,,,,7.559208152952803,-144.2183559861948,-5.962203231419788,-21.57574005515218,33.4134908554868,-15.891228226066762,3.208595801,1.619291339,254,"76.9",38,"100.2",2228,"6.9",822779,668939,575929,686765,702332,655316,680776,678882,677800,"53.61",,,,,,,,59,3,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",216,"-0.013","-0.074","71.9","6.6",,,"0.074","88.0",0,0,0.627,0.627,35,27,35,27,1,3,1,1,6,1,"1.24","1.42","1.42","42.1",-2.9158822836910354,19.62693621268513,25.147469245716877,33.900632324497266,19.069140696175463
"SI","2026-08-12","97.6","-1.58","6.53","Guerrero Jr., Vladimir",665489,594027,,"ball",,,,,14,,"R","R","R","TOR","BOS","B",,,1,0,2026,"-1.33","1.17",1.334115002239412,1.9358877326477981,,,,0,8,"Bot",,,,,,,10.955603837762256,-141.5402777029602,-9.420785506487986,-20.351328968602044,31.323983666931667,-14.374557557105083,3.208595801,1.619291339,,,,"98.5",2183,"6.9",822779,668939,575929,686765,702332,655316,680776,678882,677800,"53.58",,,,,,,,59,2,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",210,"0.013","0.082",,,,,"-0.082",,0,0,0.614,0.614,35,27,35,27,1,3,1,1,6,1,"1.23","1.33","1.33","43.6",,,,,
"SI","2026-08-12","97.7","-1.64","6.54","Guerrero Jr., Vladimir",665489,594027,,"ball",,,,,14,,"R","R","R","TOR","BOS","B",,,0,0,2026,"-1.33","1.12",1.9320652259904945,2.006573816327699,,,,0,8,"Bot",,,,,,,12.717842877675709,-141.55346158938775,-9.173294075626938,-20.659218651255568,30.69576311367657,-15.050889119197267,3.208595801,1.619291339,,,,"98.7",2203,"7",822779,668939,575929,686765,702332,655316,680776,678882,677800,"53.54",,,,,,,,59,1,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",217,"0.006","0.043",,,,,"-0.043",,0,0,0.608,0.608,35,27,35,27,1,3,1,1,6,1,"1.28","1.33","1.33","44.0",,,,,
"SL","2026-08-11","90.4","-1.84","6.28","Guerrero Jr., Vladimir",665489,594027,"field_out","hit_into_play",,,,,2,"Vladimir Guerrero Jr. flies out to center fielder Ceddanne Rafaela.","R","R","R","TOR","BOS","X",8,"fly_ball",0,1,2026,"0.17","0.49",-0.18582601577758479,3.2923111749183342,,,,2,7,"Bot",169.55,64.42,,,,,3.745814772022292,-131.62284236182708,-2.366867388848497,1.203321823361106,28.5583112537469,-26.23761954881953,3.208595801,1.619291339,350,"96.3",29,"91.8",2161,"7.1",822778,668939,575929,686765,702332,655316,680776,678882,677800,"53.37",0.237,0.398,"0",1,0,0,5,62,2,"Slider",4,3,4,3,3,4,4,3,"Strategic","Standard",158,"-0.008","-0.217","69.1","6.5",,0.71,"0.217","96.3",1,1,0.753,0.753,35,27,35,27,1,3,2,1,1,1,"2.31","-0.17","-0.17","43.7",4.175325113357666,9.211847962950904,21.565703664745094,33.730465942379624,27.62610192578599
"SI","2026-08-11","100.8","-1.7","6.3","Guerrero Jr., Vladimir",665489,594027,,"foul_tip",,,,,3,,"R","R","R","TOR","BOS","S",,,0,0,2026,"-1.11","1.05",0.3622529162153203,2.9404115647718174,,,,2,7,"Bot",,,,,,,8.460689882313714,-146.37727449059156,-6.368876361649734,-17.98573635678386,36.46289845263931,-15.721069494634136,3.208595801,1.619291339,,,,"102",2287,"7.2",822778,668939,575929,686765,702332,655316,680776,678882,677800,"53.32",,,,,,,,62,1,"Sinker",4,3,4,3,3,4,4,3,"Standard","Standard",218,"-0.002","-0.044","76.2","7.2",,,"0.044",,1,1,0.755,0.755,35,27,35,27,1,3,2,1,1,1,"1.21","1.11","1.11","47.1",-4.306973944461264,14.130620552606256,23.849621063392405,40.90143056945521,20.14309107115486
"ST","2026-08-10","83.7","-0.58","5.72","Guerrero Jr., Vladimir",665489,543243,"field_out","hit_into_play",,,,,5,"Vladimir Guerrero Jr. flies out to center fielder Ceddanne Rafaela.","R","R","R","TOR","BOS","X",8,"fly_ball",0,0,2026,"1.4","-0.61",-0.1689998183190342,2.446030135485443,,,,0,6,"Bot",108.5,73.86,,,,,-1.8736996187519162,-121.77464128363022,0.3831420942652837,14.216984500500216,26.86885753448139,-38.52793113068511,3.208595801,1.619291339,313,"89.7",39,"83.3",2663,"6.3",822780,657136,575929,678011,702332,686765,680776,678882,677800,"54.2",0.02,0.032,"0",1,0,0,3,46,1,"Sweeper",1,0,1,0,0,1,1,0,"Standard","Standard",39,"-0.021","-0.261","82.9","7.6",,0.05,"0.261","89.7",1,1,0.74,0.74,36,27,37,27,3,2,5,1,5,1,"3.9","-1.4","-1.4","48.1",2.056904512172739,-6.300380223224769,25.79619430167712,34.60976215190584,40.83959845283576
"SI","2026-08-10","92.6","-0.39","5.53","Guerrero Jr., Vladimir",665489,543243,"single","hit_into_play",,,,,5,"Vladimir Guerrero Jr. singles on a sharp ground ball to shortstop Nick Sogard.","R","R","R","TOR","BOS","X",6,"ground_ball",3,2,2026,"-0.83","0.85",-0.2147415243328269,2.3282365392783078,,,,1,4,"Bot",102.25,144.99,,,,,2.3115467626008317,-134.73738140398862,-3.9940451647505384,-10.624163377504596,32.495870281451815,-21.2142726265893,3.208595801,1.619291339,22,"104.5",-5,"92.4",2511,"6.4",822780,657136,575929,678011,702332,686765,680776,678882,677800,"54.06",0.359,0.341,"0.9",1,1,0,2,28,6,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",219,"0.026","0.338","79.7","7.8",,0.408,"-0.338","104.5",0,0,0.537,0.537,36,27,37,27,2,1,5,1,5,1,"1.84","0.83","0.83","45.2",3.311106553195433,-5.013655606434905,30.083500035086136,33.677220068231954,34.356046246491225
"SI","2026-08-10","92.5","-0.44","5.58","Guerrero Jr., Vladimir",665489,543243,,"foul",,,,,12,,"R","R","R","TOR","BOS","S",,,3,1,2026,"-0.65","0.9",0.23659314601829096,3.3655927810842607,,,,1,4,"Bot",,,,,,,3.1659772291058634,-134.779628423442,-1.6823202459111233,-8.613201923051266,29.753317210256622,-21.011196841166843,3.208595801,1.619291339,268,"85.5",40,"92.9",2519,"6.5",822780,657136,575929,678011,702332,686765,680776,678882,677800,"53.99",,,,,,,,28,5,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",194,"-0.008","-0.093","67.7","6.0",,,"0.093","88.0",0,0,0.545,0.545,36,27,37,27,2,1,5,1,5,1,"1.76","0.65","0.65","48.2",-8.239843180404952,39.288193409041874,20.064500136982083,38.14141763232142,12.101289799693902
