target_game_id,target_date,side,pitcher_id,new_feature,stored_feature,stored_value,reconstructed_value,absolute_error,exact_match,material_difference,competition_status,temporal_evidence
"822719","2026-06-24","home","687223","last3AppearancesKs2","last3Ks2","","2","","false","false","UNKNOWN","DATE_ONLY"
"822719","2026-06-24","home","687223","last3AppearancesKs3","last3Ks3","","","","false","false","UNKNOWN","DATE_ONLY"
"822719","2026-06-24","home","687223","last3AppearancesIp1","last3Ip1","","1","","false","false","UNKNOWN","DATE_ONLY"
"822719","2026-06-24","home","687223","last3AppearancesIp2","last3Ip2","","2","","false","false","UNKNOWN","DATE_ONLY"
"822719","2026-06-24","home","687223","last3AppearancesIp3","last3Ip3","","","","false","false","UNKNOWN","DATE_ONLY"
"822719","2026-06-24","home","687223","last3AppearancesBf1","last3Bf1","","4","","false","false","UNKNOWN","DATE_ONLY"
"822719","2026-06-24","home","687223","last3AppearancesBf2","last3Bf2","","8","","false","false","UNKNOWN","DATE_ONLY"
"822719","2026-06-24","home","687223","last3AppearancesBf3","last3Bf3","","","","false","false","UNKNOWN","DATE_ONLY"
"822719","2026-06-24","home","687223","last5AppearancesKsAvg","last5KsAvg","","1","","false","false","UNKNOWN","DATE_ONLY"
"822719","2026-06-24","home","687223","last5AppearancesKsStd","last5KsStd","","1","","false","false","UNKNOWN","DATE_ONLY"
"822719","2026-06-24","home","687223","last5AppearancesIpAvg","last5IpAvg","","1.5","","false","false","UNKNOWN","DATE_ONLY"
"822719","2026-06-24","home","687223","last5AppearancesBfAvg","last5BfAvg","","6","","false","false","UNKNOWN","DATE_ONLY"
"822719","2026-06-24","home","687223","last5AppearancesPitchCountAvg","last5PitchCountAvg","","21.5","","false","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3StartsKs1","last3Ks1","4","4","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3StartsKs2","last3Ks2","5","5","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3StartsKs3","last3Ks3","4","4","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3StartsIp1","last3Ip1","5.3","5.333333333333333","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3StartsIp2","last3Ip2","6","6","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3StartsIp3","last3Ip3","2.7","2.6666666666666665","0.03333333333333366","false","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3StartsBf1","last3Bf1","21","21","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3StartsBf2","last3Bf2","23","23","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3StartsBf3","last3Bf3","15","15","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last5StartsKsAvg","last5KsAvg","3.4","3.4","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last5StartsKsStd","last5KsStd","1.74","1.7435595774162693","0.0035595774162693328","false","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last5StartsIpAvg","last5IpAvg","3.9","3.9333333333333327","0.03333333333333277","false","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last5StartsBfAvg","last5BfAvg","18.6","18.6","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last5StartsPitchCountAvg","last5PitchCountAvg","81","81.4","0.4000000000000057","false","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","pitchesLastStart","pitchesLastStart","84","84","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","pitchesLast3Starts","pitchesLast3Starts","243","243","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","daysSinceLastStart","daysSinceLastStart","5","5","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3AppearancesKs1","last3Ks1","4","4","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3AppearancesKs2","last3Ks2","5","5","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3AppearancesKs3","last3Ks3","4","4","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3AppearancesIp1","last3Ip1","5.3","5.333333333333333","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3AppearancesIp2","last3Ip2","6","6","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3AppearancesIp3","last3Ip3","2.7","2.6666666666666665","0.03333333333333366","false","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3AppearancesBf1","last3Bf1","21","21","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3AppearancesBf2","last3Bf2","23","23","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last3AppearancesBf3","last3Bf3","15","15","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last5AppearancesKsAvg","last5KsAvg","3.4","3.4","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last5AppearancesKsStd","last5KsStd","1.74","1.7435595774162693","0.0035595774162693328","false","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last5AppearancesIpAvg","last5IpAvg","3.9","3.9333333333333327","0.03333333333333277","false","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last5AppearancesBfAvg","last5BfAvg","18.6","18.6","0","true","false","UNKNOWN","DATE_ONLY"
"822776","2026-08-13","home","453286","last5AppearancesPitchCountAvg","last5PitchCountAvg","81","81.4","0.4000000000000057","false","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3StartsKs1","last3Ks1","6","6","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3StartsKs2","last3Ks2","4","4","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3StartsKs3","last3Ks3","3","3","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3StartsIp1","last3Ip1","6","6","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3StartsIp2","last3Ip2","4.7","4.666666666666667","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3StartsIp3","last3Ip3","4","4","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3StartsBf1","last3Bf1","22","22","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3StartsBf2","last3Bf2","22","22","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3StartsBf3","last3Bf3","21","21","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last5StartsKsAvg","last5KsAvg","3.8","3.8","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last5StartsKsStd","last5KsStd","1.33","1.32664991614216","0.0033500838578399694","false","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last5StartsIpAvg","last5IpAvg","4.7","4.733333333333333","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last5StartsBfAvg","last5BfAvg","21.6","21.6","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last5StartsPitchCountAvg","last5PitchCountAvg","87","86.6","0.4000000000000057","false","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","pitchesLastStart","pitchesLastStart","80","80","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","pitchesLast3Starts","pitchesLast3Starts","266","266","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","daysSinceLastStart","daysSinceLastStart","5","5","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3AppearancesKs1","last3Ks1","6","6","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3AppearancesKs2","last3Ks2","4","4","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3AppearancesKs3","last3Ks3","3","3","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3AppearancesIp1","last3Ip1","6","6","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3AppearancesIp2","last3Ip2","4.7","4.666666666666667","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3AppearancesIp3","last3Ip3","4","4","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3AppearancesBf1","last3Bf1","22","22","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3AppearancesBf2","last3Bf2","22","22","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last3AppearancesBf3","last3Bf3","21","21","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last5AppearancesKsAvg","last5KsAvg","3.8","3.8","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last5AppearancesKsStd","last5KsStd","1.33","1.32664991614216","0.0033500838578399694","false","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last5AppearancesIpAvg","last5IpAvg","4.7","4.733333333333333","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last5AppearancesBfAvg","last5BfAvg","21.6","21.6","0","true","false","UNKNOWN","DATE_ONLY"
"822785","2026-07-23","home","669456","last5AppearancesPitchCountAvg","last5PitchCountAvg","87","86.6","0.4000000000000057","false","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3StartsKs1","last3Ks1","8","8","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3StartsKs2","last3Ks2","8","8","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3StartsKs3","last3Ks3","7","4","3","false","true","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3StartsIp1","last3Ip1","6","6","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3StartsIp2","last3Ip2","5.3","5.333333333333333","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3StartsIp3","last3Ip3","6","6","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3StartsBf1","last3Bf1","25","25","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3StartsBf2","last3Bf2","26","26","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3StartsBf3","last3Bf3","25","28","3","false","true","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last5StartsKsAvg","last5KsAvg","6","5.6","0.40000000000000036","false","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last5StartsKsStd","last5KsStd","2.1","2.0591260281974","0.040873971802600106","false","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last5StartsIpAvg","last5IpAvg","5.1","4.866666666666666","0.2333333333333334","false","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last5StartsBfAvg","last5BfAvg","24.2","23.2","1","false","true","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last5StartsPitchCountAvg","last5PitchCountAvg","92","91","1","false","true","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","pitchesLastStart","pitchesLastStart","103","103","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","pitchesLast3Starts","pitchesLast3Starts","291","294","3","false","true","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","daysSinceLastStart","daysSinceLastStart","9","9","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3AppearancesKs1","last3Ks1","8","8","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3AppearancesKs2","last3Ks2","8","8","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3AppearancesKs3","last3Ks3","7","7","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3AppearancesIp1","last3Ip1","6","6","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3AppearancesIp2","last3Ip2","5.3","5.333333333333333","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3AppearancesIp3","last3Ip3","6","6","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3AppearancesBf1","last3Bf1","25","25","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3AppearancesBf2","last3Bf2","26","26","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last3AppearancesBf3","last3Bf3","25","25","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last5AppearancesKsAvg","last5KsAvg","6","6","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last5AppearancesKsStd","last5KsStd","2.1","2.0976176963403033","0.0023823036596968272","false","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last5AppearancesIpAvg","last5IpAvg","5.1","5.066666666666666","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last5AppearancesBfAvg","last5BfAvg","24.2","24.2","0","true","false","UNKNOWN","DATE_ONLY"
"822787","2026-07-21","home","592332","last5AppearancesPitchCountAvg","last5PitchCountAvg","92","91.6","0.4000000000000057","false","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3StartsKs1","last3Ks1","1","1","0","true","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3StartsKs2","last3Ks2","2","2","0","true","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3StartsKs3","last3Ks3","2","2","0","true","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3StartsIp1","last3Ip1","4","4","0","true","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3StartsIp2","last3Ip2","3","3","0","true","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3StartsIp3","last3Ip3","3","3","0","true","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3StartsBf1","last3Bf1","18","18","0","true","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3StartsBf2","last3Bf2","17","17","0","true","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3StartsBf3","last3Bf3","11","11","0","true","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last5StartsKsAvg","last5KsAvg","1.67","1.6666666666666667","0.0033333333333331883","false","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last5StartsKsStd","last5KsStd","0.47","0.4714045207910317","0.0014045207910317048","false","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last5StartsIpAvg","last5IpAvg","3.3","3.3333333333333335","0.03333333333333366","false","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last5StartsBfAvg","last5BfAvg","15.3","15.333333333333334","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last5StartsPitchCountAvg","last5PitchCountAvg","54","54.333333333333336","0.3333333333333357","false","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","pitchesLastStart","pitchesLastStart","39","55","16","false","true","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","pitchesLast3Starts","pitchesLast3Starts","140","163","23","false","true","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","daysSinceLastStart","daysSinceLastStart","6","10","4","false","true","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3AppearancesKs1","last3Ks1","1","1","0","true","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3AppearancesKs2","last3Ks2","2","1","1","false","true","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3AppearancesKs3","last3Ks3","2","3","1","false","true","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3AppearancesIp1","last3Ip1","4","2","2","false","true","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3AppearancesIp2","last3Ip2","3","4","1","false","true","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3AppearancesIp3","last3Ip3","3","2.6666666666666665","0.3333333333333335","false","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3AppearancesBf1","last3Bf1","18","8","10","false","true","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3AppearancesBf2","last3Bf2","17","18","1","false","true","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last3AppearancesBf3","last3Bf3","11","9","2","false","true","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last5AppearancesKsAvg","last5KsAvg","1.67","1.6","0.06999999999999984","false","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last5AppearancesKsStd","last5KsStd","0.47","1.2","0.73","false","false","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last5AppearancesIpAvg","last5IpAvg","3.3","2.1333333333333333","1.1666666666666665","false","true","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last5AppearancesBfAvg","last5BfAvg","15.3","9","6.300000000000001","false","true","UNKNOWN","DATE_ONLY"
"822789","2026-07-17","home","693686","last5AppearancesPitchCountAvg","last5PitchCountAvg","54","35.4","18.6","false","true","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3StartsKs1","last3Ks1","5","5","0","true","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3StartsKs2","last3Ks2","6","6","0","true","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3StartsKs3","last3Ks3","3","4","1","false","true","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3StartsIp1","last3Ip1","5.7","5.666666666666667","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3StartsIp2","last3Ip2","7.3","7.333333333333333","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3StartsIp3","last3Ip3","5","5","0","true","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3StartsBf1","last3Bf1","25","25","0","true","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3StartsBf2","last3Bf2","26","26","0","true","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3StartsBf3","last3Bf3","25","21","4","false","true","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last5StartsKsAvg","last5KsAvg","4.6","5.8","1.2000000000000002","false","true","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last5StartsKsStd","last5KsStd","1.02","1.32664991614216","0.3066499161421601","false","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last5StartsIpAvg","last5IpAvg","5.7","6","0.2999999999999998","false","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last5StartsBfAvg","last5BfAvg","24.2","23.2","1","false","true","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last5StartsPitchCountAvg","last5PitchCountAvg","93","95","2","false","true","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","pitchesLastStart","pitchesLastStart","105","105","0","true","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","pitchesLast3Starts","pitchesLast3Starts","281","292","11","false","true","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","daysSinceLastStart","daysSinceLastStart","5","5","0","true","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3AppearancesKs1","last3Ks1","5","5","0","true","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3AppearancesKs2","last3Ks2","6","6","0","true","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3AppearancesKs3","last3Ks3","3","5","2","false","true","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3AppearancesIp1","last3Ip1","5.7","5.666666666666667","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3AppearancesIp2","last3Ip2","7.3","7.333333333333333","0.033333333333333215","false","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3AppearancesIp3","last3Ip3","5","5.666666666666667","0.666666666666667","false","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3AppearancesBf1","last3Bf1","25","25","0","true","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3AppearancesBf2","last3Bf2","26","26","0","true","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last3AppearancesBf3","last3Bf3","25","24","1","false","true","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last5AppearancesKsAvg","last5KsAvg","4.6","5.2","0.6000000000000005","false","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last5AppearancesKsStd","last5KsStd","1.02","0.7483314773547882","0.2716685226452118","false","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last5AppearancesIpAvg","last5IpAvg","5.7","6.066666666666667","0.36666666666666714","false","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last5AppearancesBfAvg","last5BfAvg","24.2","24.6","0.40000000000000213","false","false","UNKNOWN","DATE_ONLY"
"822792","2026-06-29","home","702056","last5AppearancesPitchCountAvg","last5PitchCountAvg","93","96.2","3.200000000000003","false","true","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3StartsKs1","last3Ks1","2","2","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3StartsKs2","last3Ks2","","","","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3StartsKs3","last3Ks3","","","","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3StartsIp1","last3Ip1","3.7","3.6666666666666665","0.03333333333333366","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3StartsIp2","last3Ip2","","","","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3StartsIp3","last3Ip3","","","","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3StartsBf1","last3Bf1","19","19","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3StartsBf2","last3Bf2","","","","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3StartsBf3","last3Bf3","","","","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last5StartsKsAvg","last5KsAvg","2","2","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last5StartsKsStd","last5KsStd","0","0","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last5StartsIpAvg","last5IpAvg","3.7","3.6666666666666665","0.03333333333333366","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last5StartsBfAvg","last5BfAvg","19","19","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last5StartsPitchCountAvg","last5PitchCountAvg","75","75","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","pitchesLastStart","pitchesLastStart","75","75","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","pitchesLast3Starts","pitchesLast3Starts","75","75","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","daysSinceLastStart","daysSinceLastStart","5","5","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3AppearancesKs1","last3Ks1","2","2","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3AppearancesKs2","last3Ks2","","","","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3AppearancesKs3","last3Ks3","","","","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3AppearancesIp1","last3Ip1","3.7","3.6666666666666665","0.03333333333333366","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3AppearancesIp2","last3Ip2","","","","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3AppearancesIp3","last3Ip3","","","","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3AppearancesBf1","last3Bf1","19","19","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3AppearancesBf2","last3Bf2","","","","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last3AppearancesBf3","last3Bf3","","","","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last5AppearancesKsAvg","last5KsAvg","2","2","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last5AppearancesKsStd","last5KsStd","0","0","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last5AppearancesIpAvg","last5IpAvg","3.7","3.6666666666666665","0.03333333333333366","false","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last5AppearancesBfAvg","last5BfAvg","19","19","0","true","false","UNKNOWN","DATE_ONLY"
"822795","2026-06-28","home","669456","last5AppearancesPitchCountAvg","last5PitchCountAvg","75","75","0","true","false","UNKNOWN","DATE_ONLY"
"822796","2026-06-26","home","571578","last3StartsKs1","last3Ks1","4","4","0","true","false","UNKNOWN","DATE_ONLY"
"822796","2026-06-26","home","571578","last3StartsKs2","last3Ks2","3","3","0","true","false","UNKNOWN","DATE_ONLY"
"822796","2026-06-26","home","571578","last3StartsKs3","last3Ks3","3","1","2","false","true","UNKNOWN","DATE_ONLY"
"822796","2026-06-26","home","571578","last3StartsIp1","last3Ip1","3.7","3.6666666666666665","0.03333333333333366","false","false","UNKNOWN","DATE_ONLY"
"822796","2026-06-26","home","571578","last3StartsIp2","last3Ip2","3.7","3","0.7000000000000002","false","false","UNKNOWN","DATE_ONLY"
"822796","2026-06-26","home","571578","last3StartsIp3","last3Ip3","3","5","2","false","true","UNKNOWN","DATE_ONLY"
"822796","2026-06-26","home","571578","last3StartsBf1","last3Bf1","20","20","0","true","false","UNKNOWN","DATE_ONLY"
"822796","2026-06-26","home","571578","last3StartsBf2","last3Bf2","18","18","0","true","false","UNKNOWN","DATE_ONLY"
"822796","2026-06-26","home","571578","last3StartsBf3","last3Bf3","18","23","5","false","true","UNKNOWN","DATE_ONLY"
"822796","2026-06-26","home","571578","last5StartsKsAvg","last5KsAvg","3","3.8","0.7999999999999998","false","false","UNKNOWN","DATE_ONLY"
"822796","2026-06-26","home","571578","last5StartsKsStd","last5KsStd","1.1","1.9390719429665317","0.8390719429665316","false","false","UNKNOWN","DATE_ONLY"
