row_type,model,game_id,pitcher_id,game_date,side,eligible_baseline,eligible_dynamic_starts,eligible_dynamic_appearances,eligible_hybrid,eligible_all,required_features,eligible_total,coverage_pct,eligible_train,eligible_validation,common_primary_total,common_primary_train,common_primary_validation
"TARGET_ELIGIBILITY","","824655","607067","2026-07-17","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","824656","665871","2026-07-05","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824660","607067","2026-07-01","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824662","684007","2026-06-29","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824733","663776","2026-07-24","home","true","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824740","801139","2026-07-01","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824741","624133","2026-06-29","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824743","801139","2026-06-26","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824744","543243","2026-06-28","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824745","687562","2026-06-27","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824812","669432","2026-07-24","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","824813","680694","2026-07-11","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","824814","669358","2026-07-12","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","824815","665152","2026-07-08","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","824816","669432","2026-07-09","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","824817","687064","2026-07-10","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","824820","669358","2026-07-07","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824821","680694","2026-06-28","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824822","669358","2026-06-29","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824824","669432","2026-06-26","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824895","625643","2026-07-21","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","824900","625643","2026-07-06","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824901","519242","2026-07-17","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","824902","527048","2026-07-05","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824904","656550","2026-07-03","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824906","694462","2026-07-02","home","false","false","false","false","false","","","","","","","",""
