game_id,pitcher_id,game_date,side,last3_starts,last3_appearances,clean_features,identity_source,identity_temporal_verification
"823118","669302","2026-07-04","home","[{""gameId"":""824421"",""date"":""2026-06-27"",""pitcherId"":""669302"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":7,""ip"":""7.0"",""bf"":28,""pitches"":103,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823123"",""date"":""2026-06-21"",""pitcherId"":""669302"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":8,""ip"":""6.1"",""bf"":22,""pitches"":94,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823128"",""date"":""2026-06-16"",""pitcherId"":""669302"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":10,""ip"":""7.0"",""bf"":25,""pitches"":94,""competition"":""MLB_REGULAR_INFERRED""}]","[{""gameId"":""824421"",""date"":""2026-06-27"",""pitcherId"":""669302"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":7,""ip"":""7.0"",""bf"":28,""pitches"":103,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823123"",""date"":""2026-06-21"",""pitcherId"":""669302"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":8,""ip"":""6.1"",""bf"":22,""pitches"":94,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823128"",""date"":""2026-06-16"",""pitcherId"":""669302"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":10,""ip"":""7.0"",""bf"":25,""pitches"":94,""competition"":""MLB_REGULAR_INFERRED""}]","{""last3Ks1"":7,""last3Ks2"":8,""last3Ks3"":10,""last3Ip1"":7,""last3Ip2"":6.333333333333333,""last3Ip3"":7,""last3Bf1"":28,""last3Bf2"":22,""last3Bf3"":25,""last5KsAvg"":7.6,""last5KsStd"":1.624807680927192,""last5IpAvg"":6.333333333333333,""last5BfAvg"":24,""last5PitchCountAvg"":99,""pitchesLast3Starts"":291,""pitchesLast3Appearances"":291,""daysSinceLastStart"":7,""daysSinceLastAppearance"":7}","LINESCORE_DEFENSE_PITCHER","NOT_VERIFIABLE"
"823119","682243","2026-07-02","home","[{""gameId"":""823366"",""date"":""2026-06-25"",""pitcherId"":""682243"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":11,""ip"":""5.2"",""bf"":22,""pitches"":90,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823124"",""date"":""2026-06-19"",""pitcherId"":""682243"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":7,""ip"":""5.0"",""bf"":16,""pitches"":66,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824269"",""date"":""2026-06-06"",""pitcherId"":""682243"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":9,""ip"":""6.0"",""bf"":20,""pitches"":94,""competition"":""MLB_REGULAR_INFERRED""}]","[{""gameId"":""823366"",""date"":""2026-06-25"",""pitcherId"":""682243"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":11,""ip"":""5.2"",""bf"":22,""pitches"":90,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823124"",""date"":""2026-06-19"",""pitcherId"":""682243"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":7,""ip"":""5.0"",""bf"":16,""pitches"":66,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824269"",""date"":""2026-06-06"",""pitcherId"":""682243"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":9,""ip"":""6.0"",""bf"":20,""pitches"":94,""competition"":""MLB_REGULAR_INFERRED""}]","{""last3Ks1"":11,""last3Ks2"":7,""last3Ks3"":9,""last3Ip1"":5.666666666666667,""last3Ip2"":5,""last3Ip3"":6,""last3Bf1"":22,""last3Bf2"":16,""last3Bf3"":20,""last5KsAvg"":8,""last5KsStd"":1.7888543819998317,""last5IpAvg"":5.466666666666667,""last5BfAvg"":18.8,""last5PitchCountAvg"":78.6,""pitchesLast3Starts"":250,""pitchesLast3Appearances"":250,""daysSinceLastStart"":7,""daysSinceLastAppearance"":7}","LINESCORE_DEFENSE_PITCHER","NOT_VERIFIABLE"
"823120","622491","2026-07-03","home","[{""gameId"":""824423"",""date"":""2026-06-26"",""pitcherId"":""622491"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":4,""ip"":""6.0"",""bf"":22,""pitches"":91,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824268"",""date"":""2026-06-07"",""pitcherId"":""622491"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":5,""ip"":""5.2"",""bf"":21,""pitches"":100,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824196"",""date"":""2026-05-14"",""pitcherId"":""622491"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":6,""ip"":""5.2"",""bf"":24,""pitches"":108,""competition"":""MLB_REGULAR_INFERRED""}]","[{""gameId"":""824423"",""date"":""2026-06-26"",""pitcherId"":""622491"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":4,""ip"":""6.0"",""bf"":22,""pitches"":91,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823124"",""date"":""2026-06-19"",""pitcherId"":""622491"",""side"":""home"",""started"":false,""source"":""LIVE_APPEARANCE"",""k"":4,""ip"":""4.0"",""bf"":19,""pitches"":63,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824268"",""date"":""2026-06-07"",""pitcherId"":""622491"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":5,""ip"":""5.2"",""bf"":21,""pitches"":100,""competition"":""MLB_REGULAR_INFERRED""}]","{""last3Ks1"":4,""last3Ks2"":5,""last3Ks3"":6,""last3Ip1"":6,""last3Ip2"":5.666666666666667,""last3Ip3"":5.666666666666667,""last3Bf1"":22,""last3Bf2"":21,""last3Bf3"":24,""last5KsAvg"":5.2,""last5KsStd"":0.7483314773547882,""last5IpAvg"":5.466666666666667,""last5BfAvg"":22.2,""last5PitchCountAvg"":96.8,""pitchesLast3Starts"":299,""pitchesLast3Appearances"":254,""daysSinceLastStart"":7,""daysSinceLastAppearance"":7}","LINESCORE_DEFENSE_PITCHER","NOT_VERIFIABLE"
"823121","669923","2026-06-29","home","[{""gameId"":""823365"",""date"":""2026-06-23"",""pitcherId"":""669923"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":5,""ip"":""6.0"",""bf"":27,""pitches"":91,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823127"",""date"":""2026-06-17"",""pitcherId"":""669923"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":5,""ip"":""6.0"",""bf"":25,""pitches"":92,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824831"",""date"":""2026-06-10"",""pitcherId"":""669923"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":10,""ip"":""6.0"",""bf"":27,""pitches"":104,""competition"":""MLB_REGULAR_INFERRED""}]","[{""gameId"":""823365"",""date"":""2026-06-23"",""pitcherId"":""669923"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":5,""ip"":""6.0"",""bf"":27,""pitches"":91,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823127"",""date"":""2026-06-17"",""pitcherId"":""669923"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":5,""ip"":""6.0"",""bf"":25,""pitches"":92,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824831"",""date"":""2026-06-10"",""pitcherId"":""669923"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":10,""ip"":""6.0"",""bf"":27,""pitches"":104,""competition"":""MLB_REGULAR_INFERRED""}]","{""last3Ks1"":5,""last3Ks2"":5,""last3Ks3"":10,""last3Ip1"":6,""last3Ip2"":6,""last3Ip3"":6,""last3Bf1"":27,""last3Bf2"":25,""last3Bf3"":27,""last5KsAvg"":5.8,""last5KsStd"":2.1354156504062622,""last5IpAvg"":5.466666666666667,""last5BfAvg"":24.8,""last5PitchCountAvg"":92.6,""pitchesLast3Starts"":287,""pitchesLast3Appearances"":287,""daysSinceLastStart"":6,""daysSinceLastAppearance"":6}","LINESCORE_DEFENSE_PITCHER","NOT_VERIFIABLE"
"823180","657277","2026-08-26","home","[{""gameId"":""824721"",""date"":""2026-08-21"",""pitcherId"":""657277"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":2,""ip"":""2.2"",""bf"":18,""pitches"":70,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823184"",""date"":""2026-08-15"",""pitcherId"":""657277"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":7,""ip"":""6.0"",""bf"":22,""pitches"":80,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823190"",""date"":""2026-08-09"",""pitcherId"":""657277"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":2,""ip"":""8.0"",""bf"":28,""pitches"":100,""competition"":""MLB_REGULAR_INFERRED""}]","[{""gameId"":""824721"",""date"":""2026-08-21"",""pitcherId"":""657277"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":2,""ip"":""2.2"",""bf"":18,""pitches"":70,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823184"",""date"":""2026-08-15"",""pitcherId"":""657277"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":7,""ip"":""6.0"",""bf"":22,""pitches"":80,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823190"",""date"":""2026-08-09"",""pitcherId"":""657277"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":2,""ip"":""8.0"",""bf"":28,""pitches"":100,""competition"":""MLB_REGULAR_INFERRED""}]","{""last3Ks1"":2,""last3Ks2"":7,""last3Ks3"":2,""last3Ip1"":2.6666666666666665,""last3Ip2"":6,""last3Ip3"":8,""last3Bf1"":18,""last3Bf2"":22,""last3Bf3"":28,""last5KsAvg"":4.6,""last5KsStd"":2.4979991993593593,""last5IpAvg"":5.7333333333333325,""last5BfAvg"":23,""last5PitchCountAvg"":88.4,""pitchesLast3Starts"":250,""pitchesLast3Appearances"":250,""daysSinceLastStart"":5,""daysSinceLastAppearance"":5}","PITCHERS_PITCHER_ID",""
"823180","666157","2026-08-26","away","[{""gameId"":""824477"",""date"":""2026-08-16"",""pitcherId"":""666157"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":2,""ip"":""5.0"",""bf"":19,""pitches"":73,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824563"",""date"":""2026-08-11"",""pitcherId"":""666157"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":5,""ip"":""4.0"",""bf"":18,""pitches"":70,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824492"",""date"":""2026-07-11"",""pitcherId"":""666157"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":4,""ip"":""5.0"",""bf"":22,""pitches"":78,""competition"":""MLB_REGULAR_INFERRED""}]","[{""gameId"":""825045"",""date"":""2026-08-21"",""pitcherId"":""666157"",""side"":""away"",""started"":false,""source"":""LIVE_APPEARANCE"",""k"":2,""ip"":""3.1"",""bf"":22,""pitches"":91,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824477"",""date"":""2026-08-16"",""pitcherId"":""666157"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":2,""ip"":""5.0"",""bf"":19,""pitches"":73,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824563"",""date"":""2026-08-11"",""pitcherId"":""666157"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":5,""ip"":""4.0"",""bf"":18,""pitches"":70,""competition"":""MLB_REGULAR_INFERRED""}]","{""last3Ks1"":2,""last3Ks2"":5,""last3Ks3"":4,""last3Ip1"":5,""last3Ip2"":4,""last3Ip3"":5,""last3Bf1"":19,""last3Bf2"":18,""last3Bf3"":22,""last5KsAvg"":3.8,""last5KsStd"":0.9797958971132712,""last5IpAvg"":5,""last5BfAvg"":21,""last5PitchCountAvg"":82.8,""pitchesLast3Starts"":221,""pitchesLast3Appearances"":234,""daysSinceLastStart"":10,""daysSinceLastAppearance"":5}","PITCHERS_PITCHER_ID",""
"823192","657277","2026-07-29","home","[{""gameId"":""823196"",""date"":""2026-07-24"",""pitcherId"":""657277"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":4,""ip"":""6.0"",""bf"":25,""pitches"":99,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823116"",""date"":""2026-07-18"",""pitcherId"":""657277"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":5,""ip"":""6.2"",""bf"":26,""pitches"":100,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823202"",""date"":""2026-07-08"",""pitcherId"":""657277"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":2,""ip"":""7.0"",""bf"":30,""pitches"":106,""competition"":""MLB_REGULAR_INFERRED""}]","[{""gameId"":""823196"",""date"":""2026-07-24"",""pitcherId"":""657277"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":4,""ip"":""6.0"",""bf"":25,""pitches"":99,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823116"",""date"":""2026-07-18"",""pitcherId"":""657277"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":5,""ip"":""6.2"",""bf"":26,""pitches"":100,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823202"",""date"":""2026-07-08"",""pitcherId"":""657277"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":2,""ip"":""7.0"",""bf"":30,""pitches"":106,""competition"":""MLB_REGULAR_INFERRED""}]","{""last3Ks1"":4,""last3Ks2"":5,""last3Ks3"":2,""last3Ip1"":6,""last3Ip2"":6.666666666666667,""last3Ip3"":7,""last3Bf1"":25,""last3Bf2"":26,""last3Bf3"":30,""last5KsAvg"":3.8,""last5KsStd"":1.6,""last5IpAvg"":5.933333333333334,""last5BfAvg"":25.2,""last5PitchCountAvg"":94.6,""pitchesLast3Starts"":305,""pitchesLast3Appearances"":305,""daysSinceLastStart"":5,""daysSinceLastAppearance"":5}","LINESCORE_DEFENSE_PITCHER","NOT_VERIFIABLE"
"823199","686790","2026-07-12","home","[{""gameId"":""823203"",""date"":""2026-07-07"",""pitcherId"":""686790"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":0,""ip"":""2.1"",""bf"":18,""pitches"":58,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823206"",""date"":""2026-06-26"",""pitcherId"":""686790"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":3,""ip"":""5.1"",""bf"":24,""pitches"":90,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823854"",""date"":""2026-06-20"",""pitcherId"":""686790"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":1,""ip"":""3.0"",""bf"":20,""pitches"":69,""competition"":""MLB_REGULAR_INFERRED""}]","[{""gameId"":""823203"",""date"":""2026-07-07"",""pitcherId"":""686790"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":0,""ip"":""2.1"",""bf"":18,""pitches"":58,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823206"",""date"":""2026-06-26"",""pitcherId"":""686790"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":3,""ip"":""5.1"",""bf"":24,""pitches"":90,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823854"",""date"":""2026-06-20"",""pitcherId"":""686790"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":1,""ip"":""3.0"",""bf"":20,""pitches"":69,""competition"":""MLB_REGULAR_INFERRED""}]","{""last3Ks1"":0,""last3Ks2"":3,""last3Ks3"":1,""last3Ip1"":2.3333333333333335,""last3Ip2"":5.333333333333333,""last3Ip3"":3,""last3Bf1"":18,""last3Bf2"":24,""last3Bf3"":20,""last5KsAvg"":2.8,""last5KsStd"":2.1354156504062622,""last5IpAvg"":4.133333333333333,""last5BfAvg"":21,""last5PitchCountAvg"":78.2,""pitchesLast3Starts"":217,""pitchesLast3Appearances"":217,""daysSinceLastStart"":5,""daysSinceLastAppearance"":5}","LINESCORE_DEFENSE_PITCHER","NOT_VERIFIABLE"
"823202","657277","2026-07-08","home","[{""gameId"":""824336"",""date"":""2026-07-03"",""pitcherId"":""657277"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":2,""ip"":""3.0"",""bf"":21,""pitches"":76,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823207"",""date"":""2026-06-27"",""pitcherId"":""657277"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":6,""ip"":""7.0"",""bf"":24,""pitches"":92,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823852"",""date"":""2026-06-21"",""pitcherId"":""657277"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":5,""ip"":""8.0"",""bf"":29,""pitches"":103,""competition"":""MLB_REGULAR_INFERRED""}]","[{""gameId"":""824336"",""date"":""2026-07-03"",""pitcherId"":""657277"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":2,""ip"":""3.0"",""bf"":21,""pitches"":76,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823207"",""date"":""2026-06-27"",""pitcherId"":""657277"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":6,""ip"":""7.0"",""bf"":24,""pitches"":92,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823852"",""date"":""2026-06-21"",""pitcherId"":""657277"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":5,""ip"":""8.0"",""bf"":29,""pitches"":103,""competition"":""MLB_REGULAR_INFERRED""}]","{""last3Ks1"":2,""last3Ks2"":6,""last3Ks3"":5,""last3Ip1"":3,""last3Ip2"":7,""last3Ip3"":8,""last3Bf1"":21,""last3Bf2"":24,""last3Bf3"":29,""last5KsAvg"":4.8,""last5KsStd"":1.7204650534085253,""last5IpAvg"":6.6,""last5BfAvg"":24.8,""last5PitchCountAvg"":93,""pitchesLast3Starts"":271,""pitchesLast3Appearances"":271,""daysSinceLastStart"":5,""daysSinceLastAppearance"":5}","LINESCORE_DEFENSE_PITCHER","NOT_VERIFIABLE"
"823203","686790","2026-07-07","home","[{""gameId"":""823206"",""date"":""2026-06-26"",""pitcherId"":""686790"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":3,""ip"":""5.1"",""bf"":24,""pitches"":90,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823854"",""date"":""2026-06-20"",""pitcherId"":""686790"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":1,""ip"":""3.0"",""bf"":20,""pitches"":69,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824670"",""date"":""2026-06-07"",""pitcherId"":""686790"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":6,""ip"":""5.0"",""bf"":21,""pitches"":87,""competition"":""MLB_REGULAR_INFERRED""}]","[{""gameId"":""823206"",""date"":""2026-06-26"",""pitcherId"":""686790"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":3,""ip"":""5.1"",""bf"":24,""pitches"":90,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823854"",""date"":""2026-06-20"",""pitcherId"":""686790"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":1,""ip"":""3.0"",""bf"":20,""pitches"":69,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824670"",""date"":""2026-06-07"",""pitcherId"":""686790"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":6,""ip"":""5.0"",""bf"":21,""pitches"":87,""competition"":""MLB_REGULAR_INFERRED""}]","{""last3Ks1"":3,""last3Ks2"":1,""last3Ks3"":6,""last3Ip1"":5.333333333333333,""last3Ip2"":3,""last3Ip3"":5,""last3Bf1"":24,""last3Bf2"":20,""last3Bf3"":21,""last5KsAvg"":4,""last5KsStd"":1.8973665961010275,""last5IpAvg"":4.933333333333333,""last5BfAvg"":23,""last5PitchCountAvg"":83.8,""pitchesLast3Starts"":246,""pitchesLast3Appearances"":246,""daysSinceLastStart"":11,""daysSinceLastAppearance"":11}","LINESCORE_DEFENSE_PITCHER","NOT_VERIFIABLE"
"823204","592662","2026-06-28","home","[{""gameId"":""823210"",""date"":""2026-06-23"",""pitcherId"":""592662"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":6,""ip"":""8.0"",""bf"":29,""pitches"":102,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823215"",""date"":""2026-06-10"",""pitcherId"":""592662"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":3,""ip"":""5.2"",""bf"":24,""pitches"":93,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824354"",""date"":""2026-05-31"",""pitcherId"":""592662"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":6,""ip"":""4.0"",""bf"":19,""pitches"":96,""competition"":""MLB_REGULAR_INFERRED""}]","[{""gameId"":""823210"",""date"":""2026-06-23"",""pitcherId"":""592662"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":6,""ip"":""8.0"",""bf"":29,""pitches"":102,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824912"",""date"":""2026-06-17"",""pitcherId"":""592662"",""side"":""away"",""started"":false,""source"":""LIVE_APPEARANCE"",""k"":8,""ip"":""6.1"",""bf"":23,""pitches"":94,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824912"",""date"":""2026-06-16"",""pitcherId"":""592662"",""side"":""away"",""started"":false,""source"":""LIVE_APPEARANCE"",""k"":8,""ip"":""6.1"",""bf"":23,""pitches"":94,""competition"":""MLB_REGULAR_INFERRED""}]","{""last3Ks1"":6,""last3Ks2"":3,""last3Ks3"":6,""last3Ip1"":8,""last3Ip2"":5.666666666666667,""last3Ip3"":4,""last3Bf1"":29,""last3Bf2"":24,""last3Bf3"":19,""last5KsAvg"":4,""last5KsStd"":1.6733200530681511,""last5IpAvg"":5.2666666666666675,""last5BfAvg"":23.2,""last5PitchCountAvg"":95.6,""pitchesLast3Starts"":291,""pitchesLast3Appearances"":290,""daysSinceLastStart"":5,""daysSinceLastAppearance"":5}","LINESCORE_DEFENSE_PITCHER","NOT_VERIFIABLE"
"823205","694738","2026-07-06","home","[{""gameId"":""823209"",""date"":""2026-06-25"",""pitcherId"":""694738"",""side"":""home"",""started"":true,""source"":""BOXSCORE_START"",""k"":6,""ip"":""6.0"",""bf"":24,""pitches"":108,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823853"",""date"":""2026-06-19"",""pitcherId"":""694738"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":7,""ip"":""6.0"",""bf"":25,""pitches"":98,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824669"",""date"":""2026-06-06"",""pitcherId"":""694738"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":5,""ip"":""5.2"",""bf"":22,""pitches"":98,""competition"":""MLB_REGULAR_INFERRED""}]","[{""gameId"":""825066"",""date"":""2026-06-30"",""pitcherId"":""694738"",""side"":""away"",""started"":false,""source"":""LIVE_APPEARANCE"",""k"":4,""ip"":""2.2"",""bf"":19,""pitches"":84,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823209"",""date"":""2026-06-25"",""pitcherId"":""694738"",""side"":""home"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":6,""ip"":""6.0"",""bf"":24,""pitches"":108,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824669"",""date"":""2026-06-06"",""pitcherId"":""694738"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":5,""ip"":""5.2"",""bf"":22,""pitches"":98,""competition"":""MLB_REGULAR_INFERRED""}]","{""last3Ks1"":6,""last3Ks2"":7,""last3Ks3"":5,""last3Ip1"":6,""last3Ip2"":6,""last3Ip3"":5.666666666666667,""last3Bf1"":24,""last3Bf2"":25,""last3Bf3"":22,""last5KsAvg"":5.8,""last5KsStd"":1.16619037896906,""last5IpAvg"":5.333333333333334,""last5BfAvg"":23.6,""last5PitchCountAvg"":98.6,""pitchesLast3Starts"":304,""pitchesLast3Appearances"":290,""daysSinceLastStart"":11,""daysSinceLastAppearance"":6}","LINESCORE_DEFENSE_PITCHER","NOT_VERIFIABLE"
"823206","686790","2026-06-26","home","[{""gameId"":""823854"",""date"":""2026-06-20"",""pitcherId"":""686790"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":1,""ip"":""3.0"",""bf"":20,""pitches"":69,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824670"",""date"":""2026-06-07"",""pitcherId"":""686790"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":6,""ip"":""5.0"",""bf"":21,""pitches"":87,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823782"",""date"":""2026-06-02"",""pitcherId"":""686790"",""side"":""away"",""started"":true,""source"":""BOXSCORE_START"",""k"":4,""ip"":""5.0"",""bf"":22,""pitches"":87,""competition"":""MLB_REGULAR_INFERRED""}]","[{""gameId"":""823854"",""date"":""2026-06-20"",""pitcherId"":""686790"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":1,""ip"":""3.0"",""bf"":20,""pitches"":69,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""824670"",""date"":""2026-06-07"",""pitcherId"":""686790"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":6,""ip"":""5.0"",""bf"":21,""pitches"":87,""competition"":""MLB_REGULAR_INFERRED""},{""gameId"":""823782"",""date"":""2026-06-02"",""pitcherId"":""686790"",""side"":""away"",""started"":true,""source"":""LIVE_APPEARANCE"",""k"":4,""ip"":""5.0"",""bf"":22,""pitches"":87,""competition"":""MLB_REGULAR_INFERRED""}]","{""last3Ks1"":1,""last3Ks2"":6,""last3Ks3"":4,""last3Ip1"":3,""last3Ip2"":5,""last3Ip3"":5,""last3Bf1"":20,""last3Bf2"":21,""last3Bf3"":22,""last5KsAvg"":4.2,""last5KsStd"":1.8330302779823362,""last5IpAvg"":4.6,""last5BfAvg"":21.8,""last5PitchCountAvg"":79,""pitchesLast3Starts"":243,""pitchesLast3Appearances"":243,""daysSinceLastStart"":6,""daysSinceLastAppearance"":6}","LINESCORE_DEFENSE_PITCHER","NOT_VERIFIABLE"
